bangla_speech_word,bangla_speech_ipa,regional_word,regional_ipa
পরিক্ষায়,pɔrikʂae̯ɔ,হরিক্ষায়,hoɾɪkkʰɐe̯
ভালো,b̤al̪o,ভালা,bʱɐlɐ
ফলাফল,ɸɔl̪aɸɔl̪ɔ,ফলাফল,pʰɔlɐpʰɔl
করবে,kɔrɔbe,কইত্তোনো,ko͡ɪ̯t̪t̪ono
এই,ei,এই,e͡ɪ̯
বিষয়ে,biʂe̯e,বিষয়,bɪʃɔe̯
কি,ki,কিয়া,kɪʲɐ
করতে,kɔrɔt̪e,কইত্তাম,ko͡ɪ̯t̪t̪ɐm
পারি,pari,আই?,ɐ͡ɪ̯?
হায়রে,hae̯re,হোয়রে,heɐʲɾe
মানুষ,man̪uʂɔ,মানুষ,mɐnuʃ
একজন,ekɔd͡ʑɔn̪ɔ,একজন,ɛkɟon
আরেকজনের,arekɔd͡ʑɔn̪erɔ,আরেকজনের,ɐɾekɟɔneɾ
প্রতি,prɔt̪i,ফ্রতি,pʰɾot̪ɪ
হিংসা,hiŋs̪a,হংসা,hɔŋʃɐ
করে,kɔre,করে,koɾe
আমি,ami,আই,ɐ͡ɪ̯
আমার,amarɔ,আর,ɐɾ
বাসার,bas̪arɔ,বাসার,bɐʃɐɾ
সামনের,s̪amn̪erɔ,সামনে,ʃɐmne
খেলার,kʰel̪arɔ,খেলার,xelɐɾ
মাঠে,matʰe,মাঠেত্তে,mɐtʰet̪t̪e
খেলি,kʰel̪i,খেলি,xelɪ
আম,amɔ,আম,ɐm
দিয়ে,d̪ie̯e,দি,d̪ɪ
শরবত,ɕɔrɔbɔt̪ɔ,শরবত,ʃɔɾbot̪
বানিয়ে,ban̪ie̯e,বানাই,bɐnɐ͡ɪ̯
খাও,kʰao,খো,kʰo
ঠাণ্ডা,tʰanda,ঠান্ডা,tʰɐndɐ
শরবত,ɕɔrɔbɔt̪ɔ,শরবত,ʃɔɾbot̪
খেলে,kʰel̪e,বানাই,bɐnɐ͡ɪ̯
ভালো,b̤al̪o,খো,xo
এতো,et̪o,এতো,et̪o
চিন্তা,t͡ɕin̪t̪a,চিন্তা,cɪnt̪ɐ
করা,kɔra,করা,kɔɾɐ
লাগবে,l̪aɡbe,লাইগদোনো,lɐ͡ɪ̯gd̪ono
না,n̪a,নিজেরে,nɪɟeɾe
নিজেরে,n̪id͡ʑere,লই,lɔ͡ɪ̯
নিয়ে,n̪ie̯e,ভাবো,bʱɐbo
আমকে,amke,আরে,ɐɾe
আমাদের,amad̪erɔ,আন্ডা,ɐndɐ
দেশে,d̪eɕe,দেশে,d̪eʃe
‘ফলের,‘ɸɔl̪erɔ,ফলের,pʰɔleɾ
রাজা’,rad͡ʑa’,রাজা,ɾɐɟɐ
বলা,bɔl̪a,বলা,bɔlɐ
হয়,he̯ɔ,অয়,ɔe̯
তুমি,t̪umi,তুই,t̪u͡ɪ̯
দেখতে,d̪ekʰt̪e,দেখতে,d̪ekʰt̪e
সুন্দর,s̪un̪d̪ɔrɔ,সুন্দর,ʃund̪ɔɾ
না,n̪a,নো,no
হলেও,hɔl̪eo,অইলেও,ɛ͡ɪ̯le͡o̯
আমি,ami,আই,ɐ͡ɪ̯
তোমাকেই,t̪omakei,তোওয়ারেই,t̪o͡o̯ʷɐɾe͡ɪ̯
চাই,t͡ɕai,চাই,cɐ͡ɪ̯
সেখানে,s̪ekʰan̪e,হেডে,hede
অনেক,on̪ekɔ,অনেক,ɔnek
পুলিশ,pul̪iɕɔ,হুলিশ,hulɪʃ
দেখে,d̪ekʰe,দেখি,d̪ekʰɪ
বাসার,bas̪arɔ,বাসার,bɐʃɐɾ
দিকে,d̪ike,মুই,mu͡ɪ̯
ফিরছিলাম,ɸirt͡ɕʰil̪am,হিচ্ছিলাম,hɪccʰɪlɐm
আমি,ami,আমি,ɐmɪ
চলে,t͡ɕɔl̪e,চলি,colɪ
যাচ্ছি,d͡zat͡ɕt͡ɕʰi,যাইর,ɟɐ͡ɪ̯ɾ
তোমাকে,t̪omake,তোওয়ার,t̪o͡o̯ʷɐɾ
আর,arɔ,আর,ɐɾ
কোন,kon̪ɔ,কোন,kon
দিন,d̪in̪ɔ,দিন,d̪ɪn
ফোন,ɸon̪ɔ,ফোন,pʰon
দিয়ে,d̪ie̯e,দি,d̪ɪ
বলবোনা,bɔl̪ɔbon̪a,কইতান্নো,ko͡ɪ̯t̪ɐnno
একটু,ektu,এক্কেনা,ɛkkenɐ
সময়,s̪ɔme̯ɔ,সময়,ʃɔmɔe̯
দাও,d̪ao,দো,d̪o
বুঝে,bud͡ʑ̤e,বুঝি,buɟʱɪ
উঠতে,utʰt̪e,উঠতাম,utʰt̪ɐm
পারছিলাম,part͡ɕʰil̪amɔ,হারিয়ের,hɐɾɪʲeɾ
না,n̪a,না,nɐ
কী,ki,কিয়া,kɪʲɐ
করবো,kɔrɔbo,কইত্তাম,ko͡ɪ̯t̪t̪ɐm
তোমার,t̪omarɔ,আন্নের,ɐnneɾ
সব,s̪ɔbɔ,সব,ʃɔb
কথা,kɔt̪ʰa,কথা,kɔt̪ʰɐ
ঠিক,tʰikɔ,ঠিক,tʰɪk
আছে,at͡ɕʰe,আছে,ɐcʰe
আমি,ami,আই,ɐ͡ɪ̯
ভালো,b̤al̪o,ভালা,bʱɐlɐ
ছেলে,t͡ɕʰel̪e,পোলা,polɐ
বিয়ের,bie̯erɔ,বিয়ার,bɪʲɐɾ
জন্য,d͡ʑɔn̪d͡zɔ,লাই,lɐ͡ɪ̯
আব্বা,abba,আব্বা,ɐbbɐ
আমার,amarɔ,আর,ɐɾ
মেয়ে,mee̯e,মাইয়া,mɐ͡ɪ̯ʲɐ
খুজতাসে,kʰud͡ʑt̪as̪e,খুঁজের,kʰũɟeɾ
আম্মা,amma,আম্মা,ɐmmɐ
আমাকে,amake,আরে,ɐɾe
গতকাল,ɡɔt̪ɔkal̪ɔ,কাইলগা,kɐ͡ɪ̯lgɐ
একটা,ekta,একটা,ɛktɐ
ছেলের,t͡ɕʰel̪erɔ,পোলার,polɐɾ
সাথে,s̪at̪ʰe,লোগে,loge
দেখা,d̪ekʰa,দেয়া,d̪eʲɐ
করতে,kɔrɔt̪e,কইরতে,ko͡ɪ̯ɾt̪e
বলেছিলও,bɔl̪et͡ɕʰil̪o,কৈসিলো,ko͡ɪ̯sɪlo
ছেলেটিকে,t͡ɕʰel̪etike,পোলাডারে,polɐdɐɾe
আমার,amarɔ,আর,ɐɾ
ভাল,b̤al̪ɔ,ভালা,bʱɐlɐ
লেগেছে,l̪eɡet͡ɕʰe,লাগসে,lɐgʃe
ছেলেটি,t͡ɕʰel̪eti,পোলাডা,polɐdɐ
হয়ত,he̯ɔt̪ɔ,হয়তো,hɔʲt̪o
অন্য,on̪d͡zɔ,আরেকটা,ɐɾektɐ
কোনও,kon̪o,মাইয়ারে,mɐ͡ɪ̯ʲɐɾe
মেয়েকে,mee̯eke,ভালোবাসে,bʱɐlobɐʃe
মেয়েটি,mee̯eti,মাইয়াটার,mɐ͡ɪ̯ʲɐtɐɾ
ছেলেটার,t͡ɕʰel̪etarɔ,লাইগা,lɐ͡ɪ̯gɐ
অপেক্ষায়,opekʂae̯ɔ,পোলাডা,polɐdɐ
থাকে,t̪ʰake,সব,ʃɔb
ছেলেটি,t͡ɕʰel̪eti,পোলাডা,polɐdɐ
কেন,ken̪ɔ,কিল্লাই,kɪllɐ͡ɪ̯
যে,d͡ze,যে,ɟe
মেয়েটার,mee̯etarɔ,মাইয়াডার,mɐ͡ɪ̯ʲɐdɐɾ
মনের,mɔn̪erɔ,মনের,moneɾ
কথা,kɔt̪ʰa,কথা,kɔt̪ʰɐ
বুঝে,bud͡ʑ̤e,বুঝতে,buɟʱt̪e
না,n̪a,পারে,pɐɾe
মেয়েটি,mee̯eti,মাইয়া,mɐ͡ɪ̯ʲɐ
হয়ত,he̯ɔt̪ɔ,বুজ্জে,buɟɟe
ছেলেটাকে,t͡ɕʰel̪etake,যে,ɟe
তাঁর,t̪ɔ̃rɔ,পোলাডা,polɐdɐ
মনের,mɔn̪erɔ,হিগার,hɪgɐɾ
কথা,kɔt̪ʰa,মনের,moneɾ
ভাল,b̤al̪ɔ,কথা,kɔt̪ʰɐ
ভাবে,b̤abe,ভালা,bʱɐlɐ
বুঝাতে,bud͡ʑ̤at̪e,করি,koɾɪ
পারেনাই,paren̪ai,বুঝে,buɟʱe
হয়ত,he̯ɔt̪ɔ,একদিন,ɛkd̪ɪn
কোন,kon̪ɔ,না,nɐ
একদিন,ekd̪in̪ɔ,একদিন,ɛkd̪ɪn
ছেলেটি,t͡ɕʰel̪eti,মাইয়া,mɐ͡ɪ̯ʲɐ
মেয়েটাকে,mee̯etake,ইগা,ɪgɐ
ভালবাসবে,b̤al̪bas̪ɔbe,পোলাগোরে,polɐgoɾe
তুমি,t̪umi,তুই,t̪u͡ɪ̯
আমাকে,amake,আরে,ɐɾe
দয়া,d̪e̯a,দোহাই,d̪ohɐ͡ɪ̯
করে,kɔre,লাগে,lɐge
আর,arɔ,আর,ɐɾ
বিরক্ত,birɔkt̪ɔ,জলাইস,ɟɔlɐ͡ɪ̯ʃ
করো,kɔro,না,nɐ
সে,s̪e,হেতে,het̪e
তাকে,t̪ake,ইগারে,ɪgɐɾe
অনেক,on̪ekɔ,মেলা,mɛlɐ
বিরক্ত,birɔkt̪ɔ,তেক্ত,t̪ekt̪o
করে,kɔre,করে,koɾe
তাকে,t̪ake,হেতন,hɛt̪on
নিয়ে,n̪ie̯e,রে,ɾe
আমি,ami,লই,lɔ͡ɪ̯
আমার,amarɔ,আই,ɐ͡ɪ̯
গ্রামের,ɡɔramerɔ,আড়,ɐɽo
বাড়িতে,baɽit̪e,গেরামের,geɾɐmeɾ
ঘুরতে,̤ɡ̤urt̪e,বাইত,bɐ͡ɪ̯t̪o
যেতে,d͡zet̪e,যামু,ɟɐmu
এইবার,eibarɔ,এবার,ebɐɾ
ছুটিতে,t͡ɕʰutit̪e,ছুডি,cʰudɪ
সিলেট,s̪il̪etɔ,সিলোট,sɪlot
ঘুরতে,̤ɡ̤urt̪e,গুইত্যাম,gu͡ɪ̯t̪t̪ɐm
যাব,d͡zab,জাইয়ুম,ɟɐ͡ɪ̯ʲum
আমি,ami,আই,ɐ͡ɪ̯
যাকে,d͡zake,যারে,ɟɐɾe
ভালবাসি,b̤al̪bas̪i,বালাবাশি,bɐlɐbɐʃɪ
সে,s̪e,হেতে,het̪e
সিলেটে,s̪il̪ete,শিলোট,ʃɪlot
থাকে,t̪ʰake,থায়,t̪ʰɐe̯
আমার,amarɔ,য়ার,ʲɐɾ
এখন,ekʰɔn̪ɔ,অন,ɔn
বইটা,bita,বই,bo͡ɪ̯
লাগবে,l̪aɡbe,লাইগদো,lɐ͡ɪ̯gd̪o
নাহ,n̪ahɔ,নও,nɔ͡o̯
তুমি,t̪umi,তুই,t̪u͡ɪ̯
কি,ki,কি,kɪ
এই,ei,এই,e͡ɪ̯
বইটি,biti,বই,bo͡ɪ̯
পড়তে,pɔɽɔt̪e,হইটটে,ho͡ɪ̯tte
চাও,t͡ɕao,ছাস?,cʰɐʃ?
সে,s̪e,হেতে,het̪e
কি,ki,কি,kɪ
এই,ei,এই,e͡ɪ̯
বইটি,biti,বই,bo͡ɪ̯
পড়তে,pɔɽɔt̪e,হইটটে,ho͡ɪ̯tte
চায়,t͡ɕae̯ɔ,চায়?,cɐe̯?
আপনি,apn̪i,আন্নে,ɐnne
কি,ki,কি,kɪ
এই,ei,এই,e͡ɪ̯
বইটি,biti,বই,bo͡ɪ̯
পড়তে,pɔɽɔt̪e,হইটটে,ho͡ɪ̯tte
চান,t͡ɕan̪ɔ,চান?,cɐn?
আমার,amarɔ,য়ার,ʲɐɾ
বই,bi,বই,bo͡ɪ̯
পরতে,pɔrɔt̪e,হইটটে,ho͡ɪ̯tte
অনেক,on̪ekɔ,বালা,bɐlɐ
ভাল,b̤al̪ɔ,লাগে,lɐge
তোমার,t̪omarɔ,তোর,t̪oɾ
আমাকে,amake,য়ারে,ʷɐɾe
চিনতে,t͡ɕin̪t̪e,চিনোন,cɪnon
হবে,hɔbe,লাইগদ,lɐ͡ɪ̯gɔd̪
না,n̪a,ন,n
অনেক,on̪ekɔ,মেলা,mɛlɐ
রাত,rat̪ɔ,রাইত,ɾɐ͡ɪ̯t̪o
হয়েছে,he̯et͡ɕʰe,অই,ɔ͡ɪ̯
এখন,ekʰɔn̪ɔ,গেছে,gecʰe
ঘুমিয়ে,̤ɡ̤umie̯e,অন,ɔn
যাও,d͡zao,ঘুমাই,gʱumɐ͡ɪ̯
তোমাকে,t̪omake,তোরে,t̪oɾe
পড়ালেখা,pɔɽal̪ekʰa,অনেক,ɔnek
করতে,kɔrɔt̪e,হরালেয়া,hɔɾɐleʲɐ
হবে,hɔbe,কইত্তে,ko͡ɪ̯t̪t̪e
তোমার,t̪omarɔ,তোর,t̪oɾ
পড়ালেখা,pɔɽal̪ekʰa,হরালেয়া,hɔɾɐleʲɐ
করতে,kɔrɔt̪e,কইত্তে,ko͡ɪ̯t̪t̪e
ভাল,b̤al̪ɔ,ভালা,bʱɐlɐ
লাগে,l̪aɡe,লাগে,lɐge
না?,n̪a?,না?,nɐ?
আমাকে,amake,আর,ɐɾ
পড়ালেখা,pɔɽal̪ekʰa,হরালেয়া,hɔɾɐleʲɐ
করতে,kɔrɔt̪e,কইত্তে,ko͡ɪ̯t̪t̪e
হবে,hɔbe,অইবো,ɔ͡ɪ̯bo
সে,s̪e,হেতে/,het̪e/
অনেক,on̪ekɔ,হেতি,het̪ɪ
ভালো,b̤al̪o,অনেক,ɔnek
রান্না,ran̪n̪a,ভালো,bʱɐlo
করে,kɔre,রান্দে,ɾɐnd̪e
আমি,ami,আই,ɐ͡ɪ̯
একটি,ekti,এককান,ɛkkɐn
বিদ্যালয়,bid̪d͡zal̪e̯ɔ,স্কুলে,skule
পড়ালেখা,pɔɽal̪ekʰa,হড়ালেয়া,hɔɽɐleʲɐ
করি,kɔri,করি,koɾɪ
আমার,amarɔ,আর,ɐɾ
ছোট,t͡ɕʰotɔ,ছোড,cʰod
বোন,bon̪ɔ,বইন,bo͡ɪ̯n
একটি,ekti,এককান,ɛkkɐn
বিদ্যালয়ে,bid̪d͡zal̪e̯e,স্কুলে,skule
পড়ে,pɔɽe,হড়,hɔɽ
আমার,amarɔ,আর,ɐɾ
ছোট,t͡ɕʰotɔ,ছোড,cʰod
ভাই,b̤ai,ভাই,bʱɐ͡ɪ̯
একটি,ekti,এককান,ɛkkɐn
বিদ্যালয়ে,bid̪d͡zal̪e̯e,স্কুলে,skule
পড়ালেখা,pɔɽal̪ekʰa,হড়ালেয়া,hɔɽɐleʲɐ
করে,kɔre,করে,koɾe
আমার,amarɔ,আর,ɐɾ
বিদ্যালয়ে,bid̪d͡zal̪e̯e,স্কুলে,skule
যেতে,d͡zet̪e,যাইতো,ɟɐ͡ɪ̯t̪o
ভাল,b̤al̪ɔ,ভালা,bʱɐlɐ
লাগে,l̪aɡe,লাগে,lɐge
না,n̪a,না,nɐ
আমার,amarɔ,আর,ɐɾ
বিয়ের,bie̯erɔ,বিয়ার,bɪʲɐɾ
বয়স,be̯ɔs̪ɔ,বয়স,bɔʲoʃ
পার,parɔ,হার,hɐɾ
হয়ে,he̯e,অই,ɔ͡ɪ̯
যাচ্ছে,d͡zat͡ɕt͡ɕʰe,যার,ɟɐɾ
আহারে,ahare,আহাইরে,ɐhɐ͡ɪ̯ɾe
তোমার,t̪omarɔ,তোওর,t̪o͡o̯ɾ
মনে,mɔn̪e,মনে,mone
কতো,kɔt̪o,কত,kɔt̪o
দুঃখ,d̪uঃkʰɔ,বেদনা,bed̪onɐ
আমি,ami,আই,ɐ͡ɪ̯
ঘুমাতে,̤ɡ̤umat̪e,ঘুমাইতাম,gʱumɐ͡ɪ̯t̪ɐm
যাবো,d͡zabo,যাইয়ুম,ɟɐ͡ɪ̯ʲum
আমি,ami,আই,ɐ͡ɪ̯
নাচতে,n̪at͡ɕt̪e,নাইচতাম,nɐ͡ɪ̯ct̪ɐm
পারি,pari,হারি,hɐɾɪ
আমি,ami,আই,ɐ͡ɪ̯
সাঁতার,s̪ɔ̃t̪arɔ,হাফুরকাইটতাম,hɐpʰuɾkɐ͡ɪ̯tt̪ɐm
কাটতে,katt̪e,হছন্দ,hɔcʰond̪o
পছন্দ,pɔt͡ɕʰɔn̪d̪ɔ,করি,koɾɪ
আমি,ami,আই,ɐ͡ɪ̯
তোমার,t̪omarɔ,তোওর,t̪o͡o̯ɾ
বাসায়,bas̪ae̯ɔ,বাসাত,bɐʃɐt̪
ঘুরতে,̤ɡ̤urt̪e,ঘুইরতাম,gʱu͡ɪ̯ɾot̪ɐm
আসবো,as̪bo,আমু,ɐmu
সে,s̪e,হেতে,het̪e
তার,t̪arɔ,হেতার,het̪ɐɾ
গ্রামের,ɡɔramerɔ,গেরামের,geɾɐmeɾ
বাড়িতে,baɽit̪e,বাইত,bɐ͡ɪ̯t̪o
ঘুরতে,̤ɡ̤urt̪e,ঘুইরতো,gʱu͡ɪ̯ɾot̪o
গিয়েছে,ɡie̯et͡ɕʰe,গেছে,gecʰe
আমার,amarɔ,আর,ɐɾ
বন্ধু,bɔn̪d̪̤u,বন্দু,bond̪u
মানসিক,man̪s̪ikɔ,মানষিকভাবে,mɐnoʃɪkbʱɐbe
ভাবে,b̤abe,দুর্বল,d̪uɾbol
এমন,emɔn̪ɔ,এইক্কান,e͡ɪ̯kkɐn
অবস্থায়,obɔs̪t̪ʰae̯ɔ,অবস্তাত,ɔbost̪ɐt̪
তার,t̪arɔ,হেতার,het̪ɐɾ
কি,ki,কি,kɪ
করা,kɔra,করন,kɔɾon
উচিত,ut͡ɕit̪ɔ,উচিত,ucɪt̪
আমার,amarɔ,আর,ɐɾ
দুইটি,d̪uiti,দুইআন,d̪u͡ɪ̯ɐn
বাবু,babu,লেদা,led̪ɐ
আছে,at͡ɕʰe,বাইচ্চা,bɐ͡ɪ̯ccɐ
আমার,amarɔ,আর,ɐɾ
স্বামীকে,s̪bamike,জামাইরে,ɟɐmɐ͡ɪ̯ɾe
আমি,ami,আই,ɐ͡ɪ̯
খুব,kʰubɔ,অনেক,ɔnek
ভালোবাসি,b̤al̪obas̪i,ভালোবাসি,bʱɐlobɐʃɪ
অনেক,on̪ekɔ,মেলাদিন,mɛlɐd̪ɪn
দিন,d̪in̪ɔ,হর,hɔɾ
পর,pɔrɔ,আন্নের,ɐnneɾ
আপনার,apn̪arɔ,লগে,lɔge
সাথে,s̪at̪ʰe,দেয়া,d̪eʲɐ
আপনি,apn̪i,আন্নে,ɐnne
কেমন,kemɔn̪ɔ,কেইক্কান,ke͡ɪ̯kkɐn
আছেন,at͡ɕʰen̪ɔ,আছেন,ɐcʰen
আপনার,apn̪arɔ,আন্নের,ɐnneɾ
কি,ki,কি,kɪ
আমার,amarɔ,আর,ɐɾ
কথা,kɔt̪ʰa,কতা,kɔt̪ɐ
মনে,mɔn̪e,মনে,mone
আছে,at͡ɕʰe,আছে,ɐcʰe
এখনও,ekʰn̪o,নি,nɪ
?,?,অনো,ɔno
আমার,amarɔ,আর,ɐɾ
পড়ালেখা,pɔɽal̪ekʰa,হরালেয়া,hɔɾɐleʲɐ
করতে,kɔrɔt̪e,কইত্তে,ko͡ɪ̯t̪t̪e
ভালো,b̤al̪o,ভালা,bʱɐlɐ
লাগে,l̪aɡe,লাগে,lɐge
নাহ,n̪ahɔ,না,nɐ
আমার,amarɔ,আর,ɐɾ
বিদেশে,bid̪eɕe,স্বপ্ন,ʃɔpno
গিয়ে,ɡie̯e,বিদেশ,bɪd̪eʃ
পড়ালেখা,pɔɽal̪ekʰa,যাই,ɟɐ͡ɪ̯
করার,kɔrarɔ,হরালেয়া,hɔɾɐleʲɐ
স্বপ্ন,s̪bɔpn̪ɔ,করুম,koɾum
আপনার,apn̪arɔ,আন্নের,ɐnneɾ
সাথে,s̪at̪ʰe,লগে,lɔge
কথা,kɔt̪ʰa,কতা,kɔt̪ɐ
বলে,bɔl̪e,কই,ko͡ɪ̯
অনেক,on̪ekɔ,অনেক,ɔnek
ভালো,b̤al̪o,ভালা,bʱɐlɐ
লাগলো,l̪aɡl̪o,লাইগছে,lɐ͡ɪ̯gcʰe
অনেকে,on̪eke,মেলা,mɛlɐ
বলে,bɔl̪e,মাইনষে,mɐ͡ɪ̯nʃe
প্রেম,premɔ,কয়,kɔe̯
করলে,kɔrɔl̪e,প্রেম,pɾem
মানুষ,man̪uʂɔ,কইরলে,ko͡ɪ̯ɾle
বোকা,boka,মানুষ,mɐnuʃ
হয়,he̯ɔ,বেকুক,bekuk
অনেকে,on̪eke,অনেকে,ɔneke
আরো,aro,এটাও,etɐ͡o̯
বলে,bɔl̪e,কয়,kɔe̯
যে,d͡ze,বিয়া,bɪʲɐ
বিয়ে,bie̯e,কইরলে,ko͡ɪ̯ɾle
করলে,kɔrɔl̪e,বলে,bole
মানুষ,man̪uʂɔ,মানুষ,mɐnuʃ
নাকি,n̪aki,গাদা,gɐd̪ɐ
গাধা,ɡad̪̤a,অয়,ɔe̯
একজন,ekɔd͡ʑɔn̪ɔ,এগগা,ɛggɐ
লোক,l̪okɔ,মানুষ,mɐnuʃ
মারা,mara,মরি,moɾɪ
গেছেন,ɡet͡ɕʰen̪,গেছে,gecʰe
তুমি,t̪umi,তুই,t̪u͡ɪ̯
এত,et̪ɔ,এত,ɛt̪o
গরীব,ɡɔribɔ,হইনি,ho͡ɪ̯nɪ
আগে,aɡe,আগে,ɐge
কেন,ken̪ɔ,কিল্লাই,kɪllɐ͡ɪ̯
বলোনি,bɔl̪on̪i,কসসো,kɔʃoʃo
আমি,ami,আই,ɐ͡ɪ̯
আগেই,aɡei,আগেই,ɐge͡ɪ̯
বলেছি,bɔl̪et͡ɕʰi,কইছি,ko͡ɪ̯cʰɪ
তুমি,t̪umi,তুউই,t̪u͡u̯ɪ
ছাড়া,t͡ɕʰaɽa,ছাড়া,cʰɐɽɐ
এই,ei,আর,ɐɾ
পৃথিবীতে,pɽit̪ʰibit̪e,এই,e͡ɪ̯
আমার,amarɔ,হিতিবিতে,hɪt̪ɪbɪt̪e
আর,arɔ,আর,ɐɾ
কিছুই,kit͡ɕʰui,কিছু,kɪcʰu
নাই,n̪ai,নাই,nɐ͡ɪ̯
মনের,mɔn̪erɔ,মনের,moneɾ
ভালোবাসা,b̤al̪obas̪a,ভালোবাসা,bʱɐlobɐʃɐ
চিরদিন,t͡ɕird̪in̪ɔ,আজীবন,ɐɟɪbɔn
থেকে,t̪ʰeke,থাইকব,t̪ʰɐ͡ɪ̯kɔbo
জীবন,d͡ʑibɔn̪ɔ,জীবন,zɪbɔn
হলো,hɔl̪o,অইচে,ɔ͡ɪ̯ce
বাঁচার,bɔ̃t͡ɕarɔ,বাইচবার,bɐ͡ɪ̯cbɐɾ
জন্য,d͡ʑɔn̪d͡zɔ,লাই,lɐ͡ɪ̯
মন,mɔn̪ɔ,মন,mon
হলো,hɔl̪o,অইছে,e͡ɪ̯cʰe
দেবার,d̪ebarɔ,দিবার,d̪ɪbɐɾ
জন্য,d͡ʑɔn̪d͡zɔ,লাই,lɐ͡ɪ̯
ভালবাসা,b̤al̪bas̪a,ভালোবাসা,bʱɐlobɐʃɐ
হলো,hɔl̪o,অইছে,e͡ɪ̯cʰe
সারা,s̪ara,সারাজীবন,ʃɐɾɐɟɪbɔn
জীবন,d͡ʑibɔn̪ɔ,পাশে,pɐʃe
পাশে,paɕe,থাইকবার,t̪ʰɐ͡ɪ̯kbɐɾ
থাকার,t̪ʰakarɔ,লাই,lɐ͡ɪ̯
আমি,ami,আই,ɐ͡ɪ̯
কিছু,kit͡ɕʰu,কিছু,kɪcʰu
ভাবতে,b̤abt̪e,ভাগবতাম,bʱɐgbot̪ɐm
পারিনা,parin̪a,হারিনা,hɐɾɪnɐ
তোমায়,t̪omae̯ɔ,তোয়ারে,t̪oʷɐɾe
ছাড়া,t͡ɕʰaɽa,ছাড়া,cʰɐɽɐ
আমি,ami,আই,ɐ͡ɪ̯
কিছু,kit͡ɕʰu,কিছু,kɪcʰu
লিখতে,l̪ikʰt̪e,লিকতাম,lɪkt̪ɐm
পারিনা,parin̪a,হারিনা,hɐɾɪnɐ
তোমার,t̪omarɔ,তোয়ার,t̪oʷɐɾ
নাম,n̪amɔ,নাম,nɐm
ছাড়া,t͡ɕʰaɽa,ছাড়া,cʰɐɽɐ
আমি,ami,আই,ɐ͡ɪ̯
কিছু,kit͡ɕʰu,কিছু,kɪcʰu
বুঝতে,bud͡ʑ̤t̪e,বুইজদাম,bu͡ɪ̯ɟd̪ɐm
চাইনা,t͡ɕain̪a,চাইনা,cɐ͡ɪ̯nɐ
তোমায়,t̪omae̯ɔ,তোয়ারে,t̪oʷɐɾe
ছাড়া,t͡ɕʰaɽa,ছাড়া,cʰɐɽɐ
ভালবাসায়,b̤al̪bas̪ae̯ɔ,ভালোবাসা,bʱɐlobɐʃɐ
এমন,emɔn̪ɔ,এইক্কান,e͡ɪ̯kkɐn
কেন,ken̪ɔ,কিল্লাই,kɪllɐ͡ɪ̯
হয়?,he̯ɔ?,হয়,hɔe̯
যখন,d͡zɔkʰɔn̪ɔ,যেত্তে,ɟet̪t̪e
ছেলে,t͡ɕʰel̪e,হোলা,holɐ
বুঝে,bud͡ʑ̤e,বুঝে,buɟʱe
তখন,t̪ɔkʰɔn̪ɔ,হেইত্তে,he͡ɪ̯t̪t̪e
মেয়ে,mee̯e,মাইয়া,mɐ͡ɪ̯ʲɐ
বুঝেনা,bud͡ʑ̤en̪a,বুঝে,buɟʱe
ভালোবাসি,b̤al̪obas̪i,ভালাবাশি,bʱɐlɐbɐʃɪ
তোমাকে,t̪omake,তোমাকে,t̪omɐke
বলা,bɔl̪a,বলা,bɔlɐ
বাকি,baki,বাকি,bɐkɪ
আমার,amarɔ,আমার,ɐmɐɾ
খুব,kʰubɔ,মেলা,mɛlɐ
গরম,ɡɔrɔmɔ,গরম,gɔɾom
লাগছে,l̪aɡt͡ɕʰe,লাগের,lɐgeɾ
তোমার,t̪omarɔ,তোমার,t̪omɐɾ
কি,ki,গরম,gɔɾom
গরম,ɡɔrɔmɔ,লাগের,lɐgeɾ
লাগছে,l̪aɡt͡ɕʰe,নি?,nɪ?
আপনার,apn̪arɔ,আন্নের,ɐnneɾ
কি,ki,কি,kɪ
গরম,ɡɔrɔmɔ,গরম,gɔɾom
লাগছে?,l̪aɡt͡ɕʰe?,লাগেনি?,lɐgenɪ?
আপনি,apn̪i,আন্নে,ɐnne
কি,ki,কি,kɪ
আমাকে,amake,আরে,ɐɾe
ভালবাসেন?,b̤al̪bas̪en̪ɔ?,ভালা,vɐlɐ
তোমার,t̪omarɔ,তোয়ার,t̪oʷɐɾ
জন্য,d͡ʑɔn̪d͡zɔ,লাই,lɐ͡ɪ̯
মনে,mɔn̪e,মনের,moneɾ
আমার,amarɔ,ভিত্তে,bʱɪt̪t̪e
অফুরন্ত,oɸurɔn̪t̪ɔ,অফুরন্থ,ɔpʰuɾont̪ʰo
আশা,aɕa,আশা,ɐʃɐ
সারা,s̪ara,সারাজীবন,ʃɐɾɐɟɪbɔn
জীবন,d͡ʑibɔn̪ɔ,হাইতাম,hɐ͡ɪ̯t̪ɐm
পেতে,pet̪e,চাই,cɐ͡ɪ̯
চাই,t͡ɕai,তোমার,t̪omɐɾ
তোমার,t̪omarɔ,ভালোবাসা,bʱɐlobɐʃɐ
হারিয়ে,harie̯e,আরাই,ɐɾɐ͡ɪ̯
যেতে,d͡zet̪e,যাইতাম,ɟɐ͡ɪ̯t̪ɐm
ইচ্ছে,it͡ɕt͡ɕʰe,ইচ্ছা,ɪccʰɐ
