bangla_speech_word,bangla_speech_ipa,regional_word,regional_ipa
থাকে,t̪ʰake,থাহে,t̪ʰɐhe
তোমার,t̪omarɔ,তোমার,t̪omɐɾ
জন্য,d͡ʑɔn̪d͡zɔ,লইজ্ঞা,lo͡ɪ̯ggɐ
এত,et̪ɔ,এত,ɛt̪o
কিছু,kit͡ɕʰu,কিছু,kɪcʰu
করেও,kɔreo,কইররাও,ko͡ɪ̯ɾɾɐ͡o̯
কোন,kon̪ɔ,কোন,kon
লাভ,l̪ab̤ɔ,লাভ,lɐbʱ
হলো,hɔl̪o,হইলো,ho͡ɪ̯lo
না,n̪a,না,nɐ
আপনি,apn̪i,আমনে,ɐmone
আমাকে,amake,মোরে,moɾe
আর,arɔ,আর,ɐɾ
কত,kɔt̪ɔ,কত,kɔt̪o
অবাক,obakɔ,অবাক,ɔbɐk
করবেন,kɔrɔben̪,করবেন?,koɾben?
আপনি,apn̪i,আমনে,ɐmone
একটু,ektu,একটু,ektu
কম,kɔmɔ,কম,kɔm
চাপাবাজি,t͡ɕapabad͡ʑi,চাডামি,cɐdɐmɪ
করেন,kɔren̪,করেন,kɔɾen
আজকে,ad͡ʑke,আইজগো,ɐ͡ɪ̯ɟgo
আমার,amarɔ,মোর,moɾ
ছোট,t͡ɕʰotɔ,ছোডো,cʰodo
বোন,bon̪ɔ,বুইন,bu͡ɪ̯n
রান্না,ran̪n̪a,রানছে,ɾɐncʰe
খাবারে,kʰabare,খাওনে,kʰɐ͡o̯ne
লবণ,l̪ɔbɔnɔ,নুন,nun
একটু,ektu,এট্টু,ettu
বেশী,beɕi,বেশি,beʃɪ
হয়ে,he̯e,হইয়া,ho͡ɪ̯ʲɐ
গেসে,ɡes̪e,গ্যাছে,gɛcʰe
খাবারে,kʰabare,খাওনে,kʰɐ͡o̯ne
লবণ,l̪ɔbɔnɔ,নুন,nun
কম,kɔmɔ,কম,kɔm
হলে,hɔl̪e,হইলে,ho͡ɪ̯le
আরো,aro,আরো,ɐɾo
ভালো,b̤al̪o,ভালো,bʱɐlo
লাগতো,l̪aɡt̪o,লাগতে,lɐgt̪e
আজকে,ad͡ʑke,আইজগো,ɐ͡ɪ̯ɟgo
আমি,ami,মুই,mu͡ɪ̯
বাহিরে,bahire,বাইরে,bɐ͡ɪ̯ɾe
যাবোই,d͡zaboi,যামুই,ɟɐmu͡ɪ̯
আপনি,apn̪i,আমনে,ɐmone
একা,eka,একলা,ɛklɐ
বাহিরে,bahire,বায়রায়,bɐʲɾɐe̯
ঘুরতে,̤ɡ̤urt̪e,ঘোরতে,gʱoɾt̪e
যান,d͡zan̪,যান,ɟɐn
আমি,ami,মুই,mu͡ɪ̯
খুব,kʰubɔ,বেমালা,bemɐlɐ
জোস,d͡ʑos̪ɔ,জোস,ɟoʃ
মেকআপ,mekapɔ,মেকাপ,mt̪kɐp
করি,kɔri,করি,koɾɪ
তুমি,t̪umi,তুমি,t̪umɪ
একদমই,ekɔd̪ɔmi,এককালে,ɛkkɐle
না,n̪a,না,nɐ
বুঝে,bud͡ʑ̤e,বুইজঝা,bu͡ɪ̯ɟɟʱɐ
বেশী,beɕi,বেশি,beʃɪ
কথা,kɔt̪ʰa,কথা,kɔt̪ʰɐ
বলো,bɔl̪o,কও,kɔ͡o̯
আপনাকে,apn̪ake,আমনেরে,ɐmoneɾe
কিছু,kit͡ɕʰu,কিছু,kɪcʰu
বলা,bɔl̪a,কওয়া,koʷɐ
লাগে,l̪aɡe,লাগেনা,lɐgenɐ
না,n̪a,আমনে,ɐmone
",",",",এমনেই,ɛmone͡ɪ̯
আপনি,apn̪i,মোর,moɾ
এমনিতেই,emn̪it̪ei,মনের,moneɾ
আমার,amarɔ,কথা,kɔt̪ʰɐ
মনের,mɔn̪erɔ,বুইজঝা,bu͡ɪ̯ɟɟʱɐ
কথা,kɔt̪ʰa,যান,ɟɐn
তোমার,t̪omarɔ,তোমার,t̪omɐɾ
চোখ,t͡ɕokʰɔ,চক্ষু,cokkʰu
থাকে,t̪ʰake,থাহে,t̪ʰɐhe
অন্য,on̪d͡zɔ,অন্য,ɔnno
মেয়েদের,mee̯ed̪erɔ,মাইয়াগো,mɐ͡ɪ̯ʲɐgo
দিকে,d̪ike,দিকে,d̪ɪke
তোমার,t̪omarɔ,তোমার,t̪omɐɾ
বিবাহিত,bibahit̪ɔ,বিয়াইত্যা,bɪʲɐ͡ɪ̯t̪t̪ɐ
জীবন,d͡ʑibɔn̪ɔ,জীবন,ɟɪbɔn
সুখের,s̪ukʰerɔ,সুখের,ʃukʰeɾ
হোক,hok,হোক,hok
আমাদের,amad̪erɔ,মোগো,mogo
বাসার,bas̪arɔ,বাড়ির,bɐɽɪɾ
দারওয়ান,d̪aroe̯an̪ɔ,চকিদার,cokɪd̪ɐɾ
রাতে,rat̪e,রাইতে,ɾɐ͡ɪ̯t̪e
মদ,mɔd̪ɔ,মদ,mɔd̪
খায়,kʰae̯,খায়,kʰɐe̯
আমার,amarɔ,মোর,moɾ
স্বামী,s̪bami,জামাই,ɟɐmɐ͡ɪ̯
রাতে,rat̪e,রাইতে,ɾɐ͡ɪ̯t̪e
বন্ধুদের,bɔn̪d̪̤ud̪erɔ,দোস্তগো,d̪ost̪ogo
সাথে,s̪at̪ʰe,লগে,lɔge
আড্ডা,adda,আড্ডা,ɐddɐ
দেয়,d̪ee̯,দেয়,d̪ee̯
আমি,ami,মুই,mu͡ɪ̯
আর,arɔ,আর,ɐɾ
আমার,amarɔ,মোর,moɾ
আব্বু,abbu,আব্বায়,ɐbbɐe̯
বিয়ে,bie̯e,বিয়া,bɪʲɐ
বাড়িতে,baɽit̪e,বাড়ি,bɐɽɪ
যাচ্ছি,d͡zat͡ɕt͡ɕʰi,যাইতেয়াছি,ɟɐ͡ɪ̯t̪eʲɐcʰɪ
তুমি,t̪umi,তুমি,t̪umɪ
আমার,amarɔ,মোর,moɾ
কাছে,kat͡ɕʰe,ধারে,d̪ʱɐɾe
ধরা,d̪̤ɔra,ধরা,d̪ʱɔɾɐ
পড়ার,pɔɽarɔ,পরার,pɔɾɐɾ
পরেও,pɔreo,পরেও,pɔɾe͡o̯
পরকীয়া,pɔrɔkie̯a,পরকীয়া,pɔɾkɪʲɐ
করার,kɔrarɔ,করার,kɔɾɐɾ
কথা,kɔt̪ʰa,কথা,kɔt̪ʰɐ
স্বীকার,s̪bikarɔ,স্বীকার,ʃɪkɐɾ
করছ,kɔrɔt͡ɕʰɔ,করতেয়াছো,koɾt̪eʲɐ
একটা,ekta,এউক্কা,ɛ͡u̯kkɐ
বিবাহিত,bibahit̪ɔ,বিয়াইত্যা,bɪʲɐ͡ɪ̯t̪t̪ɐ
মহিলা,mɔhil̪a,মাতারি,mɐt̪ɐɾɪ
রাস্তা,ras̪t̪a,রাস্তা,ɾɐst̪ɐ
দিয়ে,d̪ie̯e,দিয়া,d̪ɪʲɐ
হেতে,het̪e,হাইট্টা,hɐ͡ɪ̯ttɐ
যাচ্ছে,d͡zat͡ɕt͡ɕʰe,যাইতেয়াছে,ɟɐ͡ɪ̯t̪eʲɐcʰe
আমার,amarɔ,মোর,moɾ
আম্মু,ammu,মায়,mɐe̯
পড়াশোনার,pɔɽaɕon̪arɔ,পড়াল্যাহার,pɔɽɐlɛhɐɾ
খরচ,kʰɔrɔt͡ɕɔ,খরচ,kʰɔɾoc
দিতে,d̪it̪e,দেতে,d̪et̪e
চায়,t͡ɕae̯ɔ,চায়,cɐe̯
না,n̪a,না,nɐ
আমার,amarɔ,মোর,moɾ
মা,ma,মায়,mɐe̯
অনেক,on̪ekɔ,বেমালা,bemɐlɐ
কষ্ট,kɔʂtɔ,কষ্ট,koʃto
করে,kɔre,কইররা,ko͡ɪ̯ɾɾɐ
আমাদের,amad̪erɔ,মোগো,mogo
বড়,bɔɽɔ,বড়,bɔɽo
করেছেন,kɔret͡ɕʰen̪,করছে,koɾcʰe
তোমার,t̪omarɔ,তোমার,t̪omɐɾ
ছোট,t͡ɕʰotɔ,ছোট,cʰoto
ভাই,b̤ai,ভাই,bʱɐ͡ɪ̯
আগে,aɡe,আগে,ɐge
নেশায়,n̪eɕae̯ɔ,নেশায়,neʃɐe̯
আসক্ত,as̪ɔkt̪ɔ,আসক্ত,ɐʃkt̪o
ছিল,t͡ɕʰil̪,আল্লেহ,ɐlleh
ছেলেটি,t͡ɕʰel̪eti,পোলাডা,polɐdɐ
সারাদিন,s̪arad̪in̪ɔ,হারাদিন,hɐɾɐd̪ɪn
বাহিরে,bahire,বায়রায়,bɐʲɾɐe̯
থাকে,t̪ʰake,থাহে,t̪ʰɐhe
আমার,amarɔ,মোর,moɾ
ফুফু,ɸuɸu,হুবু,hubu
চাচারাও,t͡ɕat͡ɕarao,চাচারাও,cɐcɐɾɐ͡o̯
আমাকে,amake,মোরে,moɾe
অনেক,on̪ekɔ,বেমালা,bemɐlɐ
ভালবাসে,b̤al̪bas̪e,ভালবাসে,bʱɐlbɐʃe
আমার,amarɔ,মোর,moɾ
আম্মু,ammu,মায়,mɐe̯
আগের,aɡerɔ,আগের,ɐgeɾ
তুলনায়,t̪ul̪n̪ae̯ɔ,চাইয়া,cɐ͡ɪ̯ʲɐ
এখন,ekʰɔn̪ɔ,এহন,ehon
অনেক,on̪ekɔ,বেমালা,bemɐlɐ
ভালো,b̤al̪o,ভালো,bʱɐlo
আছেন,at͡ɕʰen̪,আছে,ɐcʰe
আমি,ami,মুই,mu͡ɪ̯
আর,arɔ,আর,ɐɾ
আমার,amarɔ,মোর,moɾ
ছোট,t͡ɕʰotɔ,ছোডো,cʰodo
বোন,bon̪ɔ,বুইন,bu͡ɪ̯n
আজকে,ad͡ʑke,আইজগো,ɐ͡ɪ̯ɟgo
খালামুনির,kʰal̪amun̪irɔ,খালার,kʰɐlɐɾ
বাসায়,bas̪ae̯ɔ,বাসায়,bɐʃɐe̯
ঘুরতে,̤ɡ̤urt̪e,ঘোরতে,gʱoɾt̪e
যাবো,d͡zabo,যামু,ɟɐmu
আমার,amarɔ,মোর,moɾ
বড়,bɔɽɔ,বড়,bɔɽo
বোন,bon̪ɔ,বুইন,bu͡ɪ̯n
এতো,et̪o,এত,ɛt̪o
সকালে,s̪ɔkal̪e,বেইন্নাহালে,be͡ɪ̯nnɐhɐle
ঘুম,̤ɡ̤umɔ,ঘুমে,gʱume
থেকে,t̪ʰeke,গোনে,gone
উঠতে,utʰt̪e,ওঠতে,otʰt̪e
পারে,pare,পারে,pɐɾe
না,n̪a,না,nɐ
আমার,amarɔ,মোর,moɾ
বড়,bɔɽɔ,বড়,bɔɽo
বোন,bon̪ɔ,বুইন,bu͡ɪ̯n
প্রচন্ড,prɔt͡ɕɔn̪dɔ,বেমালা,bemɐlɐ
অলস,ol̪ɔs̪ɔ,আইলসা,ɐ͡ɪ̯lʃɐ
একটা,ekta,এউক্কা,e͡u̯kkɐ
কাজ,kad͡ʑɔ,কাম,kɐm
সময়মতো,s̪ɔme̯ɔmɔt̪o,সময়মত,ʃɔmɔʲmɔt̪
করতে,kɔrɔt̪e,করতে,koɾt̪e
পারে,pare,পারে,pɐɾe
না,n̪a,না,nɐ
আপনার,apn̪arɔ,আমনের,lɔge
সাথে,s̪at̪ʰe,লগে,moɾ
আমার,amarɔ,মোর,e͡u̯kkɐ
একটা,ekta,এউক্কা,ɟoɾulɪ
জরুরি,d͡ʑɔruri,জরুলি,kɔt̪ʰɐ
কথা,kɔt̪ʰa,কথা,ɐcʰe
সকালে,s̪ɔkal̪e,বেইন্নাহালে,be͡ɪ̯nnɐhɐle
তাড়াতাড়ি,t̪aɽat̪aɽi,জলদি,ɟɔld̪ɪ
উঠে,utʰe,উইঠ্যা,u͡ɪ̯tʰɐ
বাহিরে,bahire,বায়রায়,bɐʲɾɐe̯
একটু,ektu,এট্টু,ettu
হেঁটে,heঁte,হাইট্টা,hɐ͡ɪ̯ttɐ
আসা,as̪a,আওয়া,ɐ͡o̯ʷɐ
খুব,kʰubɔ,বেমালা,bemɐlɐ
উপকারী,upkari,উপকারি,upokɐɾɪ
তুমি,t̪umi,তুমি,t̪umɪ
কি,ki,কি,kɪ
আমটি,amti,আমডা,ɐmdɐ
খেয়েছিলে,kʰee̯et͡ɕʰil̪e,খাইল্লা?,kʰɐ͡ɪ̯llɐ?
বাগানের,baɡan̪erɔ,বাগের,bɐgeɾ
মধ্যে,mɔd̪̤d͡ze,মাঝে,mɐɟʱe
গিয়ে,ɡie̯e,যাইয়া,ɟɐ͡ɪ̯ʲɐ
আমার,amarɔ,মোর,moɾ
ছোট,t͡ɕʰotɔ,ছোডো,cʰodo
ভাই,b̤ai,ভাই,bʱɐ͡ɪ̯
দৌড়াল,d̪owɽal̪,দৌড়াইছে,d̪o͡u̯ɽɐ͡ɪ̯cʰe
আপনি,apn̪i,আমনে,ɐmone
ফুটবল,ɸutɔbɔl̪ɔ,ফুটবল,pʰutbɔl
খেলায়,kʰel̪ae̯ɔ,খ্যালায়,kʰɛlɐe̯
হেরে,here,ঠইজ্ঞা,tʰɔ͡ɪ̯ggɐ
গেলেন,ɡel̪en̪,গ্যালেন,gɛlen
তুমি,t̪umi,তুমি,t̪umɪ
ক্রিকেট,kriketɔ,কিরকেট,kɪɾɔket
খেলায়,kʰel̪ae̯ɔ,খেলায়,kʰelɐe̯
জিতলে,d͡ʑit̪l̪e,জেতলে,ɟet̪le
তুই,t̪ui,তুই,t̪u͡ɪ̯
এখান,ekʰan̪ɔ,এইহানে,e͡ɪ̯hɐne
থেকে,t̪ʰeke,থাইক্কা,t̪ʰɐ͡ɪ̯kkɐ
যা,d͡za,যা,ɟɐ
আপনি,apn̪i,আমনে,ɐmone
আমাকে,amake,মোরে,moɾe
দয়া,d̪e̯a,দয়া,d̪ɔʲɐ
করে,kɔre,কইররা,ko͡ɪ̯ɾɾɐ
বিশ্বাস,biɕbas̪ɔ,বিশ্বাস,bɪʃʃɐʃ
করেন,kɔren̪,করেন,kɔɾen
ছোট,t͡ɕʰotɔ,ছোডো,cʰodo
শিশুটি,ɕiɕuti,গেদুডা,ged̪udɐ
অসুস্থ,os̪us̪t̪ʰɔ,অসুস্থ,ɔʃust̪ʰo
হয়ে,he̯e,হইয়া,ho͡ɪ̯ʲɐ
পরেছে,pɔret͡ɕʰe,পরছে,poɾcʰe
তুমি,t̪umi,তুমি,t̪umɪ
কি,ki,কি,kɪ
আমার,amarɔ,মোর,moɾ
জন্য,d͡ʑɔn̪d͡zɔ,লইজ্ঞা,lo͡ɪ̯ggɐ
অপেক্ষা,opekʂa,অপেক্ষা,ɔpekkʰɐ
করতে,kɔrɔt̪e,করতে,koɾt̪e
পারবে,parbe,পারবা?,pɐɾbɐ?
তুমি,t̪umi,তুমি,t̪umɪ
আমার,amarɔ,মোর,moɾ
কাছে,kat͡ɕʰe,ধারে,d̪ʱɐɾe
ক্ষমা,kʂɔma,মাফ,mɐpʰ
চাও,t͡ɕao,চাও,cɐ͡o̯
আমি,ami,মুই,mu͡ɪ̯
বিকালে,bikal̪e,বিয়ালে,bɪʲɐle
একটু,ektu,এট্টু,ettu
ঘুমিয়ে,̤ɡ̤umie̯e,ঘুমাইয়া,gʱumɐ͡ɪ̯ʲɐ
নিলাম,n̪il̪am,নেলাম,nelɐm
আমার,amarɔ,মোর,moɾ
আব্বু,abbu,আব্বায়,ɐbbɐe̯
বড়,bɔɽɔ,বর,bɔɾ
ভাইয়ের,b̤aie̯erɔ,ভাইর,bʱɐ͡ɪ̯ɾ
উপর,upɔrɔ,উপরে,upɔɾe
রেগে,reɡe,চেইত্তা,ce͡ɪ̯t̪t̪ɐ
গেছিলেন,ɡet͡ɕʰil̪en̪,গ্যাল্লেহ,gɛlleh
তোমার,t̪omarɔ,তোমার,t̪omɐɾ
কথা,kɔt̪ʰa,কথা,kɔt̪ʰɐ
শুনে,ɕun̪e,হুইন্না,hu͡ɪ̯nnɐ
আমি,ami,মুই,mu͡ɪ̯
খুব,kʰubɔ,বেমালা,bemɐlɐ
অবাক,obakɔ,অবাক,ɔbɐk
হয়ে,he̯e,হইয়া,ho͡ɪ̯ʲɐ
গেছিলাম,ɡet͡ɕʰil̪am,গ্যাল্লাম,gɛllɐm
তোমার,t̪omarɔ,তোমার,t̪omɐɾ
কি,ki,কি,kɪ
মাথা,mat̪ʰa,মাথা,mɐt̪ʰɐ
ব্যাথা,bd͡zat̪ʰa,বেথা,bet̪ʰɐ
করছে,kɔrɔt͡ɕʰe,করতেয়াছে?,koɾt̪eʲɐcʰe?
আমার,amarɔ,মোর,moɾ
হাত,hat̪ɔ,হাত,hɐt̪
খরচের,kʰɔrɔt͡ɕerɔ,খরচের,kʰɔɾoceɾ
টাকা,taka,টাহা,tɐhɐ
আব্বু,abbu,আব্বায়,ɐbbɐe̯
দেয়,d̪ee̯,দেয়,d̪ee̯
আমার,amarɔ,মোর,moɾ
বোন,bon̪ɔ,বুইন,bu͡ɪ̯n
ইদানীং,id̪an̪iŋ,ইদানিং,ɪd̪ɐnɪŋ
অনেক,on̪ekɔ,বেমালা,bemɐlɐ
খারাপ,kʰarapɔ,খারাপ,kʰɐɾɐp
আচরন,at͡ɕɔrɔn̪ɔ,আচরণ,ɐcɾɔn
করে,kɔre,করে,koɾe
আমি,ami,মুই,mu͡ɪ̯
যেই,d͡zei,যেই,ɟe͡ɪ̯
ছেলেকে,t͡ɕʰel̪eke,পোলারে,polɐɾe
পছন্দ,pɔt͡ɕʰɔn̪d̪ɔ,পছন্দ,pɔcʰond̪o
করি,kɔri,করি,koɾɪ
সে,s̪e,হ্যায়,hɛe̯
আমার,amarɔ,মোর,moɾ
পরিবারের,pɔribarerɔ,পরিবারের,poɾɪbɐɾeɾ
কাউকে,kauke,কাউরে,kɐ͡u̯ɾe
সম্মান,s̪ɔmman̪ɔ,সম্মান,ʃɔmmɐn
করেনা,kɔren̪a,করেনা,kɔɾenɐ
মেয়েটি,mee̯eti,মাইয়াডা,mɐ͡ɪ̯ʲɐdɐ
তাকে,t̪ake,হ্যারে,hɛɾe
বিয়ে,bie̯e,বিয়া,bɪʲɐ
করবে,kɔrɔbe,করবেনা,koɾbenɐ
না,n̪a,কইয়া,ko͡ɪ̯ʲɐ
বলে,bɔl̪e,দেছে,d̪ecʰe
বাড়ি,baɽi,বাড়ি,d̪ɪʲɐ
থেকে,t̪ʰeke,দিয়া,bɪʲɐɾ
বিয়ের,bie̯erɔ,বিয়ার,lo͡ɪ̯ggɐ
জন্য,d͡ʑɔn̪d͡zɔ,লইজ্ঞা,moɾ
আমার,amarɔ,মোর,lo͡ɪ̯ggɐ
জন্য,d͡ʑɔn̪d͡zɔ,লইজ্ঞা,mɐ͡ɪ̯ʲɐ
মেয়ে,mee̯e,মাইয়া,d̪ɛhɐ
দেখা,d̪ekʰa,দ্যাহা,ʃuɾu
শুরু,ɕuru,শুরু,koɾcʰe
আমার,amarɔ,মোর,moɾ
বিয়ে,bie̯e,বিয়া,bɪʲɐ
তোমার,t̪omarɔ,তোমার,t̪omɐɾ
ছোট,t͡ɕʰotɔ,ছোডো,cʰodo
বোনের,bon̪erɔ,বুইনের,bu͡ɪ̯neɾ
সাথে,s̪at̪ʰe,লগে,lɔge
ঠিক,tʰikɔ,ঠিক,tʰɪk
হয়েছে,he̯et͡ɕʰe,হইছে,ho͡ɪ̯cʰe
ছেলেটি,t͡ɕʰel̪eti,পোলাডা,polɐdɐ
আরও,aro,আরো,ɐɾo
দুই,d̪ui,দুজ্ঞা,d̪uggɐ
বছর,bɔt͡ɕʰɔrɔ,বছর,bɔcʰoɾ
পরে,pɔre,পর,pɔɾ
বিয়ে,bie̯e,বিয়া,bɪʲɐ
করতে,kɔrɔt̪e,করতে,koɾt̪e
চায়,t͡ɕae̯ɔ,চায়,cɐe̯
বাবা,baba,বাপে,bɐpe
আমাদের,amad̪erɔ,মোগো,mogo
সমস্ত,s̪ɔmɔs̪t̪ɔ,হগল,hɔgol
সম্পত্তি,s̪ɔmpɔt̪t̪i,সম্পত্তি,ʃɔmpot̪t̪ɪ
বিক্রি,bikri,বেইচ্চা,be͡ɪ̯ccɐ
করে,kɔre,মোগো,mogo
আমাদের,amad̪erɔ,লইয়া,lɔ͡ɪ̯ʲɐ
নিয়ে,n̪ie̯e,গেরামের,geɾɐmeɾ
গ্রামের,ɡɔramerɔ,বাড়ি,bɐɽɪ
বাড়িতে,baɽit̪e,চইল্লা,co͡ɪ̯llɐ
চলে,t͡ɕɔl̪e,আইছে,ɐ͡ɪ̯cʰe
আমি,ami,মুই,mu͡ɪ̯
সবাইকে,s̪ɔbaike,হগলডিরে,hɔgoldɪɾe
বুঝিয়ে,bud͡ʑ̤ie̯e,বুঝাইয়া,buɟʱɐ͡ɪ̯ʲɐ
ক্লান্ত,kl̪an̪t̪ɔ,পাগল,pɐgolo
যে,d͡ze,যে,ɟe
আমার,amarɔ,মোর,moɾ
আম্মু,ammu,মায়,mɐe̯
এরকম,erɔkɔmɔ,এরহম,eɾohɔm
কিছু,kit͡ɕʰu,কিছু,kɪcʰu
করে,kɔre,করে,koɾe
নাই,n̪ai,নাই,nɐ͡ɪ
তাদের,t̪ad̪erɔ,হ্যাগো,hɛgo
পারিবারিক,paribarikɔ,পারিবারিক,pɐɾɪbɐɾɪk
ভাবেই,b̤abei,ভাবেই,bʱɐbe͡ɪ̯
বিয়ে,bie̯e,বিয়া,bɪʲɐ
হয়েছে,he̯et͡ɕʰe,হইছে,ho͡ɪ̯cʰe
তাদের,t̪ad̪erɔ,হ্যাগো,hɛgo
প্রেম,premɔ,প্রেম,pɾem
করে,kɔre,কইররা,ko͡ɪ̯ɾɾɐ
বিয়ে,bie̯e,বিয়া,bɪʲɐ
হয়েছিল,he̯et͡ɕʰil̪,হইছেলে,ho͡ɪ̯cʰele
আমার,amarɔ,মোর,moɾ
শাশুড়ি,ɕaɕuɽi,হাউরি,hɐ͡u̯ɾɪ
অনেক,on̪ekɔ,বেমালা,bemɐlɐ
ভালো,b̤al̪o,ভালো,bʱɐlo
রান্না,ran̪n̪a,রান্দে,ɾɐnd̪e
বাবা,baba,আব্বায়,ɐbbɐe̯
অশিক্ষিত,oɕikʂit̪ɔ,অশিক্ষিত,oʃɪkkʰɪt̪o
একটা,ekta,এউক্কা,ɛ͡u̯kkɐ
ছেলের,t͡ɕʰel̪erɔ,পোলার,polɐɾ
সাথে,s̪at̪ʰe,লগে,lɔge
আমার,amarɔ,মোর,moɾ
বিয়ে,bie̯e,বিয়া,bɪʲɐ
দিতে,d̪it̪e,দেতে,d̪et̪e
চেয়েছিল,t͡ɕee̯et͡ɕʰil̪,চাইল্লে,cɐ͡ɪ̯lle
আব্বু,abbu,আব্বায়,ɐbbɐe̯
মান,man̪ɔ,মান,mɐn
সন্মানের,s̪ɔn̪man̪erɔ,সম্মানের,ʃɔmmɐneɾ
ভয়ে,b̤e̯e,ডরে,doɾe
মামলা,maml̪a,মামলা,mɐmlɐ
করেননি,kɔren̪n̪i,করেনাই,kɔɾenɐ͡ɪ̯
ছেলেটি,t͡ɕʰel̪eti,পোলাডা,polɐdɐ
চাচার,t͡ɕat͡ɕarɔ,চাচার,cɐcɐɾ
ভয়ে,b̤e̯e,ডরে,doɾe
তার,t̪arɔ,হ্যার,hɛɾ
বাবাকে,babake,বাপেরে,bɐpeɾe
সত্যি,s̪ɔt̪d͡zi,সত্য,ʃot̪t̪o
কথা,kɔt̪ʰa,কথা,kɔt̪ʰɐ
বলতে,bɔl̪ɔt̪e,কইতে,ko͡ɪ̯t̪e
পারেনি,paren̪i,পারেনাই,pɐɾenɐ͡ɪ̯
আমি,ami,মুই,mu͡ɪ̯
তখন,t̪ɔkʰɔn̪ɔ,তহন,t̪ɔhon
খুব,kʰubɔ,বেমালা,bemɐlɐ
ছোট,t͡ɕʰotɔ,ছোডো,cʰodo
যখন,d͡zɔkʰɔn̪ɔ,যহন,ɟɔhon
আমার,amarɔ,মোর,moɾ
মা,ma,মায়,mɐe̯
মারা,mara,মইরা,mo͡ɪ̯ɾɐ
গিয়েছিল,ɡie̯et͡ɕʰil̪,গ্যাল্লেহ,gɛlleh
গ্রামের,ɡɔramerɔ,গেরামে,geɾɐme
থেকে,t̪ʰeke,গোনে,gone
আসা,as̪a,আওয়া,ɐ͡o̯ʷɐ
ছেলেটি,t͡ɕʰel̪eti,পোলাডা,polɐdɐ
এখন,ekʰɔn̪ɔ,এহন,ehon
ঢাকায়,d̤akae̯ɔ,ঢাকায়,dʱɐkɐe̯
পড়াশুনা,pɔɽaɕun̪a,পড়াল্যাহা,pɔɽɐlɛhɐ
করছে,kɔrɔt͡ɕʰe,করতেয়াছে,koɾt̪eʲɐcʰe
আমার,amarɔ,মোর,moɾ
সাথে,s̪at̪ʰe,লগে,lɔge
তার,t̪arɔ,হ্যার,hɛɾ
পরিচয়,pɔrit͡ɕe̯ɔ,পরিচয়,poɾɪcɔe̯
হয়েছে,he̯et͡ɕʰe,হইছে,ho͡ɪ̯cʰe
স্কুলে,s̪kul̪e,ইস্কুলে,ɪskule
গিয়ে,ɡie̯e,যাইয়া,ɟɐ͡ɪ̯ʲɐ
আমাকে,amake,মোরে,moɾe
দয়া,d̪e̯a,দয়া,d̪ɔʲɐ
করে,kɔre,কইররা,ko͡ɪ̯ɾɾɐ
পরামর্শ,pɔramɔrɕɔ,পরামিশ,pɔɾɐmɪʃ
দিন,d̪in̪ɔ,দেন,d̪ɛn
আমি,ami,মুই,mu͡ɪ̯
এখন,ekʰɔn̪ɔ,এহন,ehon
কি,ki,কি,kɪ
করতে,kɔrɔt̪e,করতে,koɾt̪e
পারি,pari,পারি,pɐɾɪ
আমার,amarɔ,মোর,moɾ
বাহিরে,bahire,বায়রায়,bɐʲɾɐe̯
ঘুরতে,̤ɡ̤urt̪e,ঘোরতে,gʱoɾt̪e
যাওয়ার,d͡zaoe̯arɔ,যাওয়ার,ɟɐ͡o̯ʷɐɾ
কোন,kon̪ɔ,কোন,kon
ইচ্ছা,it͡ɕt͡ɕʰa,ইচ্ছা,ɪccʰɐ
ছিল,t͡ɕʰil̪ɔ,আল্লেহ,ɐlleh
না,n̪a,না,nɐ
ছেলেটা,t͡ɕʰel̪eta,পোলাডা,polɐdɐ
সিগারেট,s̪iɡaretɔ,বিরি,bɪɾɪ
পর্যন্ত,pɔrd͡zɔn̪t̪ɔ,পর্যন্ত,poɾɟont̪o
খায়,kʰae̯ɔ,খায়,kʰɐe̯
না,n̪a,না,nɐ
প্রথমদিকে,prɔt̪ʰɔmɔd̪ike,পোরথোমদিক,ɐmoneɾe
আপনাকে,apn̪ake,আমনেরে,mu͡ɪ̯
আমি,ami,মুই,ɛt̪o
এত,et̪ɔ,এত,bʱɐlobɐst̪ɐm
ভালোবাসতাম,b̤al̪obas̪t̪amɔ,ভালোবাস্তাম,nɐ
ছেলেটি,t͡ɕʰel̪eti,পোলাডা,polɐdɐ
সপ্তাহখানেক,s̪ɔpt̪ahɔkʰan̪ekɔ,সপ্তাখানেক,ʃɔpt̪ɐkʰɐnek
আগে,aɡe,আগে,ɐge
আমাদের,amad̪erɔ,মোগো,mogo
সাথে,s̪at̪ʰe,লগে,lɔge
দেখা,d̪ekʰa,দ্যাহা,d̪ɛhɐ
করেছে,kɔret͡ɕʰe,করছে,koɾcʰe
ওই,oi,অই,ɔ͡ɪ̯
মেয়েকে,mee̯eke,মাইয়ারে,mɐ͡ɪ̯ʲɐɾe
যেভাবেই,d͡zeb̤abei,যেমনেই,ɟemone͡ɪ̯
হোক,hokɔ,হউক,hɔ͡u̯k
খুঁজে,kʰuঁd͡ʑe,খুইজ্জা,kʰu͡ɪ̯ɟɟɐ
বের,berɔ,বাইর,bɐ͡ɪ̯ɾ
করতে,kɔrɔt̪e,করতে,koɾt̪e
