bangla_speech_word,bangla_speech_ipa,regional_word,regional_ipa
মিশতাম,miɕt̪am,মিশতাম,mɪʃt̪ɐm
আমি,ami,মুই,mu͡ɪ̯
ধরে,d̪̤ɔre,ধরিয়া,d̪ʱoɾɪʲɐ
নিলাম,n̪il̪amɔ,নিলাম,nɪlɐm
আমার,amarɔ,মোর,moɾ
অনেক,on̪ekɔ,বাক্কা,bɐkkɐ
দোষ,d̪oʂɔ,দুষ,d̪uʃ
ভুল,b̤ul̪,ভুল,bʱul
কিন্তু,kin̪t̪u,কিন্তু,kɪnt̪u
আমাদের,amad̪erɔ,আমারার,ɐmɐɾɐɾ
তিন,t̪in̪ɔ,তিন,t̪ɪn
বছরের,bɔt͡ɕʰɔrerɔ,বছর্‌র,bɔcʰoɾɾo
বাচ্চা,bat͡ɕt͡ɕa,বাইচ্চা,bɐ͡ɪ̯ccɐ
তার,t̪arɔ,তার,t̪ɐɾ
কোথায়,kot̪ʰae̯ɔ,দুষ,d̪uʃ
দোষ?,d̪oʂɔ?,কুন,kun
আমরা,amra,আমরা,ɐmɾɐ
বলি,bɔl̪i,কইছলাম,ko͡ɪ̯cʰɔlɐm
একটু,ektu,এখটু,ekʰtu
সময়,s̪ɔme̯ɔ,সময়,ʃɔmɔe̯
নেওয়ার,n̪eoe̯arɔ,লওয়ার,lɔ͡o̯ʷɐɾ
জন্য,d͡ʑɔn̪d͡zɔ,লাগি,lɐgɪ
আর,arɔ,আর,ɐɾ
উনার,un̪arɔ,তানর,t̪ɐnoɾ
স্ত্রীকে,s̪t̪rike,বউরে,bo͡u̯ɾe
নিয়ে,n̪ie̯e,লইয়া,lɔ͡ɪ̯ʲɐ
আসার,as̪arɔ,আওয়ার,ɐ͡o̯ʷɐɾ
তোমাকে,t̪omake,তুমারে,t̪umɐɾe
যেদিন,d͡zed̪in̪ɔ,যেদিন,ɟed̪ɪn
বলেছিলাম,bɔl̪et͡ɕʰil̪amɔ,কইছলাম,ko͡ɪ̯cʰɔlɐm
বিয়েটা,bie̯eta,বিয়াটা,bɪʲɐtɐ
করে,kɔre,খরি,kʰoɾɪ
ফেলো,ɸel̪o,লাও,lɐ͡o̯
সেদিন,s̪ed̪in̪ɔ,হেদিন,hed̪ɪn
কথাটা,kɔt̪ʰata,খতা,xɔt̪ɐ
বলেছিলাম,bɔl̪et͡ɕʰil̪amɔ,খান,xɐn
শুধু,ɕud̪̤u,কইছলাম,ko͡ɪ̯cʰɔlɐm
তোমার,t̪omarɔ,খালি,xɐlɪ
ভালোর,b̤al̪orɔ,তুমার,t̪umɐɾ
জন্য,d͡ʑɔn̪d͡zɔ,ভালার,vɐlɐɾ
কিন্তু,kin̪t̪u,কিন্তু,kɪnt̪u
তুমি,t̪umi,তুমি,t̪umɪ
এখন,ekʰɔn̪ɔ,এখন,ɛxon
এতোই,et̪oi,অতউ,ɔt̪o͡u̯
ভালো,b̤al̪o,ভালা,vɐlɐ
আছো,at͡ɕʰo,আছো,ɐcʰo
যে,d͡ze,যেন,zeno
আমি,ami,আমি,ɐmɪ
সেটা,s̪eta,মানতাম,mɐnt̪ɐm
মানতে,man̪t̪e,ফারিয়ার,fɐɾɪʲɐɾ
পারছি,part͡ɕʰi,না,nɐ
তুমি,t̪umi,তুমি,t̪umɪ
আর,arɔ,আর,ɐɾ
আমার,amarɔ,মোর,moɾ
নেই,n̪ei,নাই,nɐ͡ɪ̯
আমি,ami,ইকান,ɪkɐn
এটা,eta,মানিয়া,mɐnɪʲɐ
মানতে,man̪t̪e,নিতাম,nɪt̪ɐm
পারছি,part͡ɕʰi,ফাররাম,pʰɐɾɾɐm
না,n̪a,না,nɐ
পছন্দ,pɔt͡ɕʰɔn̪d̪ɔ,পছন্দ,pɔcʰond̪o
করেই,kɔrei,খরিয়াও,xoɾɪʲɐ͡o̯
পরিবারের,pɔribarerɔ,পরিবারর,poɾɪbɐɾoɾ
মাধ্যমে,mad̪̤d͡zɔme,মাইধ্যমে,mɐ͡ɪ̯d̪d̪ʱome
বিয়ে,bie̯e,বিয়া,bɪʲɐ
করে,kɔre,খরি,xoɾɪ
এনেছে,en̪et͡ɕʰe,আনছে,ɐncʰe
আমার,amarɔ,মোর,moɾ
ভালোবাসার,b̤al̪obas̪arɔ,ভালাপাওয়া,bʱɐlɐpɐ͡o̯ʷɐ
মানুষের,man̪uʂerɔ,মানুষর,mɐnuʃɔɾ
সাথে,s̪at̪ʰe,লগেউ,lɔge͡u̯
বিয়ে,bie̯e,বিয়া,bɪʲɐ
হয়েছে,he̯et͡ɕʰe,অইছে,e͡ɪ̯cʰe
তাকে,t̪ake,তারে,t̪ɐɾe
ছাড়া,t͡ɕʰaɽa,ছাড়া,cʰɐɽɐ
আমি,ami,মুই,mu͡ɪ̯
হয়তো,he̯ɔt̪o,হয়তো,hɔʲt̪o
বাচঁতে,bat͡ɕɔঁt̪e,বাচতাম,bɐct̪ɐm
পারবো,parbo,ফারতাম,pʰɐɾt̪ɐm
না,n̪a,নায়,nɐe̯
এখন,ekʰɔn̪ɔ,এখন,ɛkʰon
আর,arɔ,আর,ɐɾ
মানুষের,man̪uʂerɔ,মানুষর,mɐnuʃɔɾ
মধ্যে,mɔd̪̤d͡ze,মাঝে,mɐɟʱe
মায়া,mae̯a,মায়া,mɐʲɐ
বিষয়টা,biʂe̯ɔta,জিনিসটা,ɟɪnɪʃtɐ
খুব,kʰubɔ,খুব,kʰub
একটা,ekta,এখটা,ɛkʰtɐ
নেই,n̪ei,রইছে,ɾo͡ɪ̯cʰe
আমি,ami,মুই,mu͡ɪ̯
আমার,amarɔ,মোর,moɾ
ছোট,t͡ɕʰotɔ,ছুটো,cʰuto
বাচ্চাকে,bat͡ɕt͡ɕake,বাইচ্চাগুরে,bɐ͡ɪ̯ccɐguɾe
নিয়ে,n̪ie̯e,লইয়া,lɔ͡ɪ̯ʲɐ
বাবার,babarɔ,বাফর,bɐpʰɔɾ
বাড়িতে,baɽit̪e,বাড়িত,bɐɽɪt̪o
যাই,d͡zai,যাই,ɟɐ͡ɪ̯
আপনি,apn̪i,আফনে,ɐcʰone
নিজের,n̪id͡ʑerɔ,নিজর,nɪɟɔɾ
পরিবার,pɔribarɔ,পরিবার,poɾɪbɐɾ
নিয়ে,n̪ie̯e,লইয়া,lɔ͡ɪ̯ʲɐ
বসুন,bɔs̪un̪,বইন,bo͡ɪ̯n
পরিবারে,pɔribare,পরিবারো,poɾɪbɐɾo
ছোট,t͡ɕʰotɔ,ছুটো,cʰuto
খাটো,kʰato,খাটো,kʰɐto
ঝামেলা,d͡ʑ̤amel̪a,ঝামেলা,ɟʱɐmelɐ
থাকে,t̪ʰake,থাখে,t̪ʰɐkʰe
আমাকে,amake,মোরে,moɾe
একটু,ektu,এখটু,extu
সাহায্য,s̪ahad͡zd͡zɔ,সাহায্য,ʃɐhɐzzo
করবেন,kɔrɔben̪,খরইন,xɔɾɪn
দয়া,d̪e̯a,দয়া,d̪ɔʲɐ
করে,kɔre,খরিয়া,kʰoɾɪʲɐ
নাম,n̪amɔ,নাম,nɐm
পরিচয়,pɔrit͡ɕe̯ɔ,পরিচয়,poɾɪcɔe̯
গোপন,ɡopɔn̪ɔ,গুফন,gupʰɔn
রাখবেন,rakʰben̪,রাখবা,ɾɐkʰbɐ
আমি,ami,মুই,mu͡ɪ̯
একটি,ekti,এখান,ekʰɐn
কঠিন,kɔtʰin̪ɔ,কঠিন,kotʰɪn
সমস্যা,s̪ɔmɔs̪d͡za,সমস্যা,ʃɔmoʃʃɐ
নিয়ে,n̪ie̯e,লইয়া,lɔ͡ɪ̯ʲɐ
হাজির,had͡ʑirɔ,হাজির,hɐɟɪɾ
হয়েছি,he̯et͡ɕʰi,হইছি,ho͡ɪ̯cʰɪ
একসময়,ekɔs̪ɔme̯ɔ,এখসময়,exʃɔmɔe̯
ছেলের,t͡ɕʰel̪erɔ,ফুয়া,fuʲɐ
মেয়েটাকে,mee̯etake,অগুর,ɔguɾ
ভালো,b̤al̪o,ফুড়ি,fuɽɪ
লাগবে,l̪aɡbe,অগুরে,ɔguɾe
তাদের,t̪ad̪erɔ,তারার,t̪ɐɾɐɾ
চার,t͡ɕarɔ,চাইর,cɐ͡ɪ̯ɾ
বছরের,bɔt͡ɕʰɔrerɔ,বছরর,bɔcʰoɾɔɾ
একটি,ekti,এখটা,ɛxtɐ
মেয়ে,mee̯e,বাইচ্চা,bɐ͡ɪ̯ccɐ
বাচ্চা,bat͡ɕt͡ɕa,ফুড়ি,fuɽɪ
আছে,at͡ɕʰe,আছে,ɐcʰe
গত,ɡɔt̪ɔ,গত,gɔt̪o
এক,ekɔ,এখ,ɛkʰo
মাস,mas̪ɔ,মাস,mɐʃ
আগে,aɡe,আগে,ɐge
স্ত্রীর,s̪t̪rirɔ,বউর,bɔ͡u̯ɾ
সাথে,s̪at̪ʰe,লগে,lɔge
ঝগড়া,d͡ʑ̤ɔɡɔɽa,ঝগড়া,ɟʱɔgɽɐ
করে,kɔre,লাগিয়া,lɐgɪʲɐ
স্বামী,s̪bami,জামাই,ɟɐmɐ͡ɪ̯
দেশে,d̪eɕe,দেশো,d̪eʃo
চলে,t͡ɕɔl̪e,আইচ্চে,ɐ͡ɪ̯cce
ছেলে,t͡ɕʰel̪e,ফুয়া,pʰuʲɐ
মেয়ে,mee̯e,ফুড়ি,pʰuɽɪ
একজন,ekɔd͡ʑɔn̪ɔ,এখজন,ɛkʰɟon
আরেকজন,arekɔd͡ʑɔn̪ɔ,আরোখজনরে,ɐɾokʰɟɔnɾe
কে,ke,খুব,kʰub
প্রচন্ড,prɔt͡ɕɔn̪dɔ,ভালা,bʱɐlɐ
ভালোবাসে,b̤al̪obas̪e,পায়,pɐe̯
সে,s̪e,হে,he
বিয়ে,bie̯e,বিয়া,bɪʲɐ
করে,kɔre,খরি,kʰoɾɪ
সুখী,s̪ukʰi,সুখী,ʃukʰɪ
হতে,hɔt̪e,অইতো,ɔ͡ɪ̯t̪o
চায়,t͡ɕae̯,চায়,cɐe̯
ছেলে,t͡ɕʰel̪e,ফুয়া,fuʲɐ
ইউরোপে,iurope,ইউরোপ,ɪ͡u̯ɾop
পড়াশোনা,pɔɽaɕon̪a,পড়ালেখা,pɔɽɐlexɐ
করে,kɔre,খরে,xoɾe
কিন্তু,kin̪t̪u,কিন্তু,kɪnt̪u
মেয়ের,mee̯erɔ,ফুড়ির,pʰuɽɪɾ
পরিবার,pɔribarɔ,পরিবার,poɾɪbɐɾ
রাজিনা,rad͡ʑin̪a,রাজি,ɾɐɟɪ
মেয়েকে,mee̯eke,ফুড়িরে,pʰuɽɪɾe
অন্য,on̪d͡zɔ,আরোখ,ɐɾokʰ
ছেলের,t͡ɕʰel̪erɔ,ফুয়ার,pʰuʲɐɾ
সাথে,s̪at̪ʰe,লগে,lɔge
বিয়ে,bie̯e,বিয়া,bɪʲɐ
দেওয়ার,d̪eoe̯arɔ,দেওয়ার,d̪e͡o̯ʷɐɾ
আয়োজন,ae̯od͡ʑɔn̪ɔ,আয়োজন,ɐʲoɟon
করে,kɔre,করছিল,koɾcʰɪlo
বাধ্য,bad̪̤d͡zɔ,বাধ্য,bɐd̪d̪ʱo
হয়ে,he̯e,অইয়া,ɔ͡ɪ̯ʲɐ
ছেলে,t͡ɕʰel̪e,ফুয়া,fuʲɐ
মেয়ে,mee̯e,ফুড়ি,fuɽɪ
নিজেদের,n̪id͡ʑed̪erɔ,নিজর,nɪzɔɾ
ইচ্ছায়,it͡ɕt͡ɕʰae̯ɔ,ইচ্ছাত,ɪccʰɐt̪
বিয়ে,bie̯e,বিয়া,bɪʲɐ
করে,kɔre,খরি,xoɾɪ
নেয়।,n̪ee̯ɔ।,লায়,lɐe̯
আজকে,ad͡ʑke,আইজ,ɐ͡ɪ̯ɟ
দেয়ালে,d̪ee̯al̪e,দেওয়ালো,d̪e͡o̯ʷɐlo
পিঠ,pitʰɔ,পিঠ,pɪtʰ
থেকে,t̪ʰeke,ঠেকি,tʰekɪ
গেছে,ɡet͡ɕʰe,গেছে,gecʰe
আজকে,ad͡ʑke,আইজ,ɐ͡ɪ̯ɟ
প্রায়,prae̯ɔ,প্রায়,pɾɐe̯
৮,৮,৮,m
দিন,d̪in̪ɔ,দিন,d̪ɪn
পানি,pan̪i,ধরি,d̪ʱoɾɪ
নেই,n̪ei,পানি,pɐnɪ
অথচ,ot̪ʰɔt͡ɕɔ,অথচ,ɔt̪ʰɔc
আসে,as̪e,আশ,ɐʃ
পাশের,paɕerɔ,পাশর,pɐʃoɾ
সব,s̪ɔbɔ,হখল,hɔkʰl
বাড়ি,baɽi,বাড়িত,bɐɽɪt̪o
তেই,t̪ei,পানি,pɐnɪ
পানি,pan̪i,দের,d̪eɾ
দিয়ে,d̪ie̯e,খালি,kʰɐlɪ
দিচ্ছে,d̪it͡ɕt͡ɕʰe,আমরার,ɐmɾɐɾ
শুধু,ɕud̪̤u,বাড়িত,bɐɽɪt̪o
আমাদের,amad̪erɔ,দের,d̪eɾ
বাড়িতেই,baɽit̪ei,না,nɐ
যাদের,d͡zad̪erɔ,যারার,ɟɐɾɐɾ
সাথে,s̪at̪ʰe,লগে,lɔge
ভালো,b̤al̪o,ভালা,bʱɐlɐ
সম্পর্ক,s̪ɔmpɔrkɔ,খাতির,kʰɐt̪ɪɾ
রয়েছে,re̯et͡ɕʰe,খালি,kʰɐlɪ
শুধু,ɕud̪̤u,তারারে,t̪ɐɾɐɾe
তাদের,t̪ad̪erɔ,পানি,pɐnɪ
পানি,pan̪i,দিবা,d̪ɪbɐ
দিবে,d̪ibe,আর,ɐɾ
আর,arɔ,খেউরে,kʰe͡u̯ɾe
কাউকে,kauke,দিতা,d̪ɪt̪ɐ
দিবে,d̪ibe,না,nɐ
জানিনা,d͡ʑan̪in̪a,পানি,pɐnɪ
পানি,pan̪i,পাইমু,pɐ͡ɪ̯mu
পাবো,pabo,কিনা,kɪnɐ
নাকি,n̪aki,জানিয়ার,ɟɐnɪʲɐɾ
পাবো,pabo,না,nɐ
পাশ,paɕɔ,পাশ,pɐʃ
করা,kɔra,খরা,xɔɾɐ
ডাক্তাররা,dakt̪arra,ডাখতররা,dɐxot̪ɔɾɾɐ
এখন,ekʰɔn̪ɔ,এখন,ɛxon
ভালো,b̤al̪o,ভালা,vɐlɐ
অবস্থায়,obɔs̪t̪ʰae̯ɔ,অবস্থাত,ɔbost̪ʰɐt̪
নেই,n̪ei,নাই,nɐ͡ɪ̯
কেন,ken̪ɔ,কিতার,kɪt̪ɐɾ
এত,et̪ɔ,লাগি,lɐgɪ
টাকা,taka,অতো,ɔt̪o
ধার,d̪̤arɔ,টেখা,tekʰɐ
করে,kɔre,ধার,d̪ʱɐɾ
ডাক্তারি,dakt̪ari,করাইয়া,kɔɾɐ͡ɪ̯ʲɐ
পড়তে,pɔɽɔt̪e,ডাখতরি,dɐkʰt̪oɾɪ
হবে,hɔbe,পড়তায়,pɔɽt̪ɐe̯
যেহেতু,d͡zehet̪u,ভর্তি,bʱɔɾt̪ɪ
ভর্তি,b̤ɔrt̪i,অই,ɔ͡ɪ̯
হয়ে,he̯e,গেছো,gecʰo
গেছেন,ɡet͡ɕʰen̪ɔ,যেতুক,ɟet̪uk
পড়াশোনা,pɔɽaɕon̪a,পড়াশুনা,pɔɽɐʃunɐ
চালিয়ে,t͡ɕal̪ie̯e,চালাইয়া,cɐlɐ͡ɪ̯ʲɐ
যান,d͡zan̪,যাও,ɟɐ͡o̯
স্বামীরে,s̪bamire,জামাইর,zɐmɐ͡ɪ̯ɾ
অভিযোগ,ob̤id͡zoɡɔ,অভিযোগ,ovɪzog
স্ত্রী,s̪t̪ri,বউ,bɔ͡u̯
তার,t̪arɔ,তান,t̪ɐn
সংসারের,s̪ɔŋs̪arerɔ,সংসারর,ʃɔŋʃɐɾoɾ
দায়িত্ব,d̪ae̯it̪bɔ,দায়িত্ব,d̪ɐʲɪt̪t̪o
পালন,pal̪ɔn̪ɔ,পালন,pɐlon
করছে,kɔrɔt͡ɕʰe,কররা,koɾɾɐ
না,n̪a,না,nɐ
দুজনেই,d̪ud͡ʑn̪ei,দুয়োগু,d̪uʲogu
দুজনকে,d̪ud͡ʑɔn̪ɔke,দুয়োগুরে,d̪uʲoguɾe
সন্দেহ,s̪ɔn̪d̪ehɔ,সন্দেহ,ʃɔnd̪eho
করে,kɔre,করইন,koɾɪn
স্ত্রী,s̪t̪ri,বউর,bɔ͡u̯ɾ
ধারণা,d̪̤arna,ধারনা,d̪ʱɐɾonɐ
স্বামী,s̪bami,জামাই,ɟɐmɐ͡ɪ̯
পরকীয়ায়,pɔrɔkie̯ae̯ɔ,পরকীয়া,pɔɾkɪʲɐ
আছে,at͡ɕʰe,কররা,koɾɾɐ
এই,ei,অউ,ɔ͡u̯
বিষয়টা,biʂe̯ɔta,বিষয়ে,bɪʃɔʲe
নিয়ে,n̪ie̯e,আর,ɐɾ
আর,arɔ,মাততাম,mɐt̪t̪ɐm
কথা,kɔt̪ʰa,চাইয়ার,cɐ͡ɪ̯ʲɐɾ
বলতে,bɔl̪ɔt̪e,না,nɐ
আজকাল,ad͡ʑkal̪ɔ,আইজকাইল,ɐ͡ɪ̯ɟkɐ͡ɪ̯l
ছোটরাও,t͡ɕʰotrao,হুরু,huɾu
পাত্তা,pat̪t̪a,ইতায়ও,ɪt̪ɐʲo
দিচ্ছে,d̪it͡ɕt͡ɕʰe,পাত্তা,pɐt̪t̪ɐ
না,n̪a,দিরা,d̪ɪɾɐ
কেউ,keu,খেউ,xe͡u̯
আর,arɔ,আর,ɐɾ
ভয়,b̤e̯ɔ,ডরাইরা,dɔɾɐ͡ɪ̯ɾɐ
পাচ্ছে,pat͡ɕt͡ɕʰe,না,nɐ
আমার,amarɔ,মোর,moɾ
এসব,es̪ɔbɔ,ইতা,ɪt̪ɐ
আর,arɔ,আর,ɐɾ
একটুও,ektuo,থুরাও,t̪ʰuɾɐ͡o̯
ভালো,b̤al̪o,ভালা,bʱɐlɐ
লাগছে,l̪aɡt͡ɕʰe,লাগের,lɐgeɾ
না,n̪a,না,nɐ
যারা,d͡zara,যেরা,ɟeɾɐ
ভেবেছিলেন,b̤ebet͡ɕʰil̪en̪ɔ,ভাবছিলা,bʱɐbcʰɪlɐ
বড়,bɔɽɔ,বড়,bɔɽo
হয়ে,he̯e,অইয়া,ɔ͡ɪ̯ʲɐ
গরীবদের,ɡɔribd̪erɔ,গরীবর,goɾɪbɔɾ
সেবা,s̪eba,সেবা,ʃebɐ
করবেন,kɔrɔben̪ɔ,করতা,koɾt̪ɐ
কিন্তু,kin̪t̪u,কিন্তুক,kɪnt̪uk
দেখেন,d̪ekʰen̪ɔ,দেখরা,d̪ɛkʰɾɐ
নিজেই,n̪id͡ʑei,নিজেউ,nɪ
মহিলার,mɔhil̪arɔ,বেটির,betɪɾ
বয়স,be̯ɔs̪ɔ,বয়স,bɔʲoʃ
হবে,hɔbe,অইবো,ɔ͡ɪ̯bo
৮০,৮০,আশির,ɐʃɪɾ
এর,erɔ,উফরে,upʰɔɾe
একটাই,ektai,এখটাউ,extɐ͡u̯
"পৃথিবী,","pɽit̪ʰibi,",দুনিয়া,d̪unɪʲɐ
কিন্তু,kin̪t̪u,কিন্তু,kɪnt̪u
একেক,ekekɔ,এখত,exot̪o
এলাকার,el̪akarɔ,জাগার,zɐgɐɾ
মানুষের,man̪uʂerɔ,মানুষর,mɐnuʃɔɾ
চিন্তা,t͡ɕin̪t̪a,চিন্তা,cɪnt̪ɐ
রকম,rɔkɔmɔ,লাখান,lɐxɐn
নতুনরা,n̪ɔt̪un̪ra,নয়া,nɔʲɐ
অনেক,on̪ekɔ,এরা,eɾɐ
কিছু,kit͡ɕʰu,বহুততা,bohut̪t̪ɐ
শিখতে,ɕikʰt̪e,হিকতা,hɪkt̪ɐ
পারবে,parbe,পারবা,pɐɾbɐ
আশা,aɕa,আশা,ɐʃɐ
করি,kɔri,খরি,xoɾɪ
হোকনা,hokn̪a,অউক,ɔ͡u̯k
ভালো,b̤al̪o,না,nɐ
কিছুর,kit͡ɕʰurɔ,ভালা,vɐlɐ
শুরুটা,ɕuruta,কুন্তার,kunt̪ɐɾ
এভাবেই,eb̤abei,শুরু,ʃuɾu
তুমি,t̪umi,তুমি,t̪umɪ
আমার,amarɔ,মোর,moɾ
সাথে,s̪at̪ʰe,লগে,lɔge
আর,arɔ,আর,ɐɾ
কথা,kɔt̪ʰa,মাতবায়,mɐt̪bɐe̯
বলবা,bɔl̪ɔba,না,nɐ
আমরা,amra,আমরা,ɐmɾɐ
অনেক,on̪ekɔ,বাক্কা,bɐkkɐ
বড়,bɔɽɔ,বড়,bɔɽo
হয়ে,he̯e,অই,ɔ͡ɪ̯
গেছি,ɡet͡ɕʰi,গেছি,gecʰɪ
মনে,mɔn̪e,মনে,mone
হচ্ছে,hɔt͡ɕt͡ɕʰe,অর,ɔɾ
রাজকুমারির,rad͡ʑkumarirɔ,রাজকুমারির,ɾɐɟkumɐɾɪɾ
মায়া,mae̯a,মায়া,mɐʲɐ
পৃথিবী,pɽit̪ʰibi,দুনিয়া,d̪unɪʲɐ
যায়নি,d͡zae̯n̪i,আইজো,ɐ͡ɪ̯ɟo
আজও,ad͡ʑo,ভুলছে,bʱulcʰe
ভুলে,b̤ul̪e,না,nɐ
জীবন,d͡ʑibɔn̪ɔ,জীবনে,ɟɪbone
থেকে,t̪ʰeke,থাকি,t̪ʰɐkɪ
রঙ,rɔŋɔ,রঙ,ɾɔŋ
হারায়,harae̯ɔ,হারাই,hɐɾɐ͡ɪ̯
গেছে,ɡet͡ɕʰe,গেছে,gecʰe
একটা,ekta,এখটা,ɛkʰtɐ
রঙিন,rɔŋin̪ɔ,রঙিন,ɾoŋɪn
ছবি,t͡ɕʰɔbi,ছবি,cʰobɪ
তুলতে,t̪ul̪t̪e,তুলা,t̪ulɐ
হবে,hɔbe,লাগবো,lɐgbo
আমাদের,amad̪erɔ,আমরা,ɐmɾɐ
সবার,s̪ɔbar,হখলর,hɔkʰloɾ
আর,arɔ,আর,ɐɾ
কত,kɔt̪ɔ,খত,xɔt̪o
ছুটি,t͡ɕʰuti,ছুটি,cʰutɪ
কাটাবো?,katabo?,কাটাইতাম,kɐtɐ͡ɪ̯t̪ɐm
পুরোটা,purota,ফুরাটা,pʰuɾɐtɐ
দেখার,d̪ekʰarɔ,দেখার,d̪ɛkʰɐɾ
অপেক্ষায়,opekʂae̯ɔ,অপেক্ষাত,ɔpekkʰɐt̪
বসে,bɔs̪e,বই,bo͡ɪ̯
আছি,at͡ɕʰi,রইছি,ɾo͡ɪ̯cʰɪ
আপনি,apn̪i,আফনে,ɐcʰone
বেঁচে,beঁt͡ɕe,বাঁচিয়া,bɐ̃cɪʲɐ
আছেন?,at͡ɕʰen̪ɔ?,আছইন,ɐcʰo͡ɪ̯n
আশেপাশে,aɕepaɕe,আশেপাশে,ɐʃepɐʃe
কেউ,keu,খেউ,xe͡u̯
থাকলে,t̪ʰakl̪e,থাখলে,t̪ʰɐkʰle
কল,kɔl̪ɔ,কল,kɔl
দিয়েন,d̪ie̯en̪,দেইন,d̪e͡ɪ̯n
দেখা,d̪ekʰa,দেখা,d̪ɛxɐ
করা,kɔra,খরা,xɔɾɐ
যাবে,d͡zabe,যাইবো,zɐ͡ɪ̯bo
কিছু,kit͡ɕʰu,কুনতা,kunt̪ɐ
পাইতে,pait̪e,পাইতে,pɐ͡ɪ̯t̪e
হলে,hɔl̪e,অইলে,ɛ͡ɪ̯le
ছাড়তে,t͡ɕʰaɽt̪e,ছাড়া,cʰɐɽɐ
হবে,hɔbe,লাগবো,lɐgbo
বাংলাদেশে,baŋl̪ad̪eɕe,বাংলাদেশো,bɐŋlɐd̪eʃo
আমাকে,amake,মোরে,moɾe
সবাই,s̪ɔbai,সবে,ʃɔbe
আমার,amarɔ,মোর,moɾ
ডাক,dakɔ,ডাখ,dɐkʰ
নামে,n̪ame,নামে,nɐme
চিনে,t͡ɕin̪e,চিনইন,cɪnɪn
দুই,d̪ui,দুই,d̪u͡ɪ̯
ঘন্টা,̤ɡ̤ɔn̪ta,ঘন্টা,gʱɔntɐ
ধরে,d̪̤ɔre,ধরি,d̪ʱoɾɪ
বিদ্যুৎ,bid̪d͡zut̪ɔ,বিদ্যুৎ,bɪd̪d̪ut̪
যায়নি,d͡zae̯n̪i,যার,zɐɾ
বিদ্যুৎ,bid̪d͡zut̪ɔ,কারেন্টর,kɐɾentɔɾ
অফিসের,oɸis̪erɔ,অফিসর,ɔfɪʃɔɾ
লোকটা,l̪okta,বেটা,betɐ
কি,ki,মরি,moɾɪ
মারা,mara,গেলো,gelo
গেলো,ɡel̪o,নাকিতা?,nɐkɪt̪ɐ?
সেইবার,s̪eibarɔ,হবার,hɔbɐɾ
আমি,ami,মুই,mu͡ɪ̯
প্রায়,prae̯ɔ,বাক্কা,bɐkkɐ
৪,৪,৪,pɔ
মাস,mas̪ɔ,মাস,mɐʃ
পরে,pɔre,বাদে,bɐd̪e
বাসায়,bas̪ae̯ɔ,বাসাত,bɐʃɐt̪
গিয়েছি,ɡie̯et͡ɕʰi,গেছি,gecʰɪ
বাবার,babarɔ,আব্বার,ɐbbɐɾ
মুখের,mukʰerɔ,মুখর,muxoɾ
দিকে,d̪ike,দিকে,d̪ɪke
তাকিয়ে,t̪akie̯e,চাইয়া,cɐ͡ɪ̯ʲɐ
কেমন,kemɔn̪ɔ,কিলান,kɪlɐn
জানি,d͡ʑan̪i,এখটা,extɐ
একটা,ekta,শূন্যতা,ʃunnot̪ɐ
শূন্যতা,ɕun̪d͡zɔt̪a,অনুভব,onuvɔb
অনুভব,on̪ub̤ɔbɔ,খরলাম,xoɾlɐm
কবে,kɔbe,কুনদিন,kund̪ɪn
যে,d͡ze,যে,ɟe
আমার,amarɔ,আমার,ɐmɐɾ
স্বপ্নটা,s̪bɔpn̪ɔta,স্বপ্নটা,ʃɔpnotɐ
পূরণ,purɔnɔ,পুরণ,puɾon
হবে,hɔbe,অইতো,ɔ͡ɪ̯t̪o
আপনি,apn̪i,আফনে,ɐcʰone
কি,ki,কিতা,kɪt̪ɐ
আপনার,apn̪arɔ,আফনার,ɐpʰnɐɾ
হাত,hat̪ɔ,হাত,hɐt̪
ধুতে,d̪̤ut̪e,ধুয়া,d̪ʱuʲɐ
জানেন?,d͡ʑan̪en̪ɔ?,চিনইন,cɪnɪn
আপনি,apn̪i,আফনে,ɐcʰone
কি,ki,কিতা,kɪt̪ɐ
খামারের,kʰamarerɔ,খামারর,kʰɐmɐɾoɾ
পশু,pɔɕu,পশু,poʃu
পছন্দ,pɔt͡ɕʰɔn̪d̪ɔ,পছন্দ,pɔcʰond̪o
করেন?,kɔren̪ɔ?,করইন,koɾɪn
আমি,ami,মুই,mu͡ɪ̯
আমার,amarɔ,মোর,moɾ
পরিবারের,pɔribarerɔ,পরিবারর,poɾɪbɐɾoɾ
কথা,kɔt̪ʰa,খতা,xɔt̪ɐ
বলতে,bɔl̪ɔt̪e,কইতাম,ko͡ɪ̯t̪ɐm
চাই,t͡ɕai,চাই,cɐ͡ɪ̯
আমার,amarɔ,মোর,moɾ
পরিবারে,pɔribare,পরিবারো,poɾɪbɐɾo
আমি,ami,মুই,mu͡ɪ̯
"মা,","ma,","আম্মা,","ɐmmɐ,"
বাবা,baba,আব্বা,ɐbbɐ
এবং,ebɔŋ,আর,ɐɾ
একটি,ekti,এক,ɛk
ছোট্ট,t͡ɕʰottɔ,হুরু,huɾu
বোন,bon̪,বইন,bo͡ɪ̯n
আমাদের,amad̪erɔ,আমরার,ɐmɾɐɾ
সবাই,s̪ɔbai,হখল,hɔkʰl
একসময়ে,ekɔs̪ɔme̯e,এখ,ɛkʰo
