bangla_speech_word,bangla_speech_ipa,regional_word,regional_ipa
বিয়ের,bie̯erɔ,বিয়ার,bɪʲɐɾ
আয়োজন,ae̯od͡ʑɔn̪ɔ,আয়োজন,ɐʲozon
চলছে,t͡ɕɔl̪ɔt͡ɕʰe,চলের,cɔleɾ
এখন,ekʰɔn̪ɔ,এহন,ehon
পর্যন্ত,pɔrd͡zɔn̪t̪ɔ,ফইরযন্ত,fo͡ɪ̯ɾzɔnt̪o
সবকিছু,s̪ɔbɔkit͡ɕʰu,বেজ্ঞিন,beggɪn
ঠিকমতো,tʰikɔmɔt̪o,টিকমতো,tɪkmɔt̪o
আয়োজন,ae̯od͡ʑɔn̪ɔ,আয়োজন,ɐʲozon
করছি,kɔrɔt͡ɕʰi,গইরগি,go͡ɪ̯ɾgɪ
সাহায্যের,s̪ahad͡zd͡zerɔ,সাহায্যর,ʃɐhɐzzɔɾ
জন্য,d͡ʑɔn̪d͡zɔ,লাই,lɐ͡ɪ̯
আমি,ami,আঁই,ɐ̃ɪ
এখানে,ekʰan̪e,এডে,ede
আছি,at͡ɕʰi,আচি,ɐcɪ
আমি,ami,আঁই,ɐ̃ɪ
সাগর,s̪aɡɔrɔ,সাগর,ʃɐgoɾ
অনেক,on̪ekɔ,বউত,bɔ͡u̯t̪o
পছন্দ,pɔt͡ɕʰɔn̪d̪ɔ,পচন্দ,pɔcɔnd̪o
করি,kɔri,গরি,goɾɪ
কেন,ken̪ɔ,তুঁই,t̪ũɪ
তুমি,t̪umi,সাগর,ʃɐgoɾ
সাগর,s̪aɡɔrɔ,কিল্লাই,kɪllɐ͡ɪ̯
পছন্দ,pɔt͡ɕʰɔn̪d̪ɔ,পচন্দ,pɔcond̪o
করো?,kɔro?,গরো,gɔɾo
সাগরের,s̪aɡrerɔ,সাগরর,ʃɐgoɾɔɾ
পানি,pan̪i,ফানি,fɐnɪ
অনেক,on̪ekɔ,বউত,bɔ͡u̯t̪o
নীল,n̪il̪,নিল,nɪl
তোমার,t̪omarɔ,তোঁয়ার,t̪õʲɐɾ
নাম,n̪amɔ,নাম,nɐm
কি?,ki?,কি?,kɪ?
চলো,t͡ɕɔl̪o,আডো,ɐdo
পালিয়ে,pal̪ie̯e,দাই,d̪ɐ͡ɪ̯
যাই,d͡zai,যাই,zɐ͡ɪ̯
আমার,amarɔ,আঁত্তুন,ɐ̃t̪t̪un
পকেট,pɔketɔ,ফকেট,fɔket
মানি,man̪i,মানি,mɐnɪ
লাগবে,l̪aɡbe,লাইবো,lɐ͡ɪ̯bo
এতো,et̪o,এদুন,ed̪un
টাকা,taka,টিয়া,tɪʲɐ
কোথায়,kot̪ʰae̯ɔ,হডে,hode
পাবো,pabo,পাইয়্যুম?,pɐ͡ɪ̯ʲd̪ʱum?
টাকা,taka,টিয়া,tɪʲɐ
দিয়ে,d̪ie̯e,দি,d̪ɪ
কি,ki,কেন,keno
করবা?,kɔrɔba?,গইরতা?,gɪɾot̪ɐ?
একটি,ekti,এক্কান,ɛkkɐn
গাড়ি,ɡaɽi,গারি,gɐɾɪ
কিনবো,kin̪bo,কিন্নোম,kɪnnom
কালো,kal̪o,হালা,hɐlɐ
রঙ,rɔŋɔ,রং,ɾɔŋ
আমার,amarɔ,আঁর,ɐ̃ɾ
অনেক,on̪ekɔ,বউত,bɔ͡u̯t̪o
প্রিয়,prie̯ɔ,ফ্রিয়,fɾɪʲo
তোমার,t̪omarɔ,তোঁয়ার,t̪õʲɐɾ
প্রিয়,prie̯ɔ,ফ্রিয়,fɾɪʲo
রঙ,rɔŋɔ,রং,ɾɔŋ
কি?,ki?,কি?,kɪ?
তুমি,t̪umi,তুঁই,t̪ũɪ
কি,ki,কি,kɪ
দেখেছো,d̪ekʰet͡ɕʰo,দেইক্কো,d̪e͡ɪ̯kko
?,?,নে,ne?
আমাকে,amake,আঁরে,ɐ̃ɾe
ছাড়া,t͡ɕʰaɽa,চারা,cɐɾɐ
ভালো,b̤al̪o,বালা,bɐlɐ
আমার,amarɔ,আঁর,ɐ̃ɾ
বয়স,be̯ɔs̪ɔ,বয়স,bɔʲoʃ
কম,kɔmɔ,হম,hɔm
ভুল,b̤ul̪ɔ,বুল,bul
করে,kɔre,গরি,goɾɪ
ফেলেছি,ɸel̪et͡ɕʰi,ফেলাইয়্যি,felɐ͡ɪ̯kɪ
তুমি,t̪umi,তুঁই,t̪ũɪ
চাইলে,t͡ɕail̪e,চাইলে,cɐ͡ɪ̯le
আমি,ami,আঁই,ɐ̃ɪ
চাঁদ,t͡ɕɔ̃d̪ɔ,চাঁদ,cɐ̃d̪
এনে,en̪e,আনি,ɐnɪ
দিবো,d̪ibo,দিয়্যুম,d̪ɪʲum
সকালে,s̪ɔkal̪e,বেইন্না,be͡ɪ̯nnɐ
চা,t͡ɕa,চা,cɐ
খাবা,kʰaba,হাইবা,hɐ͡ɪ̯bɐ
?,?,নে,ne?
একটু,ektu,এক্কানা,ɛkkɐnɐ
এইদিকে,eid̪ike,ইক্কা,ɪkkɐ
আসো,as̪o,আইয়্য,ɐ͡ɪ̯ʲt̪o
ছেলেটি,t͡ɕʰel̪eti,ফোয়াইবা,foʷɐ͡ɪ̯bɐ
অনেক,on̪ekɔ,বউত,bɔ͡u̯t̪o
মেধাবী,med̪̤abi,মেদাবি,med̪ɐbɪ
মেয়েটি,mee̯eti,মাইফোয়া,mɐ͡ɪ̯foʷɐ
ছেলেটিকে,t͡ɕʰel̪etike,ইবা,ɪbɐ
ভালোবাসতো,b̤al̪obas̪t̪o,ফোয়াইবারে,foʷɐ͡ɪ̯bɐɾe
আমি,ami,আই,ɐ͡ɪ̯
ওর,orɔ,ইতার,ɪt̪ɐɾ
নাম,n̪amɔ,নাম,nɐm
জানি,d͡ʑan̪i,নো,no
সে,s̪e,ইতে,ɐɾ
আমার,amarɔ,আর,gɾɐmot̪
গ্রামের,ɡɔramerɔ,গ্রামোত,bɐɽɪt̪o
বাড়ীতে,baɽit̪e,বাড়িত,ɐssɪlo
উনি,un̪i,ইতে,ɪt̪e
গ্রাম,ɡɔramɔ,গ্রামত,gɾɐmɔt̪
থেকে,t̪ʰeke,তুন,t̪un
ঢাকায়,d̤akae̯ɔ,ডাকাত,dɐkɐt̪
এসেছিলেন,es̪et͡ɕʰil̪en̪,আইসসে,ɐ͡ɪ̯sʃe
ও,o,ইতার,ɪt̪ɐɾ
ঢাকা,d̤aka,ঢাকার,dʱɐkɐɾ
থেকে,t̪ʰeke,তুন,t̪un
গ্রামে,ɡɔrame,গ্রামত,gɾɐmɔt̪
গিয়েছিল,ɡie̯et͡ɕʰil̪,গিইয়ে,gɪ͡ɪ̯ʲe
তিনি,t̪in̪i,ইতে,ɪt̪e
রাতে,rat̪e,রাতোত,ɾɐt̪ot̪
ঘুমতে,̤ɡ̤umt̪e,ঘুমাইতো,gʱumɐ͡ɪ̯t̪o
গিয়েছিলেন,ɡie̯et͡ɕʰil̪en̪,গিয়ে,gɪʲe
সে,s̪e,ইতে,ɪt̪e
বাগানে,baɡan̪e,বাগানোত,bɐgɐnot̪o
দৌড়ায়,d̪owɽae̯,দুরায়ে,d̪uɾɐʲe
উনি,un̪i,ইতে,ɪt̪e
রাস্তার,ras̪t̪arɔ,রাস্তাত,ɾɐst̪ɐt̪
মাঝে,mad͡ʑ̤e,দুরার,d̪uɾɐɾ
আমি,ami,আই,ɐ͡ɪ̯
তোমার,t̪omarɔ,তুয়ার,t̪uʲɐɾ
সাথে,s̪at̪ʰe,লাই,lɐ͡ɪ̯
একমত,ekɔmɔt̪ɔ,একমত,ɛkmɔt̪
হতে,hɔt̪e,অইতো,ɔ͡ɪ̯t̪o
পারছি,part͡ɕʰi,নো,no
না,n̪a,ফারির,fɐɾɪɾ
আমি,ami,আই,ɐ͡ɪ̯
চেষ্টা,t͡ɕeʂta,চেষ্টা,ceʃtɐ
করেছিলাম,kɔret͡ɕʰil̪am,হইজ্জিলাম,ho͡ɪ̯zzɪlɐm
আমাকে,amake,আরে,ɐɾe
বইটি,biti,বই,bo͡ɪ̯
দেখান,d̪ekʰan̪,ইবা,ɪbɐ
একদম,ekɔd̪ɔmɔ,এব্বারে,ebbɐɾe
ঠিক,tʰikɔ,টিক,tɪk
কথা,kɔt̪ʰa,হতা,hɔt̪ɐ
বাগানের,baɡan̪erɔ,বাগানোত,bɐgɐnot̪o
মধ্যে,mɔd̪̤d͡ze,মইধো,mo͡ɪ̯d̪ʱo
দিয়ে,d̪ie̯e,দি,d̪ɪ
কে,ke,হন,hɔn
দৌড়াল?,d̪owɽal̪ɔ?,দুরায়ে,d̪uɾɐʲe
আপনি,apn̪i,ওনে,one
খেলায়,kʰel̪ae̯ɔ,হেলায়,helɐe̯
জিতলেন,d͡ʑit̪l̪en̪,জিত্তন,ɟɪt̪t̪on
তুমি,t̪umi,তুই,t̪u͡ɪ̯
যাও,d͡zao,যো,zo
এখান,ekʰan̪ɔ,গয়,gɔe̯
থেকে,t̪ʰeke,এরে,eɾe
আপনি,apn̪i,ওরে,oɾe
যান,d͡zan̪ɔ,যন,zɔn
এখান,ekʰan̪ɔ,এরে,eɾe
থেকে,t̪ʰeke,তুন,t̪un
তুই,t̪ui,তুই,t̪u͡ɪ̯
যা,d͡za,যা,zɐ
এখান,ekʰan̪ɔ,গয়,gɔe̯
থেকে,t̪ʰeke,এরের,eɾeɾ
আপনারা,apn̪ara,ওনোরা,onoɾɐ
পার্কে,parke,ফার্কত,pʰɐɾkɔt̪o
ঘুরে,̤ɡ̤ure,গুরি,guɾɪ
বেড়ান,beɽan̪,বেড়াতোক,beɽɐt̪ok
উনি,un̪i,ঐইবা,o͡ɪ̯͡ɪ̯bɐ
চেষ্টা,t͡ɕeʂta,চেষ্টা,ceʃtɐ
করেন,kɔren̪,খজ্জিল,xɔzzɪl
তোমার,t̪omarɔ,তোয়ার,t̪oʷɐɾ
আব্বু,abbu,আব্বু,ɐbbu
কেমন,kemɔn̪ɔ,কেন,keno
আছে?,at͡ɕʰe?,আসে?,ɐʃe?
আমার,amarɔ,আর,ɐɾ
বড়,bɔɽɔ,বর,bɔɾ
বোনের,bon̪erɔ,বইনোর,bo͡ɪ̯noɾ
আজকে,ad͡ʑke,আজিয়া,ɐɟɪʲɐ
মন,mɔn̪ɔ,মন,mon
ভালো,b̤al̪o,ভালা,vɐlɐ
নেই,n̪ei,নাই,nɐ͡ɪ̯
তুমি,t̪umi,তুইকি,t̪u͡ɪ̯kɪ
কি,ki,আরে,ɐɾe
আমাকে,amake,হাম্মান,hɐmmɐn
এই,ei,গরি,goɾɪ
কাজটি,kad͡ʑti,দিত্তারিবানা?,d̪ɪt̪t̪ɐɾɪbɐnɐ?
এই,ei,এই,e͡ɪ̯
গরমে,ɡɔrɔme,গরমত,gɔɾmot̪
বাহিরে,bahire,বাইর,bɐ͡ɪ̯ɾ
বের,berɔ,ওইতো,o͡ɪ̯t̪o
হতে,hɔt̪e,মনত,monot̪o
ইচ্ছা,it͡ɕt͡ɕʰa,নো,no
করে,kɔre,সার,ʃɐɾ
তোমার,t̪omarɔ,তোয়ার,t̪oʷɐɾ
সব,s̪ɔbɔ,বেক,bek
কথাই,kɔt̪ʰai,হোতাই,hot̪ɐ͡ɪ̯
ভুল,b̤ul̪,ভুল,bʱul
তোমার,t̪omarɔ,তোয়ার,t̪oʷɐɾ
মত,mɔt̪ɔ,ডইল্লে,dɪlle
খারাপ,kʰarapɔ,মরতফোয়া,mɔɾot̪ofoʷɐ
ছেলে,t͡ɕʰel̪e,আই,ɐ͡ɪ̯
আমি,ami,এক্কান,ɛkkɐn
আর,arɔ,ও,o
একটাও,ektao,নো,no
দেখিনি,d̪ekʰin̪i,দেহি,d̪ehɪ
বিয়ের,bie̯erɔ,আর,ɐɾ
জন্য,d͡ʑɔn̪d͡zɔ,লাই,lɐ͡ɪ̯
আম্মা,amma,ফোওয়া,foʷɐ
আমার,amarɔ,কুজেরদে,kuzeɾd̪e
আব্বা,abba,গতহালিয়া,gɔt̪ohɐlɪʲɐ
আমাকে,amake,আব্বু,ɐbbu
গতকাল,ɡɔt̪ɔkal̪ɔ,আরে,ɐɾe
একটা,ekta,এক্কান,ɛkkɐn
ছেলের,t͡ɕʰel̪erɔ,ফোয়ার,foʷɐɾ
সাথে,s̪at̪ʰe,ফোয়ারিত,foʷɐɾɪt̪ɔ
দেখা,d̪ekʰa,দেহা,d̪ehɐ
করতে,kɔrɔt̪e,গরিবেল্লাই,goɾɪbellɐ͡ɪ̯
বলেছিল,bɔl̪et͡ɕʰil̪,হইল,ho͡ɪ̯l
ছেলেটিকে,t͡ɕʰel̪etike,ফোয়া,foʷɐ
আমার,amarɔ,ইবা,ɪbɐ
একদমই,ekɔd̪ɔmi,আর,ɐɾ
ভালো,b̤al̪o,এক্কেরে,ɛkkeɾe
লাগেনি,l̪aɡen̪i,গম,gɔm
মেয়েটি,mee̯eti,মাইয়াফোয়া,mɐ͡ɪ̯ʲɐfoʷɐ
গোলাপি,ɡol̪api,ইবা,ɪbɐ
রঙের,rɔŋerɔ,গোলাফি,golɐfɪ
শাড়ি,ɕaɽi,কালার,kɐlɐɾ
পরে,pɔre,শাড়ি,ʃɐɽɪ
এসেছিল,es̪et͡ɕʰil̪,ফইজ্জেদে,fɔ͡ɪ̯zzed̪e
আমার,amarɔ,আর,ɐɾ
দুইদিন,d̪uid̪in̪ɔ,দুইদিন,d̪u͡ɪ̯d̪ɪn
পরে,pɔre,ফোর,foɾ
বিয়ে,bie̯e,বিয়া,bɪʲɐ
হবে,hɔbe,অইবোদে,ɔ͡ɪ̯bod̪e
ছেলেটি,t͡ɕʰel̪eti,মারতফোয়া,mɐɾt̪ofoʷɐ
এখন,ekʰɔn̪ɔ,ইবা,ɪbɐ
আর,arɔ,এহন,ehon
বিকালে,bikal̪e,আর,ɐɾ
খেলতে,kʰel̪t̪e,বিকালত,bɪkɐlɔt̪o
বের,berɔ,খেলিবেল্লাই,xelɪbellɐ͡ɪ̯
হয়,he̯ɔ,ন,nɔ
না,n̪a,আইয়ে,ɐ͡ɪ̯ʲe
মেয়েটি,mee̯eti,মাঈয়া,mɐ͡ɪ̯ʲɐ
সকালে,s̪ɔkal̪e,ফোয়া,foʷɐ
ঘুম,̤ɡ̤umɔ,ইবা,ɪbɐ
থেকে,t̪ʰeke,বেইন্না,be͡ɪ̯nnɐ
উঠেই,utʰei,ঘুমত্তুন,gʱumɔt̪t̪un
পরতে,pɔrɔt̪e,উডি,udɪ
বসে,bɔs̪e,ফন্না,fɔnnɐ
আমার,amarɔ,আর,ɐɾ
চাচা,t͡ɕat͡ɕa,চাচা,cɐcɐ
বিদেশ,bid̪eɕɔ,গতহালিয়া,gɔt̪ohɐlɪʲɐ
থেকে,t̪ʰeke,বিদেশেত্তুন,bɪd̪eʃet̪t̪un
গতকাল,ɡɔt̪ɔkal̪ɔ,বাংলাদেশত,bɐŋlɐd̪eʃt̪ɔ
বাংলাদেশে,baŋl̪ad̪eɕe,আইসসে,ɐ͡ɪ̯sʃe
আমার,amarɔ,আর,ɐɾ
বাসার,bas̪arɔ,বাসার,bɐʃɐɾ
দারওয়ান,d̪aroe̯an̪ɔ,দারওয়ান,d̪ɐɾoʷɐn
অনেক,on̪ekɔ,বহুত,bohut̪
ভালো,b̤al̪o,ভালা,vɐlɐ
মানুষ,man̪uʂ,মানুষ,mɐnuʃ
আমার,amarɔ,আর,ɐɾ
বন্ধু,bɔn̪d̪̤u,বান্ধু,bɐnd̪ʱu
খুলনা,kʰul̪n̪a,খুলনা,kʰulnɐ
ঘুরতে,̤ɡ̤urt̪e,গুইত্ত,gu͡ɪ̯t̪t̪o
গিয়েছে,ɡie̯et͡ɕʰe,গিয়ে,gɪʲe
আমার,amarɔ,আর,ɐɾ
ঘুরতে,̤ɡ̤urt̪e,গুরতো,guɾt̪o
অনেক,on̪ekɔ,বহুত,bohut̪
ভালো,b̤al̪o,ভালা,bʱɐlɐ
লাগে,l̪aɡe,লাগে,lɐge
তুমি,t̪umi,তুই,t̪u͡ɪ̯
আমাকে,amake,আরে,ɐɾe
বিরক্ত,birɔkt̪ɔ,বিরক্ত,bɪɾokt̪o
করো,kɔro,ন,nɔ
না,n̪a,গইজ,gɔ͡ɪ̯z
তিনি,t̪in̪i,তুই,t̪u͡ɪ̯
আমাকে,amake,আরে,ɐɾe
অনেক,on̪ekɔ,বহুত,bohut̪
অপমান,opman̪ɔ,অফমান,ɔfɔmɐn
করেছে,kɔret͡ɕʰe,গইজ্জ,gɔ͡ɪ̯zzo
আমার,amarɔ,আর,ɐɾ
সকালে,s̪ɔkal̪e,সকালত,ʃɔkɐlɔt̪o
উঠে,utʰe,উডিয়েরে,udɪʲeɾe
বই,bi,বই,bo͡ɪ̯
পরতে,pɔrɔt̪e,ফইত্তাম,fo͡ɪ̯t̪t̪ɐm
অনেক,on̪ekɔ,বহুত,bohut̪
ভালো,b̤al̪o,ভালো,vɐlo
লাগে,l̪aɡe,লাগে,lɐge
আমার,amarɔ,আর,cʰod
ছোট,t͡ɕʰotɔ,ভাই,u͡o̯ɐ
ভাই,b̤ai,ছোড,ɛkd̪omɪ
একদমই,ekɔd̪ɔmi,উওা,fɔnnɐ
পড়ালেখা,pɔɽal̪ekʰa,একদমি,foɾɪbellɐ͡ɪ̯
করতে,kɔrɔt̪e,ফন্না,nɔ
চায়,t͡ɕae̯ɔ,ফরিবেল্লাই,cɐe̯
আমার,amarɔ,আর,cʰod
ছোট,t͡ɕʰotɔ,ভাই,ɪbɐ
ভাইয়ের,b̤aie̯erɔ,ছোড,skulɔt̪o
বিদ্যালয়ে,bid̪d͡zal̪e̯e,ইবা,zɐ͡ɪ̯ʲeɾe
গিয়ে,ɡie̯e,স্কুলত,fɔnnɐ
পড়ালেখা,pɔɽal̪ekʰa,জাইয়েরে,foɾɪbellɐ͡ɪ̯
করতে,kɔrɔt̪e,ফন্না,nɔ
ভাল,b̤al̪ɔ,ফরিবেল্লাই,cɐe̯
আমি,ami,আই,ɐ͡ɪ̯
একদিন,ekd̪in̪ɔ,একদিন,ɛkd̪ɪn
বিদ্যালয়ের,bid̪d͡zal̪e̯erɔ,স্কুলর,skulɔɾ
মাঠে,matʰe,মাডত,mɐdot̪o
মাথা,mat̪ʰa,মাথা,mɐt̪ʰɐ
ঘুরিয়ে,̤ɡ̤urie̯e,গুরাইয়েরে,guɾɐ͡ɪ̯ʲeɾe
পরে,pɔre,ফরি,foɾɪ
গিয়েছিলাম,ɡie̯et͡ɕʰil̪am,গেইলাম,ge͡ɪ̯lɐm
আপনি,apn̪i,অনেকি,ɔnekɪ
কি,ki,আরে,ɐɾe
আমাকে,amake,হোন,hon
কোনদিনও,kon̪d̪in̪o,দিনো,d̪ɪno
ভালবাসবেন,b̤al̪bas̪ɔben̪ɔ,ভালোনোবাসিবান?,bʱɐlonobɐʃɪbɐn?
আমার,amarɔ,আর,ɐɾ
বন্ধু,bɔn̪d̪̤u,বন্ধু,bond̪ʱu
আজকে,ad͡ʑke,আজিয়া,ɐzɪʲɐ
সকালে,s̪ɔkal̪e,সকালত,ʃɔkɐlɔt̪o
ফুটবল,ɸutɔbɔl̪ɔ,ফুটবল,futbɔl
খেলেছে,kʰel̪et͡ɕʰe,খেইল্লে,xe͡ɪ̯lle
তুমি,t̪umi,তুই,t̪u͡ɪ̯
আমার,amarɔ,আর,ɐɾ
মনের,mɔn̪erɔ,মনত,monot̪o
কথা,kɔt̪ʰa,হতা,hɔt̪ɐ
একদমই,ekɔd̪ɔmi,এক্কেরে,ɛkkeɾe
বুঝো,bud͡ʑ̤o,ন,nɔ
না,n̪a,বুঝে,buzʱe
আমার,amarɔ,আর,ɐɾ
আম্মু,ammu,আম্মু,ɐmmu
অনেক,on̪ekɔ,বহুত,bohut̪
ভালো,b̤al̪o,ভালা,vɐlɐ
রান্না,ran̪n̪a,রান্দিত,ɾɐnd̪ɪt̪o
করে,kɔre,ফারে,fɐɾe
আমার,amarɔ,আর,ɐɾ
বন্ধু,bɔn̪d̪̤u,বন্ধু,bond̪ʱu
এখন,ekʰɔn̪ɔ,এহন,ehon
ঘুমাতে,̤ɡ̤umat̪e,ঘুম,gʱum
যাবে,d͡zabe,জাইব,zɐ͡ɪ̯bo
আমার,amarɔ,আর,ɐɾ
ছোট,t͡ɕʰotɔ,বইত,bo͡ɪ̯t̪o
বোন,bon̪ɔ,ছোড,cʰod
নাচতে,n̪at͡ɕt̪e,ইবা,ɪbɐ
পারে,pare,নাসিত্তারে,nɐʃɪt̪t̪ɐɾe
আমার,amarɔ,আর,ɐɾ
বন্ধু,bɔn̪d̪̤u,বন্ধু,bond̪ʱu
এইবার,eibarɔ,এইসুডিত,e͡ɪ̯ʃudɪt̪o
ছুটিতে,t͡ɕʰutit̪e,রাজশাহী,ɾɐzʃɐhɪ
রাজশাহী,rad͡ʑɕahi,গুইত্ত,gu͡ɪ̯t̪t̪o
ঘুরতে,̤ɡ̤urt̪e,জাইবদে,zɐ͡ɪ̯bd̪e
আমার,amarɔ,আর,vɐlobɐʃe
বন্ধু,bɔn̪d̪̤u,বন্ধু,ɪt̪e
যাকে,d͡zake,জিতারে,ɾɐzʃɐhɪ
ভালবাসে,b̤al̪bas̪e,ভালোবাসে,t̪ɐhe
সে,s̪e,ইতে,d̪e
মেয়েটি,mee̯eti,মাইয়াা,mɐ͡ɪ̯ʲɐ
রাজশাহী,rad͡ʑɕahi,ফয়া,fɔʲɐ
থেকে,t̪ʰeke,ইব,ɪbo
আমার,amarɔ,আরাজশাহীত্তুন,ɐɾɐzʃɐhɪt̪t̪un
বড়,bɔɽɔ,আর,ɐɾ
ভাইয়ের,b̤aie̯erɔ,ডোর,doɾ
সাথে,s̪at̪ʰe,ভাইর,vɐ͡ɪ̯ɾ
দেখা,d̪ekʰa,ফয়ারিত,fɔʲɐɾɪt̪ɔ
করতে,kɔrɔt̪e,দেহা,d̪ehɐ
এসেছিল,es̪et͡ɕʰil̪,গরিবেল্লাই,goɾɪbellɐ͡ɪ̯
মেয়েটি,mee̯eti,মাইয়া,mɐ͡ɪ̯ʲɐ
এখন,ekʰɔn̪ɔ,ফয়া,fɔʲɐ
সিলেট,s̪il̪etɔ,ইবা,ɪbɐ
যাবে,d͡zabe,এহন,ehon
আমার,amarɔ,আর,ɐɾ
বড়,bɔɽɔ,আই,ɐ͡ɪ̯
ভাই,b̤ai,ডোর,doɾ
এখন,ekʰɔn̪ɔ,ইবা,ɪbɐ
তাঁর,t̪ɔ̃rɔ,তার,t̪ɐɾ
বন্ধুদের,bɔn̪d̪̤ud̪erɔ,বন্ধুর,bond̪ʱuɾ
সাথে,s̪at̪ʰe,ফয়ারিত,fɔʲɐɾɪt̪ɔ
সিগারেট,s̪iɡaretɔ,এহন,ehon
খায়,kʰae̯ɔ,বিরি,bɪɾɪ
না,n̪a,ন,nɔ
আপনি,apn̪i,অনেকি,ɔnekɪ
কি,ki,আরে,ɐɾe
আমাকে,amake,আগে,ɐge
আগে,aɡe,হন,hɔn
কোনদিন,kon̪d̪in̪ɔ,দিন,d̪ɪn
দেখেছেন,d̪ekʰet͡ɕʰen̪ɔ,দেইক্কুন্না?,d̪e͡ɪ̯kkunnɐ?
আপনি,apn̪i,অনেকি,ɔnekɪ
কি,ki,আরে,ɐɾe
আমাকে,amake,চিনিত্তাইজ্জুন্না?,cɪnɪt̪t̪ɐ͡ɪ̯ɟɟunnɐ?
আমার,amarɔ,আর,ɐɾ
এখন,ekʰɔn̪ɔ,এহন,ehon
পড়ালেখা,pɔɽal̪ekʰa,ফন্না,fɔnnɐ
করা,kɔra,ফরা,fɔɾɐ
উচিত,ut͡ɕit̪,উচিত,ucɪt̪
অনেক,on̪ekɔ,বহুত,bohut̪
রাত,rat̪ɔ,রাত,ɾɐt̪
হয়েছে,he̯et͡ɕʰe,অইয়ে,ɔ͡ɪ̯ʲe
এখন,ekʰɔn̪ɔ,এহন,ehon
আমার,amarɔ,আর,ɐɾ
ছোট,t͡ɕʰotɔ,ভই,bʱɔ͡ɪ̯
বোন,bon̪ɔ,ছোডউওা,cʰodo͡u̯͡o̯ɐ
ঘুমাতে,̤ɡ̤umat̪e,ঘুমাইবেল্লাই,gʱumɐ͡ɪ̯bellɐ͡ɪ̯
যাবে,d͡zabe,জাইব,ɟɐ͡ɪ̯bo
আমাকে,amake,আত্তুন,ɐt̪t̪un
পরিক্ষার,pɔrikʂarɔ,ফরিক্ষার,foɾɪkxɐɾ
আগে,aɡe,আগদ্দি,ɐgod̪d̪ɪ
সব,s̪ɔbɔ,বেয়াক,beʲɐk
কিছু,kit͡ɕʰu,কিছু,kɪcʰu
নিয়ে,n̪ie̯e,লইয়েরে,lo͡ɪ̯ʲeɾe
পড়ালেখা,pɔɽal̪ekʰa,ফন্না,fɔnnɐ
করতে,kɔrɔt̪e,ফরন,fɔɾon
হবে,hɔbe,ফরিব,foɾɪb
আমার,amarɔ,আর,ɐɾ
ছোট,t͡ɕʰotɔ,ভআই,vɐ͡ɪ̯
ভাই,b̤ai,ছোড,cʰod
বিদ্যালয়ে,bid̪d͡zal̪e̯e,ইবা,ɪbɐ
গিয়ে,ɡie̯e,স্কুলত,skulɔt̪o
বন্ধুদের,bɔn̪d̪̤ud̪erɔ,জাইয়েরে,zɐ͡ɪ̯ʲeɾe
সাথে,s̪at̪ʰe,বন্দুর,bond̪uɾ
গল্প,ɡɔl̪pɔ,ফোয়ারিত,foʷɐɾɪt̪ɔ
করে,kɔre,গলফ,gɔlof
আমার,amarɔ,আর,ɐɾ
বন্ধু,bɔn̪d̪̤u,বন্ধু,bond̪ʱu
বিদ্যালয়ের,bid̪d͡zal̪e̯erɔ,স্কুলর,skulɔɾ
মাঠে,matʰe,মাডত,mɐdot̪o
প্রতিদিন,prɔt̪id̪in̪ɔ,ফ্রতিদিন,fɾot̪ɪd̪ɪn
ক্রিকেট,kriketɔ,ক্রিকেত,kɾɪket̪
খেলে,kʰel̪e,হেলা,helɐ
একটি,ekti,এক্কান,ɛkkɐn
ছোট,t͡ɕʰotɔ,ছোড,cʰod
শিশু,ɕiɕu,ফুটফাতত,futfɐt̪ɔt̪o
ফুটপাতে,ɸutpat̪e,লাফাদ্দে,lɐfɐd̪d̪e
আমার,amarɔ,আর,ɐɾ
বান্ধুবি,ban̪d̪̤ubi,বান্ধবির,bɐnd̪ʱobɪɾ
তার,t̪arɔ,তার,t̪ɐɾ
স্বামীকে,s̪bamike,জামাইরে,zɐmɐ͡ɪ̯ɾe
খুব,kʰubɔ,বহুত,bohut̪
ভালবাসে,b̤al̪bas̪e,ভালবাসেদে,vɐlbɐʃed̪e
আমার,amarɔ,আর,ɐɾ
স্ত্রী,s̪t̪ri,বউ,bɔ͡u̯
আমাকে,amake,আরে,ɐɾe
ভালোবাসে,b̤al̪obas̪e,ভালনোবাসেদে,vɐlonobɐʃed̪e
স্কুল,s̪kul̪ɔ,স্কুল,skul
জীবন,d͡ʑibɔn̪ɔ,জীবনেত্তুন,zɪbonet̪t̪un
থেকে,t̪ʰeke,আর,ɐɾ
আমার,amarɔ,ভআই,vɐ͡ɪ̯
ভাইয়ের,b̤aie̯erɔ,ফয়ারিত,fɔʲɐɾɪt̪ɔ
সাথে,s̪at̪ʰe,তোয়ার,t̪oʷɐɾ
তোমার,t̪omarɔ,ভইনর,vo͡ɪ̯noɾ
বোনের,bon̪erɔ,ফ্রেম,fɾem
প্রেম,premɔ,আসিল,ɐʃɪl
আমার,amarɔ,আর,ɐɾ
গতকাল,ɡɔt̪ɔkal̪ɔ,গুতহালিয়া,gut̪hɐlɪʲɐ
প্রচণ্ড,prɔt͡ɕɔndɔ,বহুত,bohut̪
মাথা,mat̪ʰa,মাতা,mɐt̪ɐ
