bangla_speech,regional,regional_ipa,bangla_speech_ipa
আপনার ছবি দেখে খুব ভালো লেগছে, ময়মনসিংহঃ আফনের ছবি দেইক্ষা খুব ভালা লাগসে,menʃɪn ɐpʰoneɾ cʰobɪ d̪e͡ɪ̯kkʰɐ kʰub bʱɐlɐ lɐgʃe,apn̪arɔ t͡ɕʰɔbi d̪ekʰe kʰubɔ b̤al̪o l̪eɡt͡ɕʰe
অসাধারণ করে লিখেছেন, ময়মনসিংহঃ অসাধারণ কইরা লেখসেন,mumenʃɔn ɔʃɐd̪ʱɐɾon ko͡ɪ̯ɾɐ lekʰʃen,os̪ad̪̤arɔnɔ kɔre l̪ikʰet͡ɕʰen̪
আমি ভালো লাগলো আপনার কথা পড়ে, ময়মনসিংহঃ আমার ভালা লাগলো আফনের কথা ফইড়া,menʃɪnho ɐmɐɾ bʱɐlɐ lɐglo ɐpʰoneɾ kɔt̪ʰɐ pʰɪɽɐ,ami b̤al̪o l̪aɡl̪o apn̪arɔ kɔt̪ʰa pɔɽe
আপনার এই পোস্টটি খুব উপকারী, ময়মনসিংহঃ আফনের এই পোস্টটা খুব উফকারী,menʃɪnho ɐpʰoneɾ e͡ɪ̯ posttɐ kʰub upʰkɐɾɪ,apn̪arɔ ei pos̪tɔti kʰubɔ upkari
আপনার সুন্দর সুন্দর ছবিগুলো দেখে আনন্দ পেয়েছি, ময়মনসিংহঃ আফনের সুন্দর সুন্দর ছবিগুলা দেইক্ষা আনন্দ পাইসি,menʃɪn ɐpʰoneɾ ʃund̪ɔɾ ʃund̪ɔɾ cʰobɪgulɐ d̪e͡ɪ̯kkʰɐ ɐnond̪o pɐ͡ɪ̯sɪ,apn̪arɔ s̪un̪d̪ɔrɔ s̪un̪d̪ɔrɔ t͡ɕʰɔbiɡul̪o d̪ekʰe an̪ɔn̪d̪ɔ pee̯et͡ɕʰi
আপনি খুব সুন্দরভাবে সমস্যাটি সমাধান করেছেন, ময়মনসিংহঃ আফনে মেলা সুন্দরমতন সমস্যাডা সমাধান করসেন,menʃɔn ɐcʰone mɛlɐ ʃund̪ɔɾmɔt̪ɔn ʃɔmoʃʃɐdɐ ʃɔmɐd̪ʱɐn koɾʃen,apn̪i kʰubɔ s̪un̪d̪ɔrɔb̤abe s̪ɔmɔs̪d͡zati s̪ɔmad̪̤an̪ɔ kɔret͡ɕʰen̪
আপনার ব্লগটি পড়ে অনেক কিছু শিখতে পেরেছি, ময়মনসিংহঃ আফনের ব্লগডা পইড়া অনেক কিছু শিখতাম ফারসি,menʃɪn ɐpʰoneɾ blɔgdɐ po͡ɪ̯ɽɐ ɔnek kɪcʰu ʃɪkʰt̪ɐm pʰɐɾsɪ,apn̪arɔ bl̪ɔɡɔti pɔɽe on̪ekɔ kit͡ɕʰu ɕikʰt̪e peret͡ɕʰi
আমি আপনার কাজকে ভালোবাসি, ময়মনসিংহঃ আমি আফনের কামরে ভালবাসি,menʃɔn ɐmɪ ɐpʰoneɾ kɐmɾe bʱɐlbɐʃɪ,ami apn̪arɔ kad͡ʑke b̤al̪obas̪i
আপনার লেখার ধরণ খুব সুন্দর, ময়মনসিংহঃ আফনের লেহার ধরণ মেলা সুন্দর,menʃɔn ɐpʰoneɾ lehɐɾ d̪ʱɔɾon mɛlɐ ʃund̪ɔɾ,apn̪arɔ l̪ekʰarɔ d̪̤ɔrɔnɔ kʰubɔ s̪un̪d̪ɔrɔ
আপনার ছবিটি দেখে মন ভরে গেলো, ময়মনসিংহঃ আফনের ছবিডা দেইক্ষা মন ভইরা গেল,menʃɪn ɐpʰoneɾ cʰobɪdɐ d̪e͡ɪ̯kkʰɐ mon bʱo͡ɪ̯ɾɐ gɛlo,apn̪arɔ t͡ɕʰɔbiti d̪ekʰe mɔn̪ɔ b̤ɔre ɡel̪o
খুব সুন্দর কথা বলেছেন, ময়মনসিংহঃ খুব সুন্দর কথা কইসেন,mɔʲenʃɔn kʰub ʃund̪ɔɾ kɔt̪ʰɐ ko͡ɪ̯ʃen,kʰubɔ s̪un̪d̪ɔrɔ kɔt̪ʰa bɔl̪et͡ɕʰen̪
আপনার মজার মজার কথা শুনলে সারা দিন মন ভালো থাকে, ময়মনসিংহঃ আফনের মজার মজার কথা হুনলে সারা দিন মন ভালা থাহে, mɔpʰoneɾ mɔɟɐɾ mɔɟɐɾ kɔt̪ʰɐ hunle ʃɐɾɐ d̪ɪn mon bʱɐlɐ t̪ʰɐhe,apn̪arɔ mɔd͡ʑarɔ mɔd͡ʑarɔ kɔt̪ʰa ɕun̪l̪e s̪ara d̪in̪ɔ mɔn̪ɔ b̤al̪o t̪ʰake
একদিন সুন্দর একটি বাগানে একটি মেয়ে হাঁটছিল, ময়মনসিংহঃ একদিন সুন্দর একটা বাগানে একটা মাইয়া হাঁটতাসিল, menʃɪn ɛkd̪ɪn ʃund̪ɔɾ ɛktɐ bɐgɐne ɛktɐ mɐ͡ɪ̯ʲɐ hɐ̃tt̪ɐʃɪl,ekd̪in̪ɔ s̪un̪d̪ɔrɔ ekti baɡan̪e ekti mee̯e hɔ̃tɔt͡ɕʰil̪
সে আকাশে উড়ন্ত পাখির গান শোনতেই মন খুশি হয়ে উঠত, ময়মনসিংহঃ হেই আকাশে উড়ন্ত পক্ষির গান হুনতেই মন খুশি হয়া উঠত,mɪmɪnʃ he͡ɪ̯ ɐkɐʃe uɽont̪o pokkʰɪɾ gɐn hunt̪e͡ɪ̯ mon kʰuʃɪ hɔʲɐ utʰt̪o,s̪e akaɕe uɽɔn̪t̪ɔ pakʰirɔ ɡan̪ɔ ɕon̪t̪ei mɔn̪ɔ kʰuɕi he̯e utʰɔt̪ɔ
সে ফুলগুলোর রঙিন মেলা দেখে হৃদয় ভরে যায়, ময়মনসিংহঃ হেই ফুলগুলার রঙিন মেলা দেইক্ষা হৃদয় ভইরা যায়,mɪmɪnʃ he͡ɪ̯ pʰulgulɐɾ ɾoŋɪn mɛlɐ d̪e͡ɪ̯kkʰɐ ɾɪd̪ɔe̯ bʱo͡ɪ̯ɾɐ ɟɐe̯,s̪e ɸul̪ɡul̪orɔ rɔŋin̪ɔ mel̪a d̪ekʰe hɽid̪e̯ɔ b̤ɔre d͡zae̯
তার পাশে থাকা পুতুলগুলো সেই মেয়ের সাথে খেলতে আসে, ময়মনসিংহঃ তার ফাশে থাকা পুতুলগুলা হেই ছেড়ির সাথে খেলতে আসে,mɪnʃɪn t̪ɐɾ pʰɐʃe t̪ʰɐkɐ put̪ulgulɐ he͡ɪ̯ cʰeɽɪɾ ʃɐt̪ʰe kʰelt̪e ɐʃe,t̪arɔ paɕe t̪ʰaka put̪ul̪ɡul̪o s̪ei mee̯erɔ s̪at̪ʰe kʰel̪t̪e as̪e
সে আরও একটি বন্ধু বানাতে চায় যার নাম ছিল রাহাত, ময়মনসিংহঃ হেয় আরও একটা বন্ধু বানাইতে চায় যার নাম আসিন রাহাত,mɪmenʃɪn hee̯ ɐɾɔ͡o̯ ɛktɐ bond̪ʱu bɐnɐ͡ɪ̯t̪e cɐe̯ ɟɐɾ nɐm ɐʃɪn ɾɐhɐt̪,s̪e aro ekti bɔn̪d̪̤u ban̪at̪e t͡ɕae̯ɔ d͡zarɔ n̪amɔ t͡ɕʰil̪ɔ rahat̪
তোমার বন্ধুরা সত্যিই ভালো হৃদয়ের মানুষ, ময়মনসিংহঃ তোমার বন্ধুরা আসলেই ভালো মনের মানুষ,mɪmɪng t̪omɐɾ bond̪ʱuɾɐ ɐʃole͡ɪ̯ bʱɐlo moneɾ mɐnuʃ,t̪omarɔ bɔn̪d̪̤ura s̪ɔt̪d͡zii b̤al̪o hɽid̪e̯erɔ man̪uʂ
তোমার বন্ধুরা সবাই খুব মেধাবী, ময়মনসিংহঃ তোমার বন্ধুরা বেহেই মেলা মেধাবী,mɪmenʃɔn t̪omɐɾ bond̪ʱuɾɐ behe͡ɪ̯ mɛlɐ med̪ʱɐbɪ,t̪omarɔ bɔn̪d̪̤ura s̪ɔbai kʰubɔ med̪̤abi
তোমার বন্ধুদের কাছে থাকতে খুব ভালো লাগে, ময়মনসিংহঃ তোমার বন্ধুরার কাসে থাকতে খুব ভালা লাগে, menʃɔn t̪omɐɾ bond̪ʱuɾɐɾ kɐʃe t̪ʰɐkt̪e kʰub bʱɐlɐ lɐge,t̪omarɔ bɔn̪d̪̤ud̪erɔ kat͡ɕʰe t̪ʰakt̪e kʰubɔ b̤al̪o l̪aɡe
বিয়ের পর মোটা হবে এমন স্বপ্ন নিয়ে বেঁচে আছে হাজারো পাতলা মেয়ে, ময়মনসিংহঃ বিয়ার পর মোডা হইব এমন স্বপ্ন নিয়া বাইচ্চা আসে হাজারো পাতলা মাইয়া,menʃɪnho bɪʲɐɾ pɔɾ modɐ ho͡ɪ̯bo ɛmon ʃɔpno nɪʲɐ bɐ͡ɪ̯ccɐ ɐʃe hɐɟɐɾo pɐt̪lɐ mɐ͡ɪ̯ʲɐ,bie̯erɔ pɔrɔ mota hɔbe emɔn̪ɔ s̪bɔpn̪ɔ n̪ie̯e beঁt͡ɕe at͡ɕʰe had͡ʑaro pat̪l̪a mee̯e
"মেয়েরা যে হারে ভদ্র ছেলে খুঁজছে, ভয় লাগছে কোনো দিন আমি কিডন্যাপ হয়ে না যাই"," ময়মনসিংহঃ মাইয়ারা যে হারে ভদ্র পোলা খুঁজতাসে, ভয় লাগতাসে কোনো দিন আমি কিডন্যাপ হয়া না যাই"," menʃɪnh mɐ͡ɪ̯ʲɐɾɐ ɟe hɐɾe bʱɔd̪ɾo polɐ kʰũɟt̪ɐʃe, bʱɔe̯ lɐgt̪ɐʃe kono d̪ɪn ɐmɪ kɪdonnɐp ","mee̯era d͡ze hare b̤ɔd̪rɔ t͡ɕʰel̪e kʰuঁd͡ʑɔt͡ɕʰe, b̤e̯ɔ l̪aɡt͡ɕʰe kon̪o d̪in̪ɔ ami kidɔn̪d͡zapɔ he̯e n̪a d͡zai"
"খন তোমার একা লাগবে, তুমি চারদিকে কিছুই দেখতে পাবে না"," ময়মনসিংহঃ খন তোমার একা লাগব, তুমি চারদিকে কিছুই দেখতে পাইবা না","mɔʲensɪn kʰɔn t̪omɐɾ ɛkɐ lɐgbo, t̪umɪ cɐɾd̪ɪke kɪcʰu͡ɪ̯ d̪ekʰt̪e pɐ͡ɪ̯bɐ nɐ","kʰɔn̪ɔ t̪omarɔ eka l̪aɡbe, t̪umi t͡ɕard̪ike kit͡ɕʰui d̪ekʰt̪e pabe n̪a"
আজ সিঙ্গেল বলে কারো জন্য হাত কাটতে পারি না, ময়মনসিংহঃ আজ সিঙ্গেল বইল্লা কারো লাইজ্ঞা হাত কাটতে ফারি না,menʃɪn ɐɟ ʃɪŋgel bo͡ɪ̯llɐ kɐɾo lɐ͡ɪ̯ggɐ hɐt̪ kɐtt̪e pʰɐɾɪ nɐ,ad͡ʑɔ s̪iŋɡel̪ɔ bɔl̪e karo d͡ʑɔn̪d͡zɔ hat̪ɔ katt̪e pari n̪a
সিনেমায় বিয়ের পর গল্প শেষ হয়ে যায় আর বাস্তব জীবনে বিয়ের পরই সিনেমা শুরু হয়, ময়মনসিংহঃ সিনেমায় বিয়ের পর গল্প শেষ হয়ে যায় আর বাস্তব জীবনে বিয়ের পরই সিনেমা শুরু হয়, menoʃɪnemɐe̯ bɪʲeɾ pɔɾ gɔlpo ʃeʃ hoʲe ɟɐe̯ ɐɾ bɐst̪ob ɟɪbone bɪʲeɾ pɔɾɪ sɪnemɐ ʃuɾu hɔe̯,s̪in̪emae̯ɔ bie̯erɔ pɔrɔ ɡɔl̪pɔ ɕeʂɔ he̯e d͡zae̯ɔ arɔ bas̪t̪ɔbɔ d͡ʑibn̪e bie̯erɔ pɔri s̪in̪ema ɕuru he̯ɔ
"আজ গরিব বলে পৃথিবীতে থাকি,বড়লোক হলে মঙ্গল গ্রহে থাকতাম"," ময়মনসিংহঃ আজ গরিব বইল্লা পৃথিবীতে থাকি, বড়লোক হইলে মঙ্গল গ্রহে থাকতাম","mɔʲenʃɔn ɐɟ goɾɪb bo͡ɪ̯llɐ pɾɪt̪ʰɪbɪt̪e t̪ʰɐkɪ, boɽolok ho͡ɪ̯le moŋgol gɾohe t̪ʰɐkt̪ɐm","ad͡ʑɔ ɡɔribɔ bɔl̪e pɽit̪ʰibit̪e t̪ʰaki,bɔɽɔl̪okɔ hɔl̪e mɔŋɡɔl̪ɔ ɡɔrɔhe t̪ʰakt̪am"
একমাত্র মেয়েরাই পারে অবলা ছেলেদের সহজ সরল মনটা কে ফুটবল ভেবে খেলা করতে, ময়মনসিংহঃ একমাত্র মাইয়ারাই ফারে অবলা পোলাদের সহজ সরল মনটা রে ফুটবল ভাইব্বা খেলা করতে,menʃɪng ɛkmɐt̪ɾo mɐ͡ɪ̯ʲɐɾɐ͡ɪ̯ pʰɐɾe ɔblɐ polɐd̪eɾ ʃɔhoɟ ʃɔɾol montɐ ɾe pʰutbɔl bʱɐ͡ɪ̯bb,ekmat̪rɔ mee̯erai pare obl̪a t͡ɕʰel̪ed̪erɔ s̪ɔhɔd͡ʑɔ s̪ɔrɔl̪ɔ mɔn̪ɔta ke ɸutɔbɔl̪ɔ b̤ebe kʰel̪a kɔrɔt̪e
মাঝে মাঝে মন চায় থেমে থাকা গাড়ির নিচে পরে মরে যাই, ময়মনসিংহঃ মাঝে মাঝে মনডা চায় থাইম্মা থাকা গাড়ির নিচে পইরা মইরা যাই,mɔʲenʃɔn mɐɟʱe mɐɟʱe mondɐ cɐe̯ t̪ʰɐ͡ɪ̯mmɐ t̪ʰɐkɐ gɐɽɪɾ nɪce po͡ɪ̯ɾɐ mo͡ɪ̯ɾɐ ɟɐ͡ɪ̯,mad͡ʑ̤e mad͡ʑ̤e mɔn̪ɔ t͡ɕae̯ɔ t̪ʰeme t̪ʰaka ɡaɽirɔ n̪it͡ɕe pɔre mɔre d͡zai
"বউকে ভালোবাসতে শিখুন, কিন্তু কার বউ সেটা দেখার বিষয় না"," ময়মনসিংহঃ বউরে ভালোবাসতে শিখেন, কিন্তু কার বউ হেইডা দেহার বিষয় না","menʃɪnh bo͡u̯ɾe bʱɐlobɐʃt̪e ʃɪkʰen, kɪnt̪u kɐɾ bɔ͡u̯ he͡ɪ̯dɐ d̪ehɐɾ bɪʃɔe̯ nɐ","buke b̤al̪obas̪t̪e ɕikʰun̪ɔ, kin̪t̪u karɔ bu s̪eta d̪ekʰarɔ biʂe̯ɔ n̪a"
একবার ধরলে হাত ছাড়বেনা কখনো রোগা পাতলা মেয়ে গুলোকে দেখে মনে হয় ভিটামিনের বোতল কিনে দিই, ময়মনসিংহঃ একবার ধরলে হাত ছাড়বেনা কহনো রোগা পাতলা মাইয়া গুলারে দেইক্ষা মনে হয় ভিটামিনের বোতল কিন্না দেই,mɔʃɪnho ɛkbɐɾ d̪ʱoɾle hɐt̪ cʰɐɽbenɐ kɔhono ɾogɐ pɐt̪lɐ mɐ͡ɪ̯ʲɐ gulɐɾe d̪e͡ɪ̯kkʰɐ mone hɔe̯,ekbarɔ d̪̤ɔrɔl̪e hat̪ɔ t͡ɕʰaɽben̪a kɔkʰɔn̪o roɡa pat̪l̪a mee̯e ɡul̪oke d̪ekʰe mɔn̪e he̯ɔ b̤itamin̪erɔ bot̪ɔl̪ɔ kin̪e d̪ii
স্বপ্ন দেখলাম ক্রাশের সাথে ঘুরতে গেছি তার পর যা হলো সব ইতিহাস, ময়মনসিংহঃ স্বপ্ন দেখলাম ক্রাশের সাথে ঘুরতে গেসি তার পর যা হইলো বেগ ইতিহাস,mɔnoʃɔpno d̪ekʰlɐm kɾɐʃeɾ ʃɐt̪ʰe gʱuɾt̪e gesɪ t̪ɐɾ pɔɾ ɟɐ ho͡ɪ̯lo beg ɪt̪ɪhɐʃ,s̪bɔpn̪ɔ d̪ekʰl̪amɔ kraɕerɔ s̪at̪ʰe ̤ɡ̤urt̪e ɡet͡ɕʰi t̪arɔ pɔrɔ d͡za hɔl̪o s̪ɔbɔ it̪ihas̪
"যখন ভাবি তুমি ছাড়া আমার জীবনটা অন্ধকার, ঠিক তখনই কারেন্ট চলে আসে"," ময়মনসিংহঃ যহন ভাবি তুমি ছাড়া আমার জীবনডা আন্ধার, ঠিক তহনই কারেন্ট চইল্লা আসে","mɔʃɪng ɟɔhon bʱɐbɪ t̪umɪ cʰɐɽɐ ɐmɐɾ ɟɪbɔndɐ ɐnd̪ʱɐɾ, tʰɪk t̪ɔhonɪ kɐɾent co͡ɪ̯llɐ ɐʃe","d͡zɔkʰɔn̪ɔ b̤abi t̪umi t͡ɕʰaɽa amarɔ d͡ʑibɔn̪ɔta on̪d̪̤ɔkarɔ, tʰikɔ t̪ɔkʰɔn̪i karen̪tɔ t͡ɕɔl̪e as̪e"
"বউ হারালে বউ পাওয়া যায়, কিন্তু বন্ধুকে টাকা দিলে সেটা আর ফেরত পাওয়া যায় না"," ময়মনসিংহঃ বউ হারাইলে বউ পাওয়ন যায়, কিন্তু বন্ধুরে টেহা দিলে হেইডা আর ফেরত পাওয়ন যায় না","mɔʲensɪg bɔ͡u̯ hɐɾɐ͡ɪ̯le bɔ͡u̯ pɐ͡o̯ʲon ɟɐe̯, kɪnt̪u bond̪ʱuɾe tehɐ d̪ɪle he͡ɪ̯dɐ ɐɾ pʰeɾ","bu haral̪e bu paoe̯a d͡zae̯ɔ, kin̪t̪u bɔn̪d̪̤uke taka d̪il̪e s̪eta arɔ ɸerɔt̪ɔ paoe̯a d͡zae̯ɔ n̪a"
"চুল পরার সমস্যা নিয়ে ডাক্তারের কাছে গেছিলাম, গিয়ে দেখি ডাক্তার নিজেই টাক"," ময়মনসিংহঃ চুল পরার সমস্যা লয়া ডাক্তারের কাসে গেছিলাম, গিয়া দেহি ডাক্তার নিজেই টাক","mɔʲenʃɔn cul pɔɾɐɾ ʃɔmoʃʃɐ lɔʲɐ dɐkt̪ɐɾeɾ kɐʃe gecʰɪlɐm, gɪʲɐ d̪ehɪ dɐkt̪ɐɾ nɪɟe͡ɪ̯ tɐ","t͡ɕul̪ɔ pɔrarɔ s̪ɔmɔs̪d͡za n̪ie̯e dakt̪arerɔ kat͡ɕʰe ɡet͡ɕʰil̪amɔ, ɡie̯e d̪ekʰi dakt̪arɔ n̪id͡ʑei tak"
"ভালো মানুষ নাকি বেশি দিন বাঁচে না, এটা শোনার পর খুব টেনশনে আছি"," ময়মনসিংহঃ ভালো মানুষ নাকিতা বেশি দিন বাঁচে না, এটা হুনার পর খুব টেনশনে আছি","mɔʲensɪng bʱɐlo mɐnuʃ nɐkɪt̪ɐ beʃɪ d̪ɪn bɐ̃ce nɐ, etɐ hunɐɾ pɔɾ kʰub tenʃɔne ɐcʰɪ","b̤al̪o man̪uʂɔ n̪aki beɕi d̪in̪ɔ bɔ̃t͡ɕe n̪a, eta ɕon̪arɔ pɔrɔ kʰubɔ ten̪ɔɕɔn̪e at͡ɕʰi"
তোকে ভুলে যাওয়ার জন্য আমি ভালোবাসিনি, ময়মনসিংহঃ তোরে ভুইল্লা যাওয়ার লাইজ্ঞা আমি ভালোবাসি নাই,menʃɪn t̪oɾe vu͡ɪ̯llɐ zɐ͡o̯ʷɐɾ lɐ͡ɪ̯ggɐ ɐmɪ vɐlobɐʃɪ nɐ͡ɪ̯,t̪oke b̤ul̪e d͡zaoe̯arɔ d͡ʑɔn̪d͡zɔ ami b̤al̪obas̪in̪i
"নিজেকে কখনো বেকার ভাববেন না, মনে রাখবেন আপনার শরীরের রক্ত দিয়ে হাজারো মশার সংসার চলে"," ময়মনসিংহঃ নিজেরে কহনো বেকার ভাববেন না, মনে রাখবেন আফনের শরীরের রক্ত দিয়ে হাজারডা মশার সংসার চলে","mɔʃɪng nɪɟeɾe kɔhono bɛkɐɾ bʱɐbben nɐ, mone ɾɐkʰben ɐpʰoneɾ ʃoɾɪɾeɾ ɾɔkt̪o d̪ɪʲe hɐɟɐɾdɐ mɔ","n̪id͡ʑeke kɔkʰɔn̪o bekarɔ b̤abben̪ɔ n̪a, mɔn̪e rakʰben̪ɔ apn̪arɔ ɕɔrirerɔ rɔkt̪ɔ d̪ie̯e had͡ʑaro mɔɕarɔ s̪ɔŋs̪arɔ t͡ɕɔl̪e"
বাবু খেয়েছো বলার মানুষটা নেই বলে আজ আমি এতো রোগা, ময়মনসিংহঃ বাবু খাইছো বলার মানুষটা নাই বইল্লা আইজ আমি এতো রোগা,menʃɪnho bɐbu kʰɐ͡ɪ̯cʰo bɔlɐɾ mɐnuʃtɐ nɐ͡ɪ̯ bo͡ɪ̯llɐ ɐ͡ɪ̯ɟ ɐmɪ et̪o ɾogɐ,babu kʰee̯et͡ɕʰo bɔl̪arɔ man̪uʂta n̪ei bɔl̪e ad͡ʑɔ ami et̪o roɡa
"পাশের বাড়ির মেয়েটাকে ভালো লেগেছিল, পরে জানতে পারলাম মেয়েটা ছুটির দিনেও কলেজে যায়"," ময়মনসিংহঃ পাশের বাড়ির ছেড়িটারে ভালা লাগছিল, পরে জানতে পারলাম ছেড়িডা ছুটির দিনেও কলেজে যায়","mɪnʃɪn pɐʃeɾ bɐɽɪɾ cʰeɽɪtɐɾe bʱɐlɐ lɐgcʰɪlo, pɔɾe ɟɐnt̪e pɐɾlɐm cʰeɽɪdɐ cʰutɪɾ d̪ɪne͡o̯","paɕerɔ baɽirɔ mee̯etake b̤al̪o l̪eɡet͡ɕʰil̪ɔ, pɔre d͡ʑan̪t̪e parl̪amɔ mee̯eta t͡ɕʰutirɔ d̪in̪eo kɔl̪ed͡ʑe d͡zae̯"
"আজ আমি রোগা, তাই জন্য মানুষ আমাকে নিয়ে উল্টোপাল্টা সন্দেহ করে"," ময়মনসিংহঃ আজ আমি রোগা, তাই জন্য মানুষ আমারে নিয়া উল্টোপাল্টা সন্দেহ করে","menʃɪn ɐɟ ɐmɪ ɾogɐ, t̪ɐ͡ɪ̯ ɟonno mɐnuʃ ɐmɐɾe nɪʲɐ ultopɐltɐ ʃɔnd̪eho koɾe","ad͡ʑɔ ami roɡa, t̪ai d͡ʑɔn̪d͡zɔ man̪uʂɔ amake n̪ie̯e ul̪topal̪ta s̪ɔn̪d̪ehɔ kɔre"
কেউ আমার মাকে বলে দিও আমি বিয়ে করবো, ময়মনসিংহঃ কেউ আমার মারে কয়া দিও আমি বিয়া করবাম,mɔʲensɪn ke͡u̯ ɐmɐɾ mɐɾe kɔʲɐ d̪ɪ͡o̯ ɐmɪ bɪʲɐ koɾbɐm,keu amarɔ make bɔl̪e d̪io ami bie̯e kɔrɔbo
হাসতে হাসতে সিগারেট খাওয়া ছেলেটা একদিন কাশতে কাশতে মরে যাবে, ময়মনসিংহঃ হাসতে হাসতে সিগারেট খাওয়া ছেড়াডা একদিন কাশতে কাশতে মইরা যাইব,mɔnoʃɪn hɐʃt̪e hɐʃt̪e ʃɪgɐɾet kʰɐ͡o̯ʷɐ cʰeɽɐdɐ ɛkd̪ɪn kɐʃt̪e kɐʃt̪e mo͡ɪ̯ɾɐ ɟɐ͡ɪ̯bo,has̪t̪e has̪t̪e s̪iɡaretɔ kʰaoe̯a t͡ɕʰel̪eta ekd̪in̪ɔ kaɕt̪e kaɕt̪e mɔre d͡zabe
কোনো এক রাতে তুমি আর আমি পাশাপাশি বসে সূর্য দেখবো," ময়মনসিংহঃ কোন এক রাইতে তুমি আর আমি পাশাপাশি বয়া চাঁদ দেখবাম
","mɔʲensɪng kon ɛk ɾɐ͡ɪ̯t̪e t̪umɪ ɐɾ ɐmɪ pɐʃɐpɐʃɪ bɔʲɐ cɐ̃d̪ d̪ekʰbɐm
",kon̪o ekɔ rat̪e t̪umi arɔ ami paɕapaɕi bɔs̪e s̪urd͡zɔ d̪ekʰbo
আপনাদের কি শুক্রবার সকালে সময় হবে?, ময়মনসিংহঃ আফনেরার কি শুক্রবার সকালে সময় হইব?,menʃɪn ɐpʰoneɾɐɾ kɪ ʃukɾobɐɾ ʃɔkɐle ʃɔmɔe̯ ho͡ɪ̯bo?,apn̪ad̪erɔ ki ɕukrɔbarɔ s̪ɔkal̪e s̪ɔme̯ɔ hɔbe?
যদি আমি ভুল করি তাহলে আমাকে দয়া করে শুধরে দিবেন, ময়মনসিংহঃ যদি আমি ভুল করি তাইলে আমারে দয়া কইরা শুধরায়া দিবেন,mɔʲenos ɟod̪ɪ ɐmɪ bʱul koɾɪ t̪ɐ͡ɪ̯le ɐmɐɾe d̪ɔʲɐ ko͡ɪ̯ɾɐ ʃud̪ʱɔɾɐʲɐ d̪ɪben,d͡zɔd̪i ami b̤ul̪ɔ kɔri t̪ahɔl̪e amake d̪e̯a kɔre ɕud̪̤re d̪iben̪
আমি কি শুধু একটা জিনিস বলতে পারি দয়া করে?, ময়মনসিংহঃ আমি কি খালি একটা জিনিস কইতে ফারি দয়া কইরা?,menʃɪn ɐmɪ kɪ kʰɐlɪ ɛktɐ ɟɪnɪʃ ko͡ɪ̯t̪e pʰɐɾɪ d̪ɔʲɐ ko͡ɪ̯ɾɐ?,ami ki ɕud̪̤u ekta d͡ʑin̪is̪ɔ bɔl̪ɔt̪e pari d̪e̯a kɔre?
আপনার কোনো প্রশ্ন আছে?, ময়মনসিংহঃ আফনের কুনো প্রশ্ন আসে?,menʃɪnho ɐpʰoneɾ kuno pɾosno ɐʃe?,apn̪arɔ kon̪o prɔɕn̪ɔ at͡ɕʰe?
একটা কথাও আর বলবে না, ময়মনসিংহঃ একটা কথাও আর কইবা না,menʃɪn ɛktɐ kɔt̪ʰɐ͡o̯ ɐɾ ko͡ɪ̯bɐ nɐ,ekta kɔt̪ʰao arɔ bɔl̪ɔbe n̪a
আপনারা যারা আমাকে এখনো চিনেন না, ময়মনসিংহঃ আফনেরা যারা আমারে এহনো চিনেন না,menʃɪn ɐpʰoneɾɐ ɟɐɾɐ ɐmɐɾe ehono cɪnen nɐ,apn̪ara d͡zara amake ekʰn̪o t͡ɕin̪en̪ɔ n̪a
তিনি আমার সাথে দেখা করলেন, ময়মনসিংহঃ উনি আমার লগে দেখা করলেন,menʃɪn unɪ ɐmɐɾ lɔge d̪ɛkʰɐ koɾlen,t̪in̪i amarɔ s̪at̪ʰe d̪ekʰa kɔrɔl̪en̪
আমি পাঁচ বছর চাকরি করেছিলাম, ময়মনসিংহঃ আমি পাঁচ বছর চাকরি করসিলাম,mɔnoʃɪn ɐmɪ pɐ̃c bɔcʰoɾ cɐkɾɪ koɾsɪlɐm,ami pɔ̃t͡ɕɔ bɔt͡ɕʰɔrɔ t͡ɕakri kɔret͡ɕʰil̪am
আমার কিন্তু সোভিয়েত দেশ ভালো লাগত, ময়মনসিংহঃ আমার কিন্তু সোভিয়েত দেশ ভালা লাগত,menoʃɔg ɐmɐɾ kɪnt̪u ʃobʱɪʲet̪ d̪eʃ bʱɐlɐ lɐgt̪o,amarɔ kin̪t̪u s̪ob̤ie̯et̪ɔ d̪eɕɔ b̤al̪o l̪aɡɔt̪ɔ
অনেকগুলো রাশিয়ান শব্দ শিখেছিলাম, ময়মনসিংহঃ অনেকগুলা রাশিয়ান শব্দ শিখসিলাম,menʃɔn ɔnekgulɐ ɾɐʃɪʲɐn ʃɔbd̪o ʃɪkʰsɪlɐm,on̪ekɡul̪o raɕie̯an̪ɔ ɕɔbd̪ɔ ɕikʰet͡ɕʰil̪am
হঠাৎ শীত করে উঠল আমার, ময়মনসিংহঃ হঠাৎ শীত কইরা উঠল আমার,mɔʲensɪn hɔtʰɐt̪ ʃɪt̪ ko͡ɪ̯ɾɐ utʰl ɐmɐɾ,hɔtʰat̪ɔ ɕit̪ɔ kɔre utʰɔl̪ɔ amar
