bangla_speech_word,bangla_speech_ipa,barishal_word,barishal_ipa,sylhet_word,sylhet_ipa,mymensingh_word,mymensingh_ipa,noakhali_word,noakhali_ipa,chittagong_word,chittagong_ipa,english_translation,PIE_root,PIE_gloss
দু,d̪u,দুই,d̪u͡ɪ̯,দুই,d̪u͡ɪ̯,দুই,d̪u͡ɪ̯,দুই,d̪u͡ɪ̯,দু,d̪u,Two,du̯ō(u),two
দুই,d̪ui,দুজ্ঞা,d̪uggɐ,দুই,d̪u͡ɪ̯,দুই,d̪u͡ɪ̯,আরও,ɐɾɔ͡o̯,দুইবচর,d̪u͡ɪ̯bɔcɔɾ,Two,du̯ō(u),two
দুইজন,d̪uid͡ʑɔn̪ɔ,দুইজন,d̪u͡ɪ̯ɟɔn,দুইজন,d̪u͡ɪ̯zɔn,দুইজন,d̪u͡ɪ̯ɟɔn,দুইজন,d̪u͡ɪ̯zɔn,বই,bo͡ɪ̯,Two,du̯ō(u),two
দুইটা,d̪uita,দুজ্ঞা,d̪uggɐ,দুইগু,d̪u͡ɪ̯gu,দুইটা,d̪u͡ɪ̯tɐ,দুগা,d̪ugɐ,দুইয়ান,d̪u͡ɪ̯ʲɐn,Two,du̯ō(u),two
দুইটি,d̪uiti,দুজ্ঞা,d̪uggɐ,দুই,d̪u͡ɪ̯,দুইডা,d̪u͡ɪ̯dɐ,দুইআন,d̪u͡ɪ̯ɐn,দুওয়া,d̪u͡o̯ʷɐ,Two,du̯ō(u),two
দুইবেলা,d̪uibel̪a,দুইবেলা,d̪u͡ɪ̯belɐ,দুই,d̪u͡ɪ̯,দুইবেলা,d̪u͡ɪ̯belɐ,তিনবেলা,t̪ɪnbelɐ,দুই,d̪u͡ɪ̯,Twice,du̯ō(u),twice
দুজন,d̪ud͡ʑɔn̪ɔ,দুইজন,d̪u͡ɪ̯ɟɔn,দুইজন,d̪u͡ɪ̯ɟɔn,দুইজন,d̪u͡ɪ̯ɟɔn,দুইজন,d̪u͡ɪ̯ɟɔn,দুইযন,d̪u͡ɪ̯zɔn,Both,"ambhi , 1. to-",both
দুজনই,d̪ud͡ʑn̪i,হ্যারা,hɛɾɐ,তারা,t̪ɐɾɐ,দুইজনই,d̪u͡ɪ̯ɟɔnɪ,দোনোগা,d̪onogɐ,দুইজন,d̪u͡ɪ̯zɔn,Both,"ambhi , 1. to-",both
দুজনকে,d̪ud͡ʑɔn̪ɔke,দুইজনরে,d̪u͡ɪ̯ɟɔnɾe,দুয়োগুরে,d̪uʲoguɾe,দুইজনরে,d̪u͡ɪ̯ɟɔnɾe,দুইজনরে,d̪u͡ɪ̯ɟɔnɾe,দুজনরে,d̪uzɔnɾe,Both,"ambhi , 1. to-",both
দুজনে,d̪ud͡ʑn̪e,দুইজনে,d̪u͡ɪ̯ɟɔne,দুজনে,d̪uɟɔne,দুইজনে,d̪u͡ɪ̯ɟɔne,দুইজন,d̪u͡ɪ̯zɔn,না,nɐ,Both,"ambhi , 1. to-",both
দুজনেই,d̪ud͡ʑn̪ei,দুইজনই,d̪u͡ɪ̯ɟɔnɪ,দুয়োগু,d̪uʲogu,দুইজনেই,d̪u͡ɪ̯ɟɔne͡ɪ̯,দুইজন,d̪u͡ɪ̯ɟɔn,দুজনেই,d̪uɟɔne͡ɪ̯,Both,"ambhi , 1. to-",both
দুজনের,d̪ud͡ʑn̪erɔ,দুইজনের,d̪u͡ɪ̯ɟɔneɾ,দুজনের,d̪uɟɔneɾ,দুইজনের,d̪u͡ɪ̯ɟɔneɾ,দুইজনের,d̪u͡ɪ̯zɔneɾ,দুইজন,d̪u͡ɪ̯zɔn,Both,"ambhi , 1. to-",both
দুটি,d̪uti,দুজ্ঞা,d̪uggɐ,দুইটা,d̪u͡ɪ̯tɐ,দুইটা,ʃonɐɾ,স্বর্নের,ʃɔɾneɾ,গইরগে,go͡ɪ̯ɾge,Two,du̯ō(u),two
দুটো,d̪uto,দুইডা,d̪u͡ɪ̯dɐ,দুইটা,d̪u͡ɪ̯tɐ,দুইটা,d̪u͡ɪ̯tɐ,দুগা,d̪ugɐ,দুইয়ান,d̪u͡ɪ̯ʲɐn,Two,du̯ō(u),two
দুধ,d̪ud̪̤,দুধ,d̪ud̪ʱ,খানি,kʰɐnɪ,দুধ,d̪ud̪ʱ,দূধ,d̪ud̪ʱ,দুধ,d̪ud̪ʱ,Milk,mē̆lg̑-,milk
দুনিয়ার,d̪un̪ie̯arɔ,দুনিয়ার,d̪unɪʲɐɾ,দুনিয়ার,d̪unɪʲɐɾ,দুনিয়ার,d̪unɪʲɐɾ,দুন্নার,d̪unnɐɾ,দুনিয়ার,d̪unɪʲɐɾ,World,u̯ī̆ro-s,world
দুনিয়া,d̪un̪ie̯a,দুনিয়ায়,d̪unɪʲɐe̯,দুনিয়াত,d̪unɪʲɐt̪,দুনিয়া,d̪unɪʲɐ,দুনিয়া,d̪unɪʲɐ,দুনিয়াত,d̪unɪʲɐt̪,World,u̯ī̆ro-s,world
দুপাশে,d̪upaɕe,দুইপাশে,d̪u͡ɪ̯pɐʃe,দুই,d̪u͡ɪ̯,দুইপাশে,d̪u͡ɪ̯pɐʃe,দুহাশে,d̪uhɐʃe,দুইপাসদ্দি,d̪u͡ɪ̯pɐʃd̪d̪ɪ,Sides,2. sē(i)-,side
দুপুরের,d̪upurerɔ,দুফুরের,d̪upʰuɾeɾ,মাধানে,mɐd̪ʱɐne,দুপুরের,d̪upuɾeɾ,দুফুরে,d̪upʰuɾe,দুফুরত,d̪ufuɾt̪o,Noon,e-neu̯en,noon
দুরে,d̪ure,দূরে,d̪uɾe,দুরে,d̪uɾe,দুরে,d̪uɾe,দূরে,d̪uɾe,হোনমিক্কা,honmɪkkɐ,Far,2a. per-,far
দুর্বল,d̪urbɔl̪ɔ,দুর্বল,d̪uɾbol,দুর্বল,d̪uɾbol,দুর্বল,d̪uɾbol,দুর্বল,d̪uɾbol,দুর্বল,d̪uɾbol,Weak,4. u̯eik-,weak
দুর্যোগপ্রবণ,d̪urd͡zoɡɔprɔbɔnɔ,দুর্যোগপোরবণ,d̪uɾɟogpoɾbon,বাক্কা,bɐkkɐ,দুর্যোগপ্রবণ,d̪uɾɟogpɾobon,দুর্যোগ,d̪uɾɟog,দূর্যোগফ্রবন,d̪uɾɟogɔfɾobon,Disaster,2. stē̆r-,disaster
দুশ্চিন্তার,d̪uɕt͡ɕin̪t̪ar,চিন্তার,cɪnt̪ɐɾ,চিন্তার,cɪnt̪ɐɾ,দুশ্চিন্তার,d̪uʃcɪnt̪ɐɾ,দুশচিন্তার,d̪uʃcɪnt̪ɐɾ,দুচ্চিন্তার,d̪uccɪnt̪ɐɾ,Anxious,ang̑h-,anxious
দুষ্টু,d̪uʂtu,দুষ্টু,d̪uʃtu,যে,ɟe,দুষ্ট,d̪uʃto,দুইষ্ট,d̪u͡ɪ̯ʃto,যারগো,zɐɾgo,Naughty,1. nĕ,naughty
দূবল,d̪ubɔl̪ɔ,দূর্বল,d̪uɾbol,দুর্বল,d̪uɾbol,দূর্বল,d̪uɾbol,আইও,ɐ͡ɪ̯o,দুর্বল,d̪uɾbol,Bolt,bheld-,bolt
দূর,d̪urɔ,দূর,d̪uɾ,এখটা,ekʰtɐ,দূর,d̪uɾ,এগগা,ɛggɐ,ওজ্ঞা,fɐ͡ɐ̯ɾɔɾ,Out,ū̆d-,out
দূরে,d̪ure,দূরে,d̪uɾe,দুরই,d̪uɾɪ,দূরে,d̪uɾe,দূরে,d̪uɾe,দুরে,d̪uɾe,Far,2a. per-,far
দূর্বল,d̪urbɔl̪ɔ,ভাইব্বা,bʱɐ͡ɪ̯bbɐ,দূর্বল,d̪uɾbol,দূর্বল,d̪uɾbol,দূর্বল,bʱɐbɪ,ভাবি,vɐbɪ,Weak,4. u̯eik-,weak
দৃশ্যে,d̪ɽiɕd͡ze,দৃশ্যে,d̪ɾɪʃʃe,ওর,oɾ,দৃশ্যে,d̪ɾɪʃʃe,মনোরম,monoɾɔm,মনোরম,monoɾɔm,Sight,2. seku̯-,sight
দেওয়া,d̪eoe̯a,দেওয়া,d̪e͡o̯ʷɐ,দেওয়া,d̪e͡o̯ʷɐ,দেওয়ন,d̪e͡o̯ʲon,দেয়ন,d̪eʲon,দেয়া,d̪eʲɐ,Give,ghabh-,give
দেওয়ার,d̪eoe̯arɔ,দেওয়ার,d̪e͡o̯ʷɐɾ,দেওয়ার,d̪e͡o̯ʷɐɾ,দেওনের,d̪e͡o̯neɾ,দিবার,d̪ɪbɐɾ,দিবেল্লাই,d̪ɪbellɐ͡ɪ̯,Give,ghabh-,give
দেওয়া,d̪eoe̯a,দেওয়া,d̪e͡o̯ʷɐ,দেওয়া,d̪e͡o̯ʷɐ,দেওয়া,d̪e͡o̯ʷɐ,দেন,d̪ɛn,দন,d̪ɔn,Give,ghabh-,give
দেওয়ার,d̪eoe̯arɔ,দেওয়ার,d̪e͡o̯ʷɐɾ,দেওয়ার,d̪e͡o̯ʷɐɾ,দেওনের,d̪e͡o̯neɾ,দিবার,d̪ɪbɐɾ,দিবার,d̪ɪbɐɾ,Give,ghabh-,give
দেখছি,d̪ekʰt͡ɕʰi,দ্যাখতেয়াছি,d̪ɛkʰt̪eʲɐcʰɪ,দেখলাম,d̪ekʰlɐm,দেখতাসি,d̪ekʰt̪ɐʃɪ,দেইকছি,d̪e͡ɪ̯kcʰɪ,অরে,ɔɾe,See,2. seku̯-,see
দেখছো,d̪ekʰt͡ɕʰo,দ্যাখছো?,d̪ɛkʰcʰo?,দেখছো,d̪ekʰcʰo,দেখতাসো,d̪ekʰt̪ɐʃo?,দেইকছো,d̪e͡ɪ̯kcʰo,দেহর,d̪ehoɾ,See,2. seku̯-,see
দেখতে,d̪ekʰt̪e,দ্যাখতে,d̪ɛkʰt̪e,দেখতে,d̪ext̪e,দেখতে,d̪ekʰt̪e,হেতের,het̪eɾ,দেখতে,d̪ext̪e,See,2. seku̯-,see
দেখতেও,d̪ekʰt̪eo,দ্যাখতেও,d̪ɛkʰt̪e͡o̯,দেখতেও,d̪ekʰt̪e͡o̯,দেখতেও,d̪ekʰt̪e͡o̯,দেখতেও,d̪ekʰt̪e͡o̯,দেহিতও,d̪ehɪt̪o,Even,i̯em-,even
দেখবে,d̪ekʰbe,দ্যাখবা,d̪ɛkʰbɐ,দেখবা,d̪ekʰbɐ,দেখব,d̪ekʰbo,দেইকবা,d̪e͡ɪ̯kbɐ,আই,ɐ͡ɪ̯,See,2. seku̯-,see
দেখবেন,d̪ekʰben̪ɔ,দ্যাখবেন,d̪ɛkʰben,দেখবা,d̪ekʰbɐ,দেখবেন,d̪ekʰben,চাইবেন,cɐ͡ɪ̯ben,দেখিবান,d̪exɪbɐn,See,2. seku̯-,see
দেখলাম,d̪ekʰl̪am,দেখলাম,d̪ekʰlɐm,দেখলাম,d̪ekʰlɐm,দেখলাম,d̪ekʰlɐm,ছবি,cʰobɪ,দেইলাম,d̪e͡ɪ̯lɐm,See,2. seku̯-,see
দেখলাম,d̪ekʰl̪amɔ,দেখলাম,d̪ekʰlɐm,দেখলাম,d̪ekʰlɐm,দেখলাম,kɾɐʃeɾ,দেইকলাম,d̪e͡ɪ̯kɔlɐm,দেইলাম,d̪e͡ɪ̯lɐm,See,2. seku̯-,see
দেখলে,d̪ekʰl̪e,দেখলে,d̪ekʰle,দেখলে,d̪ekʰle,দেখলে,d̪ekʰle,টা,tɐ,দেইলে,d̪e͡ɪ̯le,Seeing,2. seku̯-,seen
দেখা,d̪ekʰa,দ্যাহা,d̪ɛhɐ,দেখা,d̪ɛkʰɐ,দেখা,d̪ɛkʰɐ,দেয়া,d̪eʲɐ,দেহা,d̪ehɐ,See,2. seku̯-,see
দেখান,d̪ekʰan̪,দ্যাহান,d̪ɛhɐn,ওগু,ogu,দেহান,d̪ehɐn,দেয়ান,d̪eʲɐn,ইবা,ɪbɐ,Show,1. keu-,show
দেখানো,d̪ekʰan̪o,দেহাইন্না,d̪ehɐ͡ɪ̯nnɐ,দেখানি,d̪ekʰɐnɪ,দেহানু,d̪ehɐnu,দেয়ানি,d̪eʲɐnɪ,দেখানো,d̪ɛxɐno,Show,1. keu-,show
দেখানোর,d̪ekʰan̪orɔ,দ্যাহাইন্নার,upɐe̯,আর,ɐɾ,দেহানুর,d̪ehɐnuɾ,দেখাইবার,d̪ɛkʰɐ͡ɪ̯bɐɾ,মুক,muk,Show,1. keu-,show
দেখাবো,d̪ekʰabo,মুখ,mu,দেখাইতাম,d̪ɛkʰɐ͡ɪ̯t̪,দেহায়াম,d̪ehɐʲɐm,দেয়াইয়ুম,d̪eʲɐ͡ɪ̯ʲum,দেহাইয়ুম,d̪ehɐ͡ɪ̯ʲu,Show,1. keu-,show
দেখায়,d̪ekʰae̯ɔ,দেহায়,kɐ͡u̯ɾe,দেখায়,d̪ekʰɐe̯,দেহায়,d̪ehɐe̯,দেখাত,d̪ɛkʰɐt̪,দেহাত,d̪ehɐt̪,Show,1. keu-,show
দেখার,d̪ekʰarɔ,দেহার,d̪ehɐɾ,দেইখ্খার,d̪e͡ɪ̯kʰkʰɐɾ,দেহার,d̪ehɐɾ,লাই,lɐ͡ɪ̯,দেহিবেরলাই,d̪ehɪbeɾlɐ͡ɪ̯,Seeing,2. seku̯-,seen
দেখাশোনা,d̪ekʰaɕon̪a,দ্যাহাশুনা,d̪ɛhɐʃunɐ,দেখাশুনা,d̪ekʰɐʃunɐ,দেহাশুনা,d̪ehɐʃunɐ,দেয়াশোনা,d̪eʲɐʃe͡ɐ̯nɐ,দেহা,d̪ehɐ,Care,g̑ā̆r-,care
দেখি,d̪ekʰi,দেহি,d̪ehɪ,দেখি,d̪ekʰɪ,দেখি,d̪ekʰɪ,সাই,sɐ͡ɪ̯,সাই,sɐ͡ɪ̯,See,2. seku̯-,see
দেখে,d̪ekʰe,দ্যাহে,d̪ɛhe,দেখে,d̪ekʰe,দেইক্ষা,d̪e͡ɪ̯kkʰɐ,দেয়ের,d̪eʲeɾ,দেহিয়েরে,d̪ehɪʲeɾe,Seeing,2. seku̯-,seen
দেখেই,d̪ekʰei,দ্যাইকখাই,d̪ɛ͡ɪ̯kkʰɐ͡ɪ̯,জানিয়াউ,ɟɐnɪʲɐ͡u̯,দেইক্ষাই,d̪e͡ɪ̯kkʰɐ͡ɪ̯,দেই,d̪e͡ɪ̯,দেহিয়্য্যেরে,d̪ehɪkkeɾe,By,ambhi,by
দেখেও,d̪ekʰeo,দ্যাইখাও,d̪ɛ͡ɪ̯kʰɐ͡o̯,দেখিয়াও,d̪ekʰɪʲɐ͡o̯,দেইক্ষাও,d̪e͡ɪ̯kkʰɐ͡o̯,দেই,d̪e͡ɪ̯,ইন,ɪn,Even,i̯em-,even
দেখেছ,d̪ekʰet͡ɕʰɔ,দ্যাখছো,d̪ɛkʰcʰo,দেখছি,d̪ekʰcʰɪ,দেখছ,d̪ekʰcʰo,চিন্তা,cɪnt̪ɐ,সাইয়িই,ʃɐ͡ɪ̯ʲɪ͡ɪ̯,See,2. seku̯-,see
দেখেছি,d̪ekʰet͡ɕʰi,দেখছি,d̪ekʰcʰɪ,দেখছি,d̪ekʰcʰɪ,দেখছি,d̪ekʰcʰɪ,দেখেছি,d̪ekʰecʰɪ,চাই,cɐ͡ɪ̯,See,2. seku̯-,see
দেখেছেন,d̪ekʰet͡ɕʰen̪ɔ,দ্যাখছেন?,d̪ɛkʰcʰen?,দেখছিলানি,d̪ekʰcʰɪlɐnɪ,দেখসেন,d̪ekʰʃen?,দেখছেন,d̪ekʰcʰen,দেইক্কুন্না?,d̪e͡ɪ̯kkunnɐ?,Saw,2. seku̯-,saw
দেখেছো,d̪ekʰet͡ɕʰo,দেখছো?,d̪ekʰcʰo?,দেখছো,d̪ekʰcʰo,দেখসো,d̪ɛkʰʃo?,দেইকছো,d̪e͡ɪ̯kcʰo,দেইক্কো,d̪e͡ɪ̯kko,Watched,u̯eg̑-,watch
দেখেন,d̪ekʰen̪ɔ,দেহেন,nɪɟe͡ɪ̯,দেখরা,d̪ɛkʰɾɐ,দেহেন,d̪ehen,সায়,sɐe̯,অর,ɔɾ,See,2. seku̯-,see
দেন,d̪en̪ɔ,দ্যান,d̪ɛn,দেইন,d̪e͡ɪ̯n,দেন,d̪ɛn,দেন,d̪ɛn,দেতোক,d̪et̪ok,Pay,pei̯(ə)-,pay
দেব,d̪ebɔ,দিমু,d̪ɪmu,দিমু,d̪ɪmu,দিমু,d̪ɪmu,দিয়ুম,d̪ɪʲum,দিয়্যুম,d̪ɪʲum,God,g̑hau-,god
দেবার,d̪ebarɔ,দেওয়ার,d̪e͡o̯ʷɐɾ,দেওয়ার,d̪e͡o̯ʷɐɾ,দেয়ার,d̪eʲɐɾ,দিবার,d̪ɪbɐɾ,দিবর,d̪ɪbɔɾ,Give,ghabh-,give
দেবে,d̪ebe,দেবা,d̪ebɐ,দিবা,d̪ɪbɐ,দিব,d̪ɪbo,দিবা,d̪ɪbɐ,দিবা,d̪ɪbɐ,Paid,pā̆k̑-,paid
দেবেন,d̪eben̪ɔ,দেবেন,d̪eben,দিবা,d̪ɪbɐ,দিবেন,d̪ɪben,দিবেন,d̪ɪben,আনি,ɐnɪ,Give,ghabh-,give
দেবো,d̪ebo,দিমু,d̪ɪmu,দিমু,d̪ɪmu,দিয়াম,d̪ɪʲɐm,দিয়ুম,d̪ɪʲum,অইয়ুম,ɔ͡ɪ̯ʲum,God,g̑hau-,god
দেয়,d̪ee̯ɔ,দ্যায়,d̪ɛe̯,যাতে,ɟɐt̪e,দেয়,d̪ee̯,দেয়,d̪ee̯,যিবার,zɪbɐɾ,Pay,pei̯(ə)-,pay
দেয়,d̪ee̯,দেয়,d̪ee̯,মারইন,mɐɾɪn,দেয়,d̪ee̯,দেয়,d̪ee̯,দেয়,d̪ee̯,Pay,pei̯(ə)-,pay
দেয়না,d̪ee̯n̪a,দ্যায়,d̪ɛe̯,দেয়,d̪ee̯,দেয়না,d̪eʲonɐ,হেতে,het̪e,নো,no,Give,ghabh-,give
দের,d̪erɔ,গো,go,লগে,lɔge,দের,d̪eɾ,গুনের,guneɾ,ঢং,dʱɔŋ,Detective,1. (s)teg-,detect
দেশ,d̪eɕ,পরধান,pɔɾd̪ʱɐn,গ্রামপ্রধান,gɾɐmpɾod̪ʱɐn,দেশ,d̪eʃ,হদান,hod̪ɐn,প্রদান,pɾod̪ɐn,Country,kom,country
দেশ,d̪eɕɔ,দেশ,d̪eʃ,দেশ,d̪eʃ,দেশ,d̪eʃ,দেশ,d̪eʃ,দেশ,d̪eʃ,Country,kom,country
দেশী,d̪eɕi,দেশী,d̪eʃɪ,দেশি,d̪eʃɪ,দেশী,d̪eʃɪ,দেশী,d̪eʃɪ,দেশী,d̪eʃɪ,Domestic,dem-,domestic
দেশীয়,d̪eɕie̯ɔ,দেশি,d̪eʃɪ,দেশি,d̪eʃɪ,দেশী,d̪eʃɪ,দেশি,d̪eʃɪ,দেশি,d̪eʃɪ,Domestic,dem-,domestic
দেশে,d̪eɕe,দেশে,d̪eʃe,দেশো,d̪eʃo,দেশে,d̪eʃe,দেশে,d̪eʃe,দেশর,d̪eʃɔɾ,Country,kom,country
দেশের,d̪eɕerɔ,দেশের,d̪eʃeɾ,দেশর,d̪eʃɔɾ,দেশের,d̪eʃeɾ,আমগো,ɐmgo,দেশর,d̪eʃɔɾ,Country,kom,country
দেহ,d̪ehɔ,দেহ,d̪eho,শরীর,ʃoɾɪɾ,দেহ,d̪eho,দেহ,d̪eho,সরিল,soɾɪl,Body,bhrā́ter-,boy
দেয়,d̪ee̯ɔ,দ্যায়,d̪ɛe̯,টুকাও,tukɐ͡o̯,দেয়,d̪ee̯,টোয়াও,toʷɐ͡o̯,দে,d̪e,Pay,pei̯(ə)-,pay
দেয়,d̪ee̯,দেয়,d̪ee̯,দিছইন,d̪ɪcʰɪn,দেয়,d̪ee̯,দেয়,d̪ee̯,দেয়,d̪ee̯,Pay,pei̯(ə)-,pay
দেয়া,d̪ee̯a,দেয়া,d̪eʲɐ,দেওয়া,d̪e͡o̯ʷɐ,দেয়া,d̪eʲɐ,দেন,d̪ɛn,দিয়ি,d̪ɪʲɪ,Give,ghabh-,give
দোকান,d̪okan̪,দোকান,d̪okɐn,ওর,oɾ,দোকান,d̪okɐn,দোয়ান,d̪oʲɐn,দোহান,d̪ohɐn,Shop,(s)keup-,shop
দোকান,d̪okan̪ɔ,দোকান,d̪okɐn,দোকান,d̪okɐn,দোকান,d̪okɐn,দোয়ান,d̪oʲɐn,দোহান,d̪ohɐn,Shop,(s)keup-,shop
দোষ,d̪oʂɔ,দোষ,d̪oʃ,দোষ,d̪oʃ,দোষ,d̪oʃ,ইয়ার,ɪʲɐɾ,ইবার,ɪbɐɾ,Guilt,2. g̑hel-,gilt
দৌড়াচ্ছে,d̪owɽat͡ɕt͡ɕʰe,দৌড়াইতেয়াছে,d̪o͡u̯ɽɐ͡ɪ̯t̪eʲɐcʰe,ফুটপাতো,futpɐt̪o,ফুটপাতে,pʰutpɐt̪e,রাস্তার,ɾɐst̪ɐɾ,দুরের,d̪uɾeɾ,Run,3. er-,run
দৌড়াল?,d̪owɽal̪ɔ?,দৌড়াইলে?,d̪o͡u̯ɽɐ͡ɪ̯le?,কেগুয়ে,keguʲe,দৌড়াইল?,d̪o͡u̯ɽɐ͡ɪ̯l?,দৌড়াইলো?,d̪o͡u̯ɽɐ͡ɪ̯lo?,দুরায়ে,d̪uɾɐʲe,Run?,3. er-,run
দৌড়ায়,d̪owɽae̯,দোউড়ায়,d̪o͡u̯ɽɐe̯,দৌড়ার,d̪o͡u̯ɽɐɾ,দৌড়ায়,d̪o͡u̯ɽɐe̯,দৌড়ায়,d̪o͡u̯ɽɐe̯,দুরায়ে,d̪uɾɐʲe,Run,3. er-,run
দ্বিতীয়,d̪bit̪ie̯ɔ,দুইনাম্বার,d̪u͡ɪ̯nɐmbɐɾ,দুই,d̪u͡ɪ̯,দ্বিতীয়,d̪ɪt̪ɪʲo,দ্বিতীয়,d̪ɪt̪ɪʲo,মামারা,mɐmɐɾɐ,Second,1. seku̯-,second
ধনী,d̪̤ɔn̪i,টাহা,tɐhɐ,ফয়সাআলা,pʰɔʲʃɐ͡ɐ̯lɐ,ধনী,d̪ʱonɪ,বড়লোকেরা,boɽolokeɾɐ,ধনী,d̪ʱonɪ,Rich,1. reg̑-,rich
ধরণ,d̪̤ɔrɔnɔ,ধরন,d̪ʱɔɾon,ধরন,d̪ʱɔɾon,ধরণ,d̪ʱɔɾon,ধরন,d̪ʱɔɾon,দরন,d̪ɔɾon,Type,1. (s)teu-,type
ধরন,d̪̤ɔrɔn̪ɔ,বাইল,bɐ͡ɪ̯l,ধরন,d̪ʱɔɾon,ধরন,d̪ʱɔɾon,ধরন,d̪ʱɔɾon,ধরণ,d̪ʱɔɾon,Type,1. (s)teu-,type
ধরনের,d̪̤ɔrɔn̪erɔ,ধরনের,d̪ʱɔɾoneɾ,ধরনের,d̪ʱɔɾoneɾ,জাতের,ɟɐt̪eɾ,ধরনের,d̪ʱɔɾoneɾ,দরনর,d̪ɔɾnoɾ,Kind,1. g̑en-,kind
ধরলে,d̪̤ɔrɔl̪e,ধরলে,d̪ʱoɾle,ধরলে,d̪ʱoɾle,ধরলে,d̪ʱoɾle,ধইরলে,d̪ʱo͡ɪ̯ɾle,দরিলে,d̪oɾɪle,Caught,kap-,caught
ধরা,d̪̤ɔra,ধরা,d̪ʱɔɾɐ,দরা,d̪ɔɾɐ,ধরা,d̪ʱɔɾɐ,ধরা,d̪ʱɔɾɐ,ধরা,d̪ʱɔɾɐ,Catch,kap-,catch
ধরুন,d̪̤ɔrun̪,ধরেন,d̪ʱɔɾen,ধরোউকা,d̪ʱoɾo͡u̯kɐ,ধরেন,d̪ʱɔɾen,ধরেন,d̪ʱɔɾen,ইবা,ɪbɐ,Assumed,em-,assume
ধরে,d̪̤ɔre,সর্দি,ʃɔɾd̪ɪ,সর্দি,ʃɔɾd̪ɪ,ধইরা,d̪ʱo͡ɪ̯ɾɐ,দিন,d̪ɪn,দিন,d̪oɾɪʲeɾe,On,4. an-,on
ধর্মের,d̪̤ɔrmerɔ,ধর্মের,d̪ʱɔɾmeɾ,ধর্মের,d̪ʱɔɾmeɾ,ধর্মের,d̪ʱɔɾmeɾ,ধর্মের,d̪ʱɔɾmeɾ,ধর্মর,d̪ʱɔɾmoɾ,Religion,4. leig-,religion
ধান,d̪̤an̪ɔ,ধান,d̪ʱɐn,ধান,d̪ʱɐn,ধান,d̪ʱɐn,ধান,d̪ʱɐn,ধান,d̪ʱɐn,Rice,2c. per-,price
ধার,d̪̤arɔ,টাহা,tɐhɐ,টেখা,tekʰɐ,ধার,d̪ʱɐɾ,ধার,d̪ʱɐɾ,গরি,goɾɪ,Edge,2. ak̑-,edge
ধারণা,d̪̤arna,মনে,mone,ধারনা,d̪ʱɐɾonɐ,ধারণা,d̪ʱɐɾonɐ,ধারনা,d̪ʱɐɾonɐ,দারোনা,d̪ɐɾonɐ,Concept,kap-,concept
ধারে,d̪̤are,ধারে,d̪ʱɐɾe,কান্দাত,kɐnd̪ɐt̪o,ধারে,d̪ʱɐɾe,ধারে,d̪ʱɐɾe,দারোত,d̪ɐɾot̪,Side,2. sē(i)-,side
ধিরে,d̪̤ire,আস্তে,ɐst̪e,আস্তে,ɐst̪e,ধিরে,d̪ʱɪɾe,ধীরে,d̪ʱɪɾe,ধিরে,d̪ʱɪɾe,Slow,2. lēg̑h-,low
ধুয়ে,d̪̤ue̯e,ধুইয়া,d̪ʱu͡ɪ̯ʲɐ,মুখ,mukʰ,ধুয়া,d̪ʱuʲɐ,ধুই,d̪ʱu͡ɪ̯,মুখ,mux,Washed,skot-,shed
নই,n̪i,না,nɐ,নায়,nɐe̯,না,nɐ,ন,n,নিশ্চিত,nɪʃcɪt̪o,Niece,nepōt-,niece
নগরের,n̪ɔɡɔrerɔ,শহরের,ʃɔhoɾeɾ,নগরের,nɔgoɾeɾ,নগরের,nɔgoɾeɾ,নগরীর,nɔgoɾɪɾ,নগরোত,nɔgoɾot̪,City,1. k̑ei-,city
নতুন,n̪ɔt̪un̪ɔ,নতুন,not̪un,গুতা,gut̪ɐ,নয়া,nɔʲɐ,গান,gɐn,নতুন,not̪un,New,neu̯os,new
নতুনরা,n̪ɔt̪un̪ra,নতুনরা,not̪unɾɐ,নয়া,nɔʲɐ,নতুনরা,not̪unɾɐ,নতুনগুন,not̪ungun,নতুনরা,not̪unɾɐ,New,neu̯os,new
নদী,n̪ɔd̪i,নদী,nod̪ɪ,ওইলো,o͡ɪ̯lo,নদী,bɐŋlɐd̪eʃeɾ,নদী,nod̪ɪ,বাংলাদেশঅর,bɐŋlɐd̪eʃɔɾ,Rivers,1. rei-,river
নদীর,n̪ɔd̪irɔ,নদীর,nod̪ɪɾ,প্রধান,pɾod̪ʱɐn,নদীর,nod̪ɪɾ,নদীর,nod̪ɪɾ,নদির,nod̪ɪɾ,River,1. rei-,river
নম্বর,n̪ɔmbɔrɔ,নাম্বার,nɐmbɐɾ,নাম্বার,nɐmbɐɾ,নম্বর,nɔmbɔɾ,নম্বর,nɔmbɔɾ,নাম্বার,nɐmbɐɾ,Number,1. nem-,number
নয়,n̪e̯ɔ,উলডা,uldɐ,নায়,nɐe̯,না,nɐ,বলতে,bolt̪e,নয়,nɔe̯,Nine,e-neu̯en,nine
নষ্ট,n̪ɔʂtɔ,নষ্ট,nɔʃto,নষ্ট,nɔʃto,নষ্ট,nɔʃto,নষ্ট,nɔʃto,হারাফ,hɐɾɐf,Ruined,rendh-,rind
না,n̪a,না,nɐ,না,nɐ,না,nɐ,তো,t̪o,অয়,ɔe̯,Not,"1. nĕ , u̯ek-ti-",not
