bangla_speech,regional,regional_ipa,bangla_speech_ipa
শিশুটি একটি বিড়াল ছানাকে আদর করছে,বরিশাল গেদুডা এউক্কা বিলোই ছাওরে আদর করতেয়াছে,bɐɾɪʃɐl ged̪udɐ ɛ͡u̯kkɐ bɪlo͡ɪ̯ cʰɐ͡o̯ɾe ɐd̪oɾ koɾt̪eʲɐcʰe,ɕiɕuti ekti biɽal̪ɔ t͡ɕʰan̪ake ad̪ɔrɔ kɔrɔt͡ɕʰe
লাকড়ির চুলায় রান্না করা খাবার খুব মজা,বরিশাল দাউরের উনানে রান্দা খাওন একছের মজা,bɐɾɔhɐ d̪ɐ͡u̯ɾeɾ unɐne ɾɐnd̪ɐ kʰɐ͡o̯n ɛkcʰeɾ mɔɟɐ,l̪akɽirɔ t͡ɕul̪ae̯ɔ ran̪n̪a kɔra kʰabarɔ kʰubɔ mɔd͡ʑa
আমার বড় ভাই বেগুন তরকারির ঝোল দুপুরে ভাত খেয়েছে,বরিশাল মোর বড় ভাই বাইগুন শালুনের হুররা দুফুরে ভাত খাইল্লে,bɐɾɔhɐl moɾ bɔɽo bʱɐ͡ɪ̯ bɐ͡ɪ̯gun ʃɐluneɾ huɾɾɐ d̪upʰuɾe bʱɐt̪ kʰɐ͡ɪ̯lle,amarɔ bɔɽɔ b̤ai beɡun̪ɔ t̪ɔrɔkarirɔ d͡ʑ̤ol̪ɔ d̪upure b̤at̪ɔ kʰee̯et͡ɕʰe
আমার আব্বু লাউ দিয়ে চিংড়ি মাছের ঝোল খুব পছন্দ করে,বরিশাল মোর আব্বায় কদু দিয়া ইছা মাছের হুররা মেলা পছন্দ করে, bɐɾɔhɐl moɾ ɐbbɐe̯ kod̪u d̪ɪʲɐ ɪcʰɐ mɐcʰeɾ huɾɾɐ mɛlɐ pɔcʰond̪o koɾe,amarɔ abbu l̪au d̪ie̯e t͡ɕiŋɽi mat͡ɕʰerɔ d͡ʑ̤ol̪ɔ kʰubɔ pɔt͡ɕʰɔn̪d̪ɔ kɔre
আমার শীতের দিনে গোসল করতে ভালো লাগে না,বরিশাল মোর শীতের কালে নাইতে ভালো লাগেনা,bɐɾɔhɐl moɾ ʃɪt̪eɾ kɐle nɐ͡ɪ̯t̪e bʱɐlo lɐgenɐ,amarɔ ɕit̪erɔ d̪in̪e ɡos̪ɔl̪ɔ kɔrɔt̪e b̤al̪o l̪aɡe n̪a
আমার বোন গ্রামের বাড়ীতে গিয়ে পুকুরে গোসল করে,বরিশাল মোর বুইন গেরামের বাড়ি যাইয়া পুহুইরে নাইতে যায়,bɐɾɔhɐl moɾ bu͡ɪ̯n geɾɐmeɾ bɐɽɪ ɟɐ͡ɪ̯ʲɐ puhu͡ɪ̯ɾe nɐ͡ɪ̯t̪e ɟɐe̯,amarɔ bon̪ɔ ɡɔramerɔ baɽit̪e ɡie̯e pukure ɡos̪ɔl̪ɔ kɔre
আমার আম্মু বলে যে তেঁতুল খেলে আমার বু দ্ধিকমে যাবে,বরিশাল মোর মায় কয় যে ট্যাঙ্গা খাইলে মোর বুদ্ধি কইম্মা যাইবে,bɐɾɔʃɐl moɾ mɐe̯ kɔe̯ ɟe tɛŋgɐ kʰɐ͡ɪ̯le moɾ bud̪d̪ʱɪ ko͡ɪ̯mmɐ ɟɐ͡ɪ̯be,amarɔ ammu bɔl̪e d͡ze t̪eঁt̪ul̪ɔ kʰel̪e amarɔ bu d̪d̪̤ikme d͡zabe
আমার আব্বু বাজার থেকে আমাদের জন্য তেঁতুল কিনে এনেছে,বরিশাল মোর আব্বায় বাজারে গোনে মোগো লইজ্ঞা ট্যাঙ্গা কিন্না আনছে, bɐɾɔʃɐl moɾ ɐbbɐe̯ bɐɟɐɾe gone mogo lo͡ɪ̯ggɐ tɛŋgɐ kɪnnɐ ɐncʰe,amarɔ abbu bad͡ʑarɔ t̪ʰeke amad̪erɔ d͡ʑɔn̪d͡zɔ t̪eঁt̪ul̪ɔ kin̪e en̪et͡ɕʰe
আমার গ্রামের বাড়ীর উঠান অনেক বড়,বরিশাল মোর গেরামের বাড়ির উডান বেমালা বড়,bɐɪʃɔl moɾ geɾɐmeɾ bɐɽɪɾ udɐn bemɐlɐ bɔɽo,amarɔ ɡɔramerɔ baɽirɔ utʰan̪ɔ on̪ekɔ bɔɽɔ
এই শিশুটি গ্রামের বাড়ীর উঠানে খেলছে,বরিশাল এই গেদুডা গেরামের বাড়ির উডানে খ্যালতেআছে,bɐɾɔhɐl e͡ɪ̯ ged̪udɐ geɾɐmeɾ bɐɽɪɾ udɐne kʰɛlt̪e͡ɐ̯cʰe,ei ɕiɕuti ɡɔramerɔ baɽirɔ utʰan̪e kʰel̪t͡ɕʰe
ছোট বাচ্চাটি অনেক অসুস্থ,বরিশাল ছোডো গেদুডা বেমালা অসুস্থ,bɐɾɔhɐl cʰodo ged̪udɐ bemɐlɐ ɔʃust̪ʰo,t͡ɕʰotɔ bat͡ɕt͡ɕati on̪ekɔ os̪us̪t̪ʰɔ
একটি আহত শিশুটি রাস্তায় দাঁড়িয়ে কাঁদছে,বরিশাল এউক্কা আহত গেদু রাস্তায় খারাইয়া কানতেয়াছে,bɐɾɔhɐl ɛ͡u̯kkɐ ɐht̪o ged̪u ɾɐst̪ɐe̯ kʰɐɾɐ͡ɪ̯ʲɐ kɐnt̪eʲɐcʰe,ekti ahɔt̪ɔ ɕiɕuti ras̪t̪ae̯ɔ d̪ɔ̃ɽie̯e kɔ̃d̪ɔt͡ɕʰe
আমার ছোট বোনকে আজকে সকালে হাসপাতালে নেয়া হয়েছে,বরিশাল মোর ছোডো বুইনেরে আইজগো বেইন্নাহালে হাসপাতালে নেওয়া হইছে,bɐɾɔhɐl moɾ cʰodo bu͡ɪ̯neɾe ɐ͡ɪ̯ɟgo be͡ɪ̯nnɐhɐle hɐʃpɐt̪ɐle ne͡o̯ʷɐ ho͡ɪ̯cʰe,amarɔ t͡ɕʰotɔ bon̪ke ad͡ʑke s̪ɔkal̪e has̪pat̪al̪e n̪ee̯a he̯et͡ɕʰe
আব্বু বলেছে বৃষ্টি হলে বারান্দার গাছে পানি দেওয়ার প্রয়োজন নাই,বরিশাল আব্বায় কইছে বইশ্যা হইলে বারিন্দার গাছে পানি দেওয়ার দরকার নাই,bɐɾɔhɐl ɐbbɐe̯ ko͡ɪ̯cʰe bo͡ɪ̯ʃʃɐ ho͡ɪ̯le bɐɾɪnd̪ɐɾ gɐcʰe pɐnɪ d̪e͡o̯ʷɐɾ d̪ɔɾkɐɾ nɐ͡,abbu bɔl̪et͡ɕʰe bɽiʂti hɔl̪e baran̪d̪arɔ ɡat͡ɕʰe pan̪i d̪eoe̯arɔ pre̯od͡ʑɔn̪ɔ n̪ai
আমার আম্মু বৃষ্টি হলেও বারান্দার গাছে পানি দেয়,বরিশাল মোর মায় বইশ্যা হইলেও বারিন্দার গাছে পানি দ্যায়,bɐɪʃɐl moɾ mɐe̯ bo͡ɪ̯ʃʃɐ ho͡ɪ̯le͡o̯ bɐɾɪnd̪ɐɾ gɐcʰe pɐnɪ d̪ɛe̯,amarɔ ammu bɽiʂti hɔl̪eo baran̪d̪arɔ ɡat͡ɕʰe pan̪i d̪ee̯
আব্বু বলেছে গাছে অতিরিক্ত পানি দিলে গাছ মারা যায়,বরিশাল আব্বায় কইছে গাছে বেশি পানি দেলে গাছ মইররা যায়,bɐɾɔʃɐl ɐbbɐe̯ ko͡ɪ̯cʰe gɐcʰe beʃɪ pɐnɪ d̪ele gɐcʰ mo͡ɪ̯ɾɾɐ ɟɐe̯,abbu bɔl̪et͡ɕʰe ɡat͡ɕʰe ot̪irikt̪ɔ pan̪i d̪il̪e ɡat͡ɕʰɔ mara d͡zae̯
গতকাল বিকালে আমাদের এখানে অনেক বৃষ্টি হয়েছে,বরিশাল গ্যাছেকাইল বিয়ালে মোগো এইহানে বেমালা বইশ্যা হইছে,bɐɾɔʃɐl gɛcʰekɐ͡ɪ̯l bɪʲɐle mogo e͡ɪ̯hɐne bemɐlɐ bo͡ɪ̯ʃʃɐ ho͡ɪ̯cʰe,ɡɔt̪ɔkal̪ɔ bikal̪e amad̪erɔ ekʰan̪e on̪ekɔ bɽiʂti he̯et͡ɕʰe
আমার আম্মু আজক শশার তরকারি রান্না করেছে,বরিশাল মোর মায় আইজগো হোয়ার শালুন রানতেয়াছে,bɐɾɔhɐl moɾ mɐe̯ ɐ͡ɪ̯ɟgo hoʷɐɾ ʃɐlun ɾɐnt̪eʲɐcʰe,amarɔ ammu ad͡ʑɔkɔ ɕɔɕarɔ t̪ɔrɔkari ran̪n̪a kɔret͡ɕʰe
গরমের দিনে লবণ দিয়ে শশা খেতে খুব ভালো লাগে,বরিশাল গরমের কালে নুন দিয়া হোয়া খাইতে বেমালা ভালো লাগে,bɐɾɔhɐl gɔɾomeɾ kɐle nun d̪ɪʲɐ hoʷɐ kʰɐ͡ɪ̯t̪e bemɐlɐ bʱɐlo lɐge,ɡɔrɔmerɔ d̪in̪e l̪ɔbɔnɔ d̪ie̯e ɕɔɕa kʰet̪e kʰubɔ b̤al̪o l̪aɡe
শশা খেতে অনেক সুস্বাদু,বরিশাল হোয়া খাইতে বেমালা সুস্বাদু,bɐɾɔhɐl hoʷɐ kʰɐ͡ɪ̯t̪e bemɐlɐ ʃuʃʃɐd̪u,ɕɔɕa kʰet̪e on̪ekɔ s̪us̪bad̪u
আব্বু আজকে সকালে বাজার থেকে টমেটো কিনে এনেছে,বরিশাল আব্বায় আইজগো বেইন্নাহালে বাজারগোনে টমাটো কিন্না আনছে,bɐɾcʰe ɐbbɐe̯ ɐ͡ɪ̯ɟgo be͡ɪ̯nnɐhɐle bɐɟɐɾgone tɔmɐto kɪnnɐ ɐncʰe,abbu ad͡ʑke s̪ɔkal̪e bad͡ʑarɔ t̪ʰeke tɔmeto kin̪e en̪et͡ɕʰe
দিন দিন টমেটোর দাম বেড়ে চলছে,বরিশাল দিন দিন টমাটোর দাম বাড়তেই আছে,bɐɾɔhɐl d̪ɪn d̪ɪn tɔmɐtoɾ d̪ɐm bɐɽt̪e͡ɪ̯ ɐcʰe,d̪in̪ɔ d̪in̪ɔ tɔmetorɔ d̪amɔ beɽe t͡ɕɔl̪ɔt͡ɕʰe
আমার সরিষার তেল দিয়ে মাছ ভাজা খেতে খুব ভালো লাগে,বরিশাল মোর কউররার ত্যাল দিয়া মাছ ভাইজ্জা খাইতে বেমালা ভালো লাগে,bɐɾɔhɐl moɾ kuɾɾɐɾ t̪ɛl d̪ɪʲɐ mɐcʰ bʱɐ͡ɪ̯ɟɟɐ kʰɐ͡ɪ̯t̪e bemɐlɐ bʱɐlo lɐge,amarɔ s̪ɔriʂarɔ t̪el̪ɔ d̪ie̯e mat͡ɕʰɔ b̤ad͡ʑa kʰet̪e kʰubɔ b̤al̪o l̪aɡe
আমার দাদা চুলে সরিষার তেল দেয়,বরিশাল মোর দাদায় চুলে কউররার ত্যাল দ্যায়,bɐɪʃɐl moɾ d̪ɐd̪ɐe̯ cule kɔ͡u̯ɾɾɐɾ t̪ɛl d̪ɛe̯,amarɔ d̪ad̪a t͡ɕul̪e s̪ɔriʂarɔ t̪el̪ɔ d̪ee̯
আমার নানা বলেছে সরিষার তেল চুল পড়া কমায়,বরিশাল মোর নানায় কইছে কউররার ত্যাল চুল পরা কমায়,bɐɾɔhɐl moɾ nɐnɐe̯ ko͡ɪ̯cʰe kuɾɾɐɾ t̪ɛl cul pɔɾɐ kɔmɐe̯,amarɔ n̪an̪a bɔl̪et͡ɕʰe s̪ɔriʂarɔ t̪el̪ɔ t͡ɕul̪ɔ pɔɽa kɔmae̯
এক কৃষক বাজারে টমেটো বিক্রি করে,বরিশাল এউক্কা চাষি বাজারে টমাটো বেচে,bɐɾɔhɐl ɛ͡u̯kkɐ cɐʃɪ bɐɟɐɾe tɔmɐto bece,ekɔ kɽiʂɔkɔ bad͡ʑare tɔmeto bikri kɔre
আমার আব্বু গায়ে সরিষার তেল মালিশ করে,বরিশাল মোর আব্বায় শরিলে কউররার ত্যাল মালিশ করে,bɐɪʃɐl moɾ ɐbbɐe̯ ʃoɾɪle kɔ͡u̯ɾɾɐɾ t̪ɛl mɐlɪʃ koɾe,amarɔ abbu ɡae̯e s̪ɔriʂarɔ t̪el̪ɔ mal̪iɕɔ kɔre
দিন দিন আমি খুব অসুস্থ হয়ে যাচ্ছি ,বরিশাল দিন দিন মুই বেমালা অসুস্থ হইয়া যাইতেয়াছি,bɐɾɔhɐl d̪ɪn d̪ɪn mu͡ɪ̯ bemɐlɐ ɔʃust̪ʰo ho͡ɪ̯ʲɐ ɟɐ͡ɪ̯t̪eʲɐcʰɪ,d̪in̪ɔ d̪in̪ɔ ami kʰubɔ os̪us̪t̪ʰɔ he̯e d͡zat͡ɕt͡ɕʰi 
যেখানে সেখানে থুথু ফেলা একদম নিষেধ,বরিশাল যেইহানে সেইহানে ছ্যাপ হালাইন্না এককালে নিষেধ,bɐɾɔhɐl ɟe͡ɪ̯hɐne ʃe͡ɪ̯hɐne cʰɛp hɐlɐ͡ɪ̯nnɐ ɛkkɐle nɪʃed̪ʱ,d͡zekʰan̪e s̪ekʰan̪e t̪ʰut̪ʰu ɸel̪a ekɔd̪ɔmɔ n̪iʂed̪̤
আমার আম্মু বলেছে প্রতিদিন তেতুল খেলে আমার শরীরের রক্ত পানি হয়ে যাবে,বরিশাল মোর আম্মায় কইছে পেরতেকদিন ট্যাঙ্গা খাইলে মোর শরিলের রক্ত পানি হইয়া যাইবে,bɐɾɔʃɐl moɾ ɐmmɐe̯ ko͡ɪ̯cʰe peɾt̪ekd̪ɪn tɛŋgɐ kʰɐ͡ɪ̯le moɾ ʃoɾɪleɾ ɾɔkt̪o pɐnɪ ho͡ɪ̯ʲɐ,amarɔ ammu bɔl̪et͡ɕʰe prɔt̪id̪in̪ɔ t̪et̪ul̪ɔ kʰel̪e amarɔ ɕɔrirerɔ rɔkt̪ɔ pan̪i he̯e d͡zabe
আমার ছোট ভাইয়ের প্রিয় ফল হলো জামরুল,বরিশাল মোর ছোডো ভাইর প্রিয় ফল হইলে লকট,bɐɾɔhɐl moɾ cʰodo bʱɐ͡ɪ̯ɾ pɾɪʲo pʰɔl ho͡ɪ̯le lɔkt,amarɔ t͡ɕʰotɔ b̤aie̯erɔ prie̯ɔ ɸɔl̪ɔ hɔl̪o d͡ʑamrul̪
শিশুটির কিছু দিন ধরে সর্দি কাশি,বরিশাল গেদুডার কয়দিন ধইররা সর্দি কাশ,bɐɾɔhɐl ged̪udɐɾ kɔʲd̪ɪn d̪ʱo͡ɪ̯ɾɾɐ ʃɔɾd̪ɪ kɐʃ,ɕiɕutirɔ kit͡ɕʰu d̪in̪ɔ d̪̤ɔre s̪ɔrd̪i kaɕi
আমাদের গ্রামের বাজারে অনেক বড় একটি দেশী মুরগীর দোকান আছে,বরিশাল মোগো গেরামের বাজারে বেমালা বড় এউক্কা দেশী মুরহার দোকান আছে,bɐɾɔhɐl mogo geɾɐmeɾ bɐɟɐɾe bemɐlɐ bɔɽo e͡u̯kkɐ d̪eʃɪ muɾhɐɾ d̪okɐn ɐcʰe,amad̪erɔ ɡɔramerɔ bad͡ʑare on̪ekɔ bɔɽɔ ekti d̪eɕi murɡirɔ d̪okan̪ɔ at͡ɕʰe
সকালে ঘুম থেকে উঠে নারিকেল পানি খেতে আমার খুব ভালো লাগে,বরিশাল বেইন্নাহালে ঘুমে গোনে উইটঠা নাহইল পানি খাইতে মোর বেমালা ভালো লাগে,bɐɾhɐl be͡ɪ̯nnɐhɐle gʱume gone u͡ɪ̯ttʰɐ nɐho͡ɪ̯l pɐnɪ kʰɐ͡ɪ̯t̪e moɾ bemɐlɐ bʱɐlo lɐge,s̪ɔkal̪e ̤ɡ̤umɔ t̪ʰeke utʰe n̪arikel̪ɔ pan̪i kʰet̪e amarɔ kʰubɔ b̤al̪o l̪aɡe
আমি আজকে শিম ভাজি দিয়ে দুপুরে ভাত খেয়েছি,বরিশাল মুই আইজগো উশ্যি ভাজি দিয়া দুফুরে ভাত খাইছি,bɐɾɔhɐl mu͡ɪ̯ ɐ͡ɪ̯ɟgo uʃʃɪ bʱɐɟɪ d̪ɪʲɐ d̪upʰuɾe bʱɐt̪ kʰɐ͡ɪ̯cʰɪ,ami ad͡ʑke ɕimɔ b̤ad͡ʑi d̪ie̯e d̪upure b̤at̪ɔ kʰee̯et͡ɕʰi
মা আমার জন্য শিম ভাজি রান্না করছে,বরিশাল মায় মোর লইজ্ঞা উশ্যি ভাজি রানছে,bɐɾʃɐl mɐe̯ moɾ lo͡ɪ̯ggɐ uʃʃɪ bʱɐɟɪ ɾɐncʰe,ma amarɔ d͡ʑɔn̪d͡zɔ ɕimɔ b̤ad͡ʑi ran̪n̪a kɔrɔt͡ɕʰe
আম্মু রান্নাঘরে বসে মাটির পাতিলে মুরগির মাংস রান্না করছে,বরিশাল মায় ওশ্যায় বইয়া মাডির পাইলায় মুরহার গোস্ত রানছে,bɐɾɔʃɐl mɐe̯ oʃɛe̯ bo͡ɪ̯ʲɐ mɐdɪɾ pɐ͡ɪ̯lɐe̯ muɾhɐɾ gost̪o ɾɐncʰe,ammu ran̪n̪a̤ɡ̤ɔre bɔs̪e matirɔ pat̪il̪e murɡirɔ maŋs̪ɔ ran̪n̪a kɔrɔt͡ɕʰe
অনেক মানুষই শখের বশে ছাদের উপর কবুতর পালন করে,বরিশাল বেমালা মানু শখের ঠেলায় মাছার উপরে কইতর পালে,bɐɾɔhɐl bemɐlɐ mɐnu ʃɔkʰeɾ tʰelɐe̯ mɐcʰɐɾ upɔɾe ko͡ɪ̯t̪ɔɾ pɐle,on̪ekɔ man̪uʂi ɕɔkʰerɔ bɔɕe t͡ɕʰad̪erɔ upɔrɔ kɔbut̪ɔrɔ pal̪ɔn̪ɔ kɔre
দুইদিন ধরে আমার অনেক সর্দি-জ্বর,বরিশাল দুজ্ঞাদিন ধইররা মোর বেমালা ঠান্ডা-জ্বর, bɐɾɔʃɐl d̪uggɐd̪ɪn d̪ʱo͡ɪ̯ɾɾɐ moɾ bemɐlɐ -ɟɔɾ,d̪uid̪in̪ɔ d̪̤ɔre amarɔ on̪ekɔ s̪ɔrd̪i-d͡ʑbɔrɔ
সকালে ঘুম থেকে উঠেই ঘরের স্টোররুমটি পরিষ্কার করতে হবে,বরিশাল বেইন্নাহালে ঘুমে গোনে উইটঠা ঘরের উগোইর পরিষ্কার করতে হইবে,bɐɾɔhɐl be͡ɪ̯nnɐhɐle gʱume gone u͡ɪ̯ttʰɐ gʱɔɾeɾ ugo͡ɪ̯ɾ poɾɪʃkɐɾ koɾt̪e ho͡ɪ̯be,s̪ɔkal̪e ̤ɡ̤umɔ t̪ʰeke utʰei ̤ɡ̤ɔrerɔ s̪torrumɔti pɔriʂkarɔ kɔrɔt̪e hɔbe
লবণ দিয়ে পেয়ারা খেতে আমার ছোট বোন খুব পছন্দ করে,বরিশাল নুন দিয়া হবরি খাইতে মোর ছোডো বুইনে বেমালা পছন্দ করে,bɐɾɔhɐl nun d̪ɪʲɐ hɔboɾɪ kʰɐ͡ɪ̯t̪e moɾ cʰodo bu͡ɪ̯ne bemɐlɐ pɔcʰond̪o koɾe,l̪ɔbɔnɔ d̪ie̯e pee̯ara kʰet̪e amarɔ t͡ɕʰotɔ bon̪ɔ kʰubɔ pɔt͡ɕʰɔn̪d̪ɔ kɔre
মা রান্নাঘরে বসে আমার বাবার জন্য শিমের তরকারি রান্না করছে,বরিশাল মায় ওশ্যায় বইয়া আব্বার লইজ্ঞা উশ্যির শালুন রানছে,bɐɾɔʃɐl mɐe̯ oʃɛe̯ bo͡ɪ̯ʲɐ ɐbbɐɾ lo͡ɪ̯ggɐ uʃʃɪɾ ʃɐlun ɾɐncʰe,ma ran̪n̪a̤ɡ̤ɔre bɔs̪e amarɔ babarɔ d͡ʑɔn̪d͡zɔ ɕimerɔ t̪ɔrɔkari ran̪n̪a kɔrɔt͡ɕʰe
আমি আর আব্বু গতকাল সিলেট থেকে ঢাকায় এসেছি,বরিশাল মুই আর আব্বায় গ্যাছেকাইল সিলেট গোনে ঢাকায় আইছি,bɐɾɔhɐl mu͡ɪ̯ ɐɾ ɐbbɐe̯ gɛcʰekɐ͡ɪ̯l sɪlet gone dʱɐkɐe̯ ɐ͡ɪ̯cʰɪ,ami arɔ abbu ɡɔt̪ɔkal̪ɔ s̪il̪etɔ t̪ʰeke d̤akae̯ɔ es̪et͡ɕʰi
আম্মু লাকড়ির চুলায় রান্না করছে,বরিশাল মায় দাউর উনানে রানতেয়াছে,bɐɾɔhɐl mɐe̯ d̪ɐ͡u̯ɾ unɐne ɾɐnt̪eʲɐcʰe,ammu l̪akɽirɔ t͡ɕul̪ae̯ɔ ran̪n̪a kɔrɔt͡ɕʰe
আমার বড় বোনটি কাঁচা আমের শরবত খেতে খুব ভালবাসে,বরিশাল মোর বড় বুইনডা কাঁচা আমের শরবত খাইতে বেমালা ভালবাসে,bɐɾɔhɐl moɾ bɔɽo bu͡ɪ̯ndɐ kɐ̃cɐ ɐmeɾ ʃɔɾbot̪ kʰɐ͡ɪ̯t̪e bemɐlɐ bʱɐlbɐʃe,amarɔ bɔɽɔ bon̪ti kɔ̃t͡ɕa amerɔ ɕɔrɔbɔt̪ɔ kʰet̪e kʰubɔ b̤al̪bas̪e
এই বকা ছেলেটি দুইদিন ধরে পড়ালেখা করছে না,বরিশাল এই গোঙ্গা পোলাডা দুজ্ঞাদিন ধইররা পড়াল্যাহা করতেয়াছে না,bɐɾɔʃɐl e͡ɪ̯ goŋgɐ polɐdɐ d̪uggɐd̪ɪn d̪ʱo͡ɪ̯ɾɾɐ pɔɽɐlɛhɐ koɾt̪eʲɐcʰe nɐ,ei bɔka t͡ɕʰel̪eti d̪uid̪in̪ɔ d̪̤ɔre pɔɽal̪ekʰa kɔrɔt͡ɕʰe n̪a
আমার স্কুলে কোনো খেলার মাঠ নেই ,বরিশাল মোর ইস্কুলে কোন খ্যালার মাঠ নাই,bɐɾɔhɐl moɾ ɪskule kon kʰɛlɐɾ mɐtʰ nɐ͡ɪ̯,amarɔ s̪kul̪e kon̪o kʰel̪arɔ matʰɔ n̪ei 
আমারা সবাই একসাথে খেলা দেখছিলাম ,বরিশাল মোরা হগলডি একলগে খ্যালা দেখতেয়াছিলাম,bɐɾɔhɐl moɾɐ hɔgoldɪ ɛklgk kʰɛlɐ d̪ekʰt̪eʲɐcʰɪlɐm,amara s̪ɔbai eks̪at̪ʰe kʰel̪a d̪ekʰt͡ɕʰil̪amɔ 
বিশ্বকাপ ক্রিকেট খেলা আজকে থেকে শুরু ,বরিশাল বিশ্বকাপ কিরকেট খ্যালা আইজগো গোনে শুরু,bɐɾɔhɐl bɪʃʃokɐp kɪɾɔket kʰɛlɐ ɐ͡ɪ̯ɟgo gone ʃuɾu,biɕbɔkapɔ kriketɔ kʰel̪a ad͡ʑke t̪ʰeke ɕuru 
আজকে ইংল্যান্ড বিশ্বকাপ ক্রিকেট খেলায় জিতে গেছে ,বরিশাল আইজগো ইংল্যান্ড বিশ্বকাপ কিরকেট খ্যালায় জিততা গ্যাছে,bɐɾɔhɐl ɐ͡ɪ̯ɟgo ɪŋlɛnd bɪʃʃokɐp kɪɾɔket kʰɛlɐe̯ ɟɪt̪ɔt̪ɐ gɛcʰe,ad͡ʑke iŋl̪d͡zan̪dɔ biɕbɔkapɔ kriketɔ kʰel̪ae̯ɔ d͡ʑit̪e ɡet͡ɕʰe 
চল আমরা সবাই গান গাই ,বরিশাল লও মোরা হগলডি গান গাই,bɐɾɔhɐl lɔ͡o̯ moɾɐ hɔgoldɪ gɐn gɐ͡ɪ̯,t͡ɕɔl̪ɔ amra s̪ɔbai ɡan̪ɔ ɡai 
তুমি কি আমাকে এক গ্লাস পানি এনে দিতে পারবে ?,বরিশাল তুমি কি মোরে এক গেলাস পানি আইননা দেতে পারবা?,bɐɾɪhɐl t̪umɪ kɪ moɾe ɛk gelɐʃ pɐnɪ ɐ͡ɪ̯nonɐ d̪et̪e pɐɾbɐ?,t̪umi ki amake ekɔ ɡɔl̪as̪ɔ pan̪i en̪e d̪it̪e parbe ?
আমি পারবো না পানি দিতে ,বরিশাল মুই পারমু না পানি দেতে,bɐɾɔhɐl mu͡ɪ̯ pɐɾmu nɐ pɐnɪ d̪et̪e,ami parbo n̪a pan̪i d̪it̪e 
তোমার ভাই পড়ালেখাতে অনেক মেধাবি ,বরিশাল তোমার ভাই পড়াল্যাহায় বেমালা মেধাবি,bɐɾɔhɐl t̪omɐɾ bʱɐ͡ɪ̯ pɔɽɐlɛhɐe̯ bemɐlɐ med̪ʱɐbɪ,t̪omarɔ b̤ai pɔɽal̪ekʰat̪e on̪ekɔ med̪̤abi 
আচ্ছা বলো দেখি বাংলাদেশে কয়টি জেলা? ,বরিশাল আচ্ছা কও দেহি বাংলাদেশে কয়ডা জেলা,bɐɾɪʃɐl ɐccʰɐ kɔ͡o̯ d̪ehɪ bɐŋlɐd̪eʃe kɔʲdɐ ɟelɐ,at͡ɕt͡ɕʰa bɔl̪o d̪ekʰi baŋl̪ad̪eɕe ke̯ɔti d͡ʑel̪a? 
সামনের দিকে যেয়ে মেয়েটি অনেক হাসবে,বরিশাল সামনের দিক যাইয়া মাইয়াডা বেমালা হাসবে,bɐɾɔhɐl ʃɐmoneɾ d̪ɪk ɟɐ͡ɪ̯ʲɐ mɐ͡ɪ̯ʲɐdɐ bemɐlɐ hɐʃbe,s̪amn̪erɔ d̪ike d͡zee̯e mee̯eti on̪ekɔ has̪be
বাংলাদেশে ৬৪ টা জেলা,বরিশাল বাংলাদেশে ৬৪ ডা জেলা,bɐɾɔhɐl bɐŋlɐd̪eʃe bɔpʰ dɐ ɟelɐ,baŋl̪ad̪eɕe ৬৪ ta d͡ʑel̪a
আমরা সবাই গতকাল বাহিরে গিয়েছিলাম ,বরিশাল মোরা হগলডি গ্যাছেকাইল বায়রায় গেল্লাহম,bɐɾɔhɐl moɾɐ hɔgoldɪ gɛcʰekɐ͡ɪ̯l bɐʲɾɐe̯ gellɐhɔm,amra s̪ɔbai ɡɔt̪ɔkal̪ɔ bahire ɡie̯et͡ɕʰil̪amɔ 
তোমার কথা বলার ধরন অনেক সুন্দর ,বরিশাল তোমার কথা কওয়ার বাইল বেমালা সুন্দর,bɐɾɔhɐl t̪omɐɾ kɔt̪ʰɐ koʲɐɾ bɐ͡ɪ̯l bemɐlɐ ʃund̪ɔɾ,t̪omarɔ kɔt̪ʰa bɔl̪arɔ d̪̤ɔrɔn̪ɔ on̪ekɔ s̪un̪d̪ɔrɔ 
বরিশালের মানুষ কেমন হয়? ,বরিশাল বরিশালের মানু ক্যামন হয়?,bɐɾɔhɐl boɾɪʃɐleɾ mɐnu kɛmon hɔe̯?,bɔriɕal̪erɔ man̪uʂɔ kemɔn̪ɔ he̯ɔ? 
খুলনা জেলা কি অনেক সুন্দর? ,বরিশাল খুলনা জেলা কি বেমালা সুন্দর?,bɐɾɔhɐl kʰulnɐ ɟelɐ kɪ bemɐlɐ ʃund̪ɔɾ?,kʰul̪n̪a d͡ʑel̪a ki on̪ekɔ s̪un̪d̪ɔrɔ? 
খুলনার মানুষ তেমন সুন্দর হয় না ,বরিশাল খুলনার মানু হেইরহম সুন্দর হয় না,bɐɾɔhɐl kʰulnɐɾ mɐnu he͡ɪ̯ɾɔhɔm ʃund̪ɔɾ hɔe̯ nɐ,kʰul̪n̪arɔ man̪uʂɔ t̪emɔn̪ɔ s̪un̪d̪ɔrɔ he̯ɔ n̪a 
