bangla_speech_word,bangla_speech_ipa,regional_word,regional_ipa
দিন,d̪in̪ɔ,দিন,d̪ɪn
বাঁচে,bɔ̃t͡ɕe,বাঁচে,bɐ̃ce
"না,","n̪a,","না,","nɐ,"
এটা,eta,এটা,etɐ
শোনার,ɕon̪arɔ,হুনার,hunɐɾ
পর,pɔrɔ,পর,pɔɾ
খুব,kʰubɔ,খুব,kʰub
টেনশনে,ten̪ɔɕɔn̪e,টেনশনে,tenʃɔne
আছি,at͡ɕʰi,আছি,ɐcʰɪ
তোকে,t̪oke,তোরে,t̪oɾe
ভুলে,b̤ul̪e,ভুইল্লা,vu͡ɪ̯llɐ
যাওয়ার,d͡zaoe̯arɔ,যাওয়ার,zɐ͡o̯ʷɐɾ
জন্য,d͡ʑɔn̪d͡zɔ,লাইজ্ঞা,lɐ͡ɪ̯ggɐ
আমি,ami,আমি,ɐmɪ
ভালোবাসিনি,b̤al̪obas̪in̪i,ভালোবাসি,vɐlobɐʃɪ
নিজেকে,n̪id͡ʑeke,নিজেরে,nɪɟeɾe
কখনো,kɔkʰɔn̪o,কহনো,kɔhono
বেকার,bekarɔ,বেকার,bɛkɐɾ
ভাববেন,b̤abben̪ɔ,ভাববেন,bʱɐbben
"না,","n̪a,","না,","nɐ,"
মনে,mɔn̪e,মনে,mone
রাখবেন,rakʰben̪ɔ,রাখবেন,ɾɐkʰben
আপনার,apn̪arɔ,আফনের,ɐpʰoneɾ
শরীরের,ɕɔrirerɔ,শরীরের,ʃoɾɪɾeɾ
রক্ত,rɔkt̪ɔ,রক্ত,ɾɔkt̪o
দিয়ে,d̪ie̯e,দিয়ে,d̪ɪʲe
হাজারো,had͡ʑaro,হাজারডা,hɐɟɐɾdɐ
মশার,mɔɕarɔ,মশার,mɔ
বাবু,babu,বাবু,bɐbu
খেয়েছো,kʰee̯et͡ɕʰo,খাইছো,kʰɐ͡ɪ̯cʰo
বলার,bɔl̪arɔ,বলার,bɔlɐɾ
মানুষটা,man̪uʂta,মানুষটা,mɐnuʃtɐ
নেই,n̪ei,নাই,nɐ͡ɪ̯
বলে,bɔl̪e,বইল্লা,bo͡ɪ̯llɐ
আজ,ad͡ʑɔ,আইজ,ɐ͡ɪ̯ɟ
আমি,ami,আমি,ɐmɪ
এতো,et̪o,এতো,et̪o
রোগা,roɡa,রোগা,ɾogɐ
পাশের,paɕerɔ,পাশের,pɐʃeɾ
বাড়ির,baɽirɔ,বাড়ির,bɐɽɪɾ
মেয়েটাকে,mee̯etake,ছেড়িটারে,cʰeɽɪtɐɾe
ভালো,b̤al̪o,ভালা,bʱɐlɐ
"লেগেছিল,","l̪eɡet͡ɕʰil̪ɔ,","লাগছিল,","lɐgcʰɪlo,"
পরে,pɔre,পরে,pɔɾe
জানতে,d͡ʑan̪t̪e,জানতে,ɟɐnt̪e
পারলাম,parl̪amɔ,পারলাম,pɐɾlɐm
মেয়েটা,mee̯eta,ছেড়িডা,cʰeɽɪdɐ
ছুটির,t͡ɕʰutirɔ,ছুটির,cʰutɪɾ
দিনেও,d̪in̪eo,দিনেও,d̪ɪne͡o̯
আজ,ad͡ʑɔ,আজ,ɐɟ
আমি,ami,আমি,ɐmɪ
"রোগা,","roɡa,","রোগা,","ɾogɐ,"
তাই,t̪ai,তাই,t̪ɐ͡ɪ̯
জন্য,d͡ʑɔn̪d͡zɔ,জন্য,ɟonno
মানুষ,man̪uʂɔ,মানুষ,mɐnuʃ
আমাকে,amake,আমারে,ɐmɐɾe
নিয়ে,n̪ie̯e,নিয়া,nɪʲɐ
উল্টোপাল্টা,ul̪topal̪ta,উল্টোপাল্টা,ultopɐltɐ
সন্দেহ,s̪ɔn̪d̪ehɔ,সন্দেহ,ʃɔnd̪eho
করে,kɔre,করে,koɾe
কেউ,keu,কেউ,ke͡u̯
আমার,amarɔ,আমার,ɐmɐɾ
মাকে,make,মারে,mɐɾe
বলে,bɔl̪e,কয়া,kɔʲɐ
দিও,d̪io,দিও,d̪ɪ͡o̯
আমি,ami,আমি,ɐmɪ
বিয়ে,bie̯e,বিয়া,bɪʲɐ
করবো,kɔrɔbo,করবাম,koɾbɐm
হাসতে,has̪t̪e,হাসতে,hɐʃt̪e
সিগারেট,s̪iɡaretɔ,সিগারেট,ʃɪgɐɾet
খাওয়া,kʰaoe̯a,খাওয়া,kʰɐ͡o̯ʷɐ
ছেলেটা,t͡ɕʰel̪eta,ছেড়াডা,cʰeɽɐdɐ
একদিন,ekd̪in̪ɔ,একদিন,ɛkd̪ɪn
কাশতে,kaɕt̪e,কাশতে,kɐʃt̪e
মরে,mɔre,মইরা,mo͡ɪ̯ɾɐ
যাবে,d͡zabe,যাইব,ɟɐ͡ɪ̯bo
কোনো,kon̪o,কোন,kon
এক,ekɔ,এক,ɛk
রাতে,rat̪e,রাইতে,ɾɐ͡ɪ̯t̪e
তুমি,t̪umi,তুমি,t̪umɪ
আর,arɔ,আর,ɐɾ
আমি,ami,আমি,ɐmɪ
পাশাপাশি,paɕapaɕi,পাশাপাশি,pɐʃɐpɐʃɪ
বসে,bɔs̪e,বয়া,bɔʲɐ
সূর্য,s̪urd͡zɔ,চাঁদ,cɐ̃d̪
দেখবো,d̪ekʰbo,দেখবাম,d̪ekʰbɐm
আপনাদের,apn̪ad̪erɔ,আফনেরার,ɐpʰoneɾɐɾ
কি,ki,কি,kɪ
শুক্রবার,ɕukrɔbarɔ,শুক্রবার,ʃukɾobɐɾ
সকালে,s̪ɔkal̪e,সকালে,ʃɔkɐle
সময়,s̪ɔme̯ɔ,সময়,ʃɔmɔe̯
হবে?,hɔbe?,হইব?,ho͡ɪ̯bo?
যদি,d͡zɔd̪i,যদি,ɟod̪ɪ
আমি,ami,আমি,ɐmɪ
ভুল,b̤ul̪ɔ,ভুল,bʱul
করি,kɔri,করি,koɾɪ
তাহলে,t̪ahɔl̪e,তাইলে,t̪ɐ͡ɪ̯le
আমাকে,amake,আমারে,ɐmɐɾe
দয়া,d̪e̯a,দয়া,d̪ɔʲɐ
করে,kɔre,কইরা,ko͡ɪ̯ɾɐ
শুধরে,ɕud̪̤re,শুধরায়া,ʃud̪ʱɔɾɐʲɐ
দিবেন,d̪iben̪,দিবেন,d̪ɪben
আমি,ami,আমি,ɐmɪ
কি,ki,কি,kɪ
শুধু,ɕud̪̤u,খালি,kʰɐlɪ
একটা,ekta,একটা,ɛktɐ
জিনিস,d͡ʑin̪is̪ɔ,জিনিস,ɟɪnɪʃ
বলতে,bɔl̪ɔt̪e,কইতে,ko͡ɪ̯t̪e
পারি,pari,ফারি,pʰɐɾɪ
দয়া,d̪e̯a,দয়া,d̪ɔʲɐ
করে?,kɔre?,কইরা?,ko͡ɪ̯ɾɐ?
আপনার,apn̪arɔ,আফনের,ɐpʰoneɾ
কোনো,kon̪o,কুনো,kuno
প্রশ্ন,prɔɕn̪ɔ,প্রশ্ন,pɾosno
আছে?,at͡ɕʰe?,আসে?,ɐʃe?
একটা,ekta,একটা,ɛktɐ
কথাও,kɔt̪ʰao,কথাও,kɔt̪ʰɐ͡o̯
আর,arɔ,আর,ɐɾ
বলবে,bɔl̪ɔbe,কইবা,ko͡ɪ̯bɐ
না,n̪a,না,nɐ
আপনারা,apn̪ara,আফনেরা,ɐpʰoneɾɐ
যারা,d͡zara,যারা,ɟɐɾɐ
আমাকে,amake,আমারে,ɐmɐɾe
এখনো,ekʰn̪o,এহনো,ehono
চিনেন,t͡ɕin̪en̪ɔ,চিনেন,cɪnen
না,n̪a,না,nɐ
তিনি,t̪in̪i,উনি,unɪ
আমার,amarɔ,আমার,ɐmɐɾ
সাথে,s̪at̪ʰe,লগে,lɔge
দেখা,d̪ekʰa,দেখা,d̪ɛkʰɐ
করলেন,kɔrɔl̪en̪,করলেন,koɾlen
আমি,ami,আমি,ɐmɪ
পাঁচ,pɔ̃t͡ɕɔ,পাঁচ,pɐ̃c
বছর,bɔt͡ɕʰɔrɔ,বছর,bɔcʰoɾ
চাকরি,t͡ɕakri,চাকরি,cɐkɾɪ
করেছিলাম,kɔret͡ɕʰil̪am,করসিলাম,koɾsɪlɐm
আমার,amarɔ,আমার,ɐmɐɾ
কিন্তু,kin̪t̪u,কিন্তু,kɪnt̪u
সোভিয়েত,s̪ob̤ie̯et̪ɔ,সোভিয়েত,ʃobʱɪʲet̪
দেশ,d̪eɕɔ,দেশ,d̪eʃ
ভালো,b̤al̪o,ভালা,bʱɐlɐ
লাগত,l̪aɡɔt̪ɔ,লাগত,lɐgt̪o
অনেকগুলো,on̪ekɡul̪o,অনেকগুলা,ɔnekgulɐ
রাশিয়ান,raɕie̯an̪ɔ,রাশিয়ান,ɾɐʃɪʲɐn
শব্দ,ɕɔbd̪ɔ,শব্দ,ʃɔbd̪o
শিখেছিলাম,ɕikʰet͡ɕʰil̪am,শিখসিলাম,ʃɪkʰsɪlɐm
হঠাৎ,hɔtʰat̪ɔ,হঠাৎ,hɔtʰɐt̪
শীত,ɕit̪ɔ,শীত,ʃɪt̪
করে,kɔre,কইরা,ko͡ɪ̯ɾɐ
উঠল,utʰɔl̪ɔ,উঠল,utʰl
আমার,amar,আমার,ɐmɐɾ
বিছানায়,bit͡ɕʰan̪ae̯ɔ,বিসনাত,bɪʃonɐt̪
শুয়ে,ɕue̯e,শুয়া,ʃuʲɐ
টিভি,tib̤i,টিভি,tɪbʱɪ
দেখছিলাম,d̪ekʰt͡ɕʰil̪am,দেখতাসিলাম,d̪ekʰt̪ɐʃɪlɐm
কিছু,kit͡ɕʰu,কিছু,kɪcʰu
মনে,mɔn̪e,মনে,mone
করবেন,kɔrɔben̪ɔ,কইরেন,ko͡ɪ̯ɾen
"না,","n̪a,","না,","nɐ,"
আপনাকে,apn̪ake,আফনেরে,ɐpʰoneɾe
একটা,ekta,একটা,ɛktɐ
কথা,kɔt̪ʰa,কথা,kɔt̪ʰɐ
বলব,bɔl̪ɔbɔ,কমু,komu?
আমরাই,amrai,আমরাই,ɐmɾɐ͡ɪ̯
কিছু,kit͡ɕʰu,কিসু,kɪʃu
বুঝতাম,bud͡ʑ̤t̪amɔ,বুঝতাম,buɟʱt̪ɐm
না,n̪a,না,nɐ
সে,s̪e,হেইরম,he͡ɪ̯ɾɔm
রকম,rɔkɔmɔ,বাজে,bɐɟe
বাজে,bad͡ʑe,ছেড়ার,cʰeɽɐɾ
ছেলের,t͡ɕʰel̪erɔ,পাল্লায়,pɐllɐe̯
পাল্লায়,pal̪l̪ae̯ɔ,পড়লে,pɔɽle
পড়লে,pɔɽɔl̪e,সর্বনাশ,ʃɔɾbonɐʃ
সর্বনাশ,s̪ɔrbɔn̪aɕɔ,হয়া,hɔʲɐ
হয়ে,he̯e,যাইত,ɟɐ͡ɪ̯t̪o
একটি,ekti,একটা,ɛktɐ
ছোট্ট,t͡ɕʰottɔ,ছোট্ট,cʰotto
গ্রামে,ɡɔrame,গ্রামে,gɾɐme
একজন,ekɔd͡ʑɔn̪ɔ,একজন,ɛkɟon
মেয়ে,mee̯e,মাইয়া,mɐ͡ɪ̯ʲɐ
ছিল,t͡ɕʰil̪,আসিল,ɐʃɪl
মেয়েটির,mee̯etirɔ,ছেড়িডার,cʰeɽɪdɐɾ
একজন,ekɔd͡ʑɔn̪ɔ,একটা,ɛktɐ
ভালো,b̤al̪o,ভালা,bʱɐlɐ
বন্ধু,bɔn̪d̪̤u,বন্ধু,bond̪ʱu
ছিল,t͡ɕʰil̪,আসিল,ɐʃɪl
তাঁদের,t̪ɔ̃d̪erɔ,তারার,t̪ɐɾɐɾ
প্রতিদিন,prɔt̪id̪in̪ɔ,প্রত্যেকদিন,pɾot̪t̪ekd̪ɪn
একসাথে,eks̪at̪ʰe,একসাথে,ɛkʃɐt̪ʰe
খেলা,kʰel̪a,খেলা,kʰelɐ
করতে,kɔrɔt̪e,করতে,koɾt̪e
পছন্দ,pɔt͡ɕʰɔn̪d̪ɔ,পসন্দ,pɔʃond̪o
ছিল,t͡ɕʰil̪,আসিল,ɐʃɪl
তারা,t̪ara,হেরা,heɾɐ
একটি,ekti,একটা,ɛktɐ
দূর,d̪urɔ,দূর,d̪uɾ
পাহাড়ের,pahaɽerɔ,পাহাড়ের,pɐhɐɽeɾ
দিকে,d̪ike,দিকে,d̪ɪke
যাবার,d͡zabarɔ,যাওনের,ɟɐ͡o̯neɾ
পথে,pɔt̪ʰe,পথে,pɔt̪ʰe
পুকুর,pukurɔ,পুষকুনি,puʃkunɪ
দেখল,d̪ekʰɔl̪ɔ,দেখল,d̪ɛkʰɔl
পুকুরে,pukure,পুকুরে,pukuɾe
খুবই,kʰubi,খুবই,kʰubɪ
সুন্দর,s̪un̪d̪ɔrɔ,সুন্দর,ʃund̪ɔɾ
একটি,ekti,একটি,ektɪ
পাখি,pakʰi,পাখি,pɐkʰɪ
দেখতে,d̪ekʰt̪e,দেখতে,d̪ekʰt̪e
পেলো,pel̪o,পেল,pel
আমরা,amra,আমরা,ɐmɾɐ
তো,t̪o,তো,t̪o
পাখির,pakʰirɔ,পাখির,pɐkʰɪɾ
মতো,mɔt̪o,মতো,mɔt̪o
উড়তে,uɽt̪e,উড়তাম,uɽt̪ɐm
পারিনা,parin̪a,পারিনা।,pɐɾɪnɐ।
আমার,amarɔ,আমার,ɐmɐɾ
দাঁত,d̪ɔ̃t̪ɔ,দাঁত,d̪ɐ̃t̪
অনেক,on̪ekɔ,মেলা,mɛlɐ
ব্যথা,bd͡zɔt̪ʰa,ব্যথা,bɛt̪ʰɐ
করছে,kɔrɔt͡ɕʰe,করতাসে,koɾt̪ɐʃe
আমার,amarɔ,আমার,ɐmɐɾ
মাথা,mat̪ʰa,মাথা,mɐt̪ʰɐ
অনেক,on̪ekɔ,মেলা,mɛlɐ
ব্যথা,bd͡zɔt̪ʰa,ব্যথা,bɛt̪ʰɐ
করছে,kɔrɔt͡ɕʰe,করতাসে,koɾt̪ɐʃe
সোহাগ,s̪ohaɡɔ,সোহাগ,ʃohɐg
নামক,n̪amɔkɔ,নামের,nɐmeɾ
একটি,ekti,একটা,ɛktɐ
ছেলে,t͡ɕʰel̪e,ছেড়া,cʰeɽɐ
ছিল,t͡ɕʰil̪,আসিল,ɐʃɪl
হাজারো,had͡ʑaro,হাজারটা,hɐɟɐɾtɐ
স্মৃতি,s̪mɽit̪i,স্মৃতি,sɾɪt̪ɪ
জড়িয়ে,d͡ʑɔɽie̯e,জড়ায়া,ɟɔɽɐʲɐ
আছে,at͡ɕʰe,আসে,ɐʃe
এই,ei,এই,e͡ɪ̯
গানের,ɡan̪erɔ,গানের,gɐneɾ
মধ্যে,mɔd̪̤d͡ze,মধ্যে,mod̪d̪ʱe
এখন,ekʰɔn̪ɔ,এহন,ehon
আমি,ami,আমি,ɐmɪ
কত,kɔt̪ɔ,কত,kɔt̪o
বড়,bɔɽɔ,বড়,bɔɽo
হয়ে,he̯e,হয়া,hɔʲɐ
গেছি,ɡet͡ɕʰi,গেসি,gesɪ
এখন,ekʰɔn̪ɔ,এখন,ɛkʰon
আবার,abarɔ,আবার,ɐbɐɾ
একটা,ekta,একটা,ɛktɐ
মেয়েকে,mee̯eke,মাইয়ারে,mɐ͡ɪ̯ʲɐɾe
অনেক,on̪ekɔ,অনেক,ɔnek
ভালবাসি,b̤al̪bas̪i,ভালবাসি,bʱɐlbɐʃɪ
কান্না,kan̪n̪a,কান্দন,kɐnd̪on
এসে,es̪e,আইয়া,ɐ͡ɪ̯ʲɐ
যায়,d͡zae̯ɔ,যায়,ɟɐe̯
এই,ei,এই,e͡ɪ̯
গান,ɡan̪ɔ,গান,gɐn
শুনলে,ɕun̪l̪e,হুনলে,hunle
জীবন,d͡ʑibɔn̪ɔ,জীবন,ɟɪbɔn
থেকে,t̪ʰeke,থাইক্কা,t̪ʰɐ͡ɪ̯kkɐ
কি,ki,কি,kɪ
করে,kɔre,কইরা,ko͡ɪ̯ɾɐ
এত,et̪ɔ,এত,ɛt̪o
তাড়াতাড়ি,t̪aɽat̪aɽi,তাড়াতাড়ি,t̪ɐɽɐt̪ɐɽɪ
দিনগুলো,d̪in̪ɡul̪o,দিনগুলা,d̪ɪngulɐ
কেঁটে,keঁte,কাইটা,kɐ͡ɪ̯tɐ
গেল,ɡel̪ɔ,গেল,gɛlo
হিসাব,his̪abɔ,হিসাব,hɪʃɐb
মিলাতে,mil̪at̪e,মিলাইতে,mɪl
ভালোবাসা,b̤al̪obas̪a,ভালোবাসা,bʱɐlobɐʃɐ
মানে,man̪e,মানে,mɐne
তো,t̪o,তো,t̪o
মানুষের,man̪uʂerɔ,মানুষের,mɐnuʃeɾ
জীবন,d͡ʑibɔn̪ɔ,জীবন,ɟɪbɔn
এই,ei,এই,e͡ɪ̯
ভালোবাসা,b̤al̪obas̪a,ভালবাসা,bʱɐlbɐʃɐ
না,n̪a,না,nɐ
থাকলে,t̪ʰakl̪e,থাকলে,t̪ʰɐkle
মানুষের,man̪uʂerɔ,মানুষের,mɐnuʃeɾ
জীবনের,d͡ʑibn̪erɔ,জীবনের,ɟɪbɔneɾ
সুখের,s̪ukʰerɔ,সুখের,ʃukʰeɾ
আশা,aɕa,আশা,ɐʃɐ
করাটাই,kɔratai,করনডাই,kɔɾondɐ͡ɪ̯
ভুল,b̤ul̪,ভুল,bʱul
কোন,kon̪ɔ,কোন,kon
কিছুই,kit͡ɕʰui,কিছুই,kɪcʰu͡ɪ̯
খুব,kʰubɔ,খুব,kʰub
সহজে,s̪ɔhɔd͡ʑe,সহজে,ʃɔhoɟe
হারিয়ে,harie̯e,হারিয়ে,hɐɾɪʲe
যায়,d͡zae̯ɔ,যায়,ɟɐe̯
না,n̪a,না,nɐ
গল্পের,ɡɔl̪perɔ,গল্পের,gɔlpeɾ
কথা,kɔt̪ʰa,কথা,kɔt̪ʰɐ
যখনই,d͡zɔkʰɔn̪i,যহনই,ɟɔhonɪ
আসে,as̪e,আসে,ɐʃe
তখনই,t̪ɔkʰɔn̪i,তহনই,t̪ɔhonɪ
আমাদের,amad̪erɔ,আমরার,ɐmɾɐɾ
শিশুদের,ɕiɕud̪erɔ,শিশুরার,ʃɪʃuɾɐɾ
মনে,mɔn̪e,মনে,mone
পড়ে,pɔɽe,ফড়ে,pʰɔɽe
শিশুরা,ɕiɕura,শিশুরা,ʃɪʃuɾɐ
প্রধানত,prɔd̪̤an̪ɔt̪ɔ,প্রধানত,pɾod̪ʱɐnɔt̪o
গল্প,ɡɔl̪pɔ,গল্প,gɔlpo
শুনতে,ɕun̪t̪e,হুনতে,hunt̪e
খুব,kʰubɔ,মেলা,mɛlɐ
ভালোবাসে,b̤al̪obas̪e,ভালবাসে,bʱɐlbɐʃe
আমার,amarɔ,আমার,ɐmɐɾ
মনে,mɔn̪e,মনে,mone
হয়,he̯ɔ,হয়,hɔe̯
আমাদের,amad̪erɔ,আমরার,ɐmɾɐɾ
এখানে,ekʰan̪e,এহানে,ehɐne
শেষ,ɕeʂɔ,শেষ,ʃeʃ
করা,kɔra,করন,kɔɾon
উচিত,ut͡ɕit̪,উচিত,ucɪt̪
যদি,d͡zɔd̪i,যদি,ɟod̪ɪ
সময়,s̪ɔme̯ɔ,সময়,ʃɔmɔe̯
পাওয়া,paoe̯a,পাওয়ন,pɐ͡o̯ʲon
"যায়,","d͡zae̯ɔ,","যায়,","ɟɐe̯,"
আমরা,amra,আমরা,ɐmɾɐ
আরো,aro,আরো,ɐɾo
দেখবো,d̪ekʰbo,দেখবাম,d̪ekʰbɐm
আপনার,apn̪arɔ,আপনার,ɐpnɐɾ
সাথে,s̪at̪ʰe,সাথে,ʃɐt̪ʰe
দেখা,d̪ekʰa,দেহা,d̪ehɐ
হয়ে,he̯e,হয়া,hɔʲɐ
আসলেই,as̪l̪ei,আসলেই,ɐʃole͡ɪ̯
খুব,kʰubɔ,খুব,kʰub
ভালো,b̤al̪o,ভালা,bʱɐlɐ
লাগলো,l̪aɡl̪o,লাগলো,lɐglo
আমাকে,amake,আমারে,ɐmɐɾe
এখন,ekʰɔn̪ɔ,এহন,ehon
ঘুমাতে,̤ɡ̤umat̪e,ঘুমাইতে,gʱumɐ͡ɪ̯t̪e
দিন,d̪in̪,দেন,d̪ɛn
আমি,ami,আমি,ɐmɪ
আপনার,apn̪arɔ,আফনের,ɐpʰoneɾ
সাথে,s̪at̪ʰe,সাথে,ʃɐt̪ʰe
পরে,pɔre,পরে,pɔɾe
দেখা,d̪ekʰa,দেহা,d̪ehɐ
করব,kɔrɔbɔ,করবাম,koɾbɐm
চলো,t͡ɕɔl̪o,চল,cɔl
পড়াশুনা,pɔɽaɕun̪a,পড়াশুনা,pɔɽɐʃunɐ
করি,kɔri,করি,koɾɪ
চলো,t͡ɕɔl̪o,চল,cɔl
একটা,ekta,একটা,ɛktɐ
বিরতি,birt̪i,বিরতি,bɪɾot̪ɪ
নেই,n̪ei,নেই,ne͡ɪ̯
চলো,t͡ɕɔl̪o,চল,cɔl
বিশ্রাম,biɕramɔ,বিশ্রাম,bɪsɾɐm
নেয়া,n̪ee̯a,নেওয়ন,ne͡o̯ʲon
যাক,d͡zak,যাক,zɐk
আমি,ami,আমি,ɐmɪ
কি,ki,কি,kɪ
দয়া,d̪e̯a,দয়া,d̪ɔʲɐ
করে,kɔre,কইরা,ko͡ɪ̯ɾɐ
এখানে,ekʰan̪e,এইহানে,e͡ɪ̯hɐne
আসতে,as̪t̪e,আইতে,ɐ͡ɪ̯t̪e
পারি?,pari?,পারি?,pɐɾɪ?
যেহেতু,d͡zehet̪u,যেহেতু,ɟehet̪u
সবাই,s̪ɔbai,সবাই,ʃɔbɐ͡ɪ̯
এখানে,ekʰan̪e,এইহানে,e͡ɪ̯hɐne
"আছে,","at͡ɕʰe,","আসে,","ɐʃe,"
আমাদের,amad̪erɔ,আমারার,ɐmɐɾɐɾ
শুরু,ɕuru,শুরু,ʃuɾu
করা,kɔra,করা,kɔɾɐ
উচিত,ut͡ɕit̪ɔ,উচিত,ucɪt̪
এখন,ekʰɔn̪ɔ,এহন,ehon
আমরা,amra,আমরা,ɐmɾɐ
এখানে,ekʰan̪e,এইহানে,e͡ɪ̯hɐne
আছি,at͡ɕʰi,আসি,ɐʃɪ
আলোচনা,al̪ot͡ɕn̪a,আলোচনা,ɐlocɔnɐ
করার,kɔrarɔ,করার,kɔɾɐɾ
জন্য,d͡ʑɔn̪d͡zɔ,লাইজ্ঞা,lɐ͡ɪ̯ggɐ
আমরা,amra,আমরা,ɐmɾɐ
এখানে,ekʰan̪e,এইহানে,e͡ɪ̯hɐne
আজ,ad͡ʑɔ,আইজ,ɐ͡ɪ̯ɟ
উপস্থিত,upɔs̪t̪ʰit̪ɔ,উপস্থিত,upost̪ʰɪt̪
আছি,at͡ɕʰi,আসি,ɐʃɪ
কথা,kɔt̪ʰa,কথা,kɔt̪ʰɐ
বলার,bɔl̪arɔ,বলার,bɔlɐɾ
জন্য,d͡ʑɔn̪d͡zɔ,লাইজ্ঞা,lɐ͡ɪ̯ggɐ
আপনি,apn̪i,আফনেরা,ɐpʰoneɾɐ
কি,ki,কি,kɪ
বাংলা,baŋl̪a,বাংলা,bɐŋlɐ
সিনেমা,s̪in̪ema,সিনেমা,sɪnemɐ
দেখতে,d̪ekʰt̪e,দেখতে,d̪ekʰt̪e
ভালোবাসেন?,b̤al̪obas̪en̪ɔ?,ভালবাসেন?,bʱɐlbɐʃen?
আমি,ami,আমি,ɐmɪ
আপনাকে,apn̪ake,আফনেরে,ɐpʰoneɾe
ধন্যবাদ,d̪̤ɔn̪d͡zɔbad̪ɔ,ধন্যবাদ,d̪ʱonnobɐd̪
জানাতে,d͡ʑan̪at̪e,জানাইতাম,ɟɐnɐ͡ɪ̯t̪ɐm
চাই,t͡ɕai,চাই,cɐ͡ɪ̯
আপনার,apn̪arɔ,আফনের,ɟɔnmod̪ɪn
জন্মদিন,d͡ʑɔn̪mɔd̪in̪ɔ,জন্মদিন,kɔbe?
আপনি,apn̪i,আফনে,ɐcʰone
কি,ki,কি,kɪ
এখানে,ekʰan̪e,এইহানে,e͡ɪ̯hɐne
থাকতে,t̪ʰakt̪e,থাকতে,t̪ʰɐkt̪e
পারেন?,paren̪ɔ?,ফারেন?,pʰɐɾen?
আপনি,apn̪i,আফনে,ɐcʰone
কি,ki,কি,kɪ
কথা,kɔt̪ʰa,কথা,kɔt̪ʰɐ
বলতে,bɔl̪ɔt̪e,কইতে,ko͡ɪ̯t̪e
পারেন,paren̪ɔ,ফারেন,pʰɐɾen
ইংরেজিতে?,iŋred͡ʑit̪e?,ইংরেজিতে?,ɪŋɾeɟɪt̪e?
আপনি,apn̪i,আফনে,ɐcʰone
কি,ki,কি,kɪ
এই,ei,এই,e͡ɪ̯
প্রশ্নের,prɔɕn̪erɔ,প্রশ্নের,pɾosneɾ
জবাব,d͡ʑɔbabɔ,জবাব,ɟɔbɐb
দিতে,d̪it̪e,দিতে,d̪ɪt̪e
পারবেন?,parben̪ɔ?,ফারবাইন?,pʰɐɾbɐ͡ɪ̯n?
আমি,ami,আমি,ɐmɪ
আপনার,apn̪arɔ,আফনের,ɐpʰoneɾ
জন্য,d͡ʑɔn̪d͡zɔ,লাইজ্ঞা,lɐ͡ɪ̯ggɐ
অপেক্ষা,opekʂa,অপেক্ষা,ɔpekkʰɐ
করছি,kɔrɔt͡ɕʰi,করতাসি,koɾt̪ɐʃɪ
আপনি,apn̪i,আফনে,ɐcʰone
কি,ki,কি,kɪ
বাংলা,baŋl̪a,বাংলা,bɐŋlɐ
নাটক,n̪atɔkɔ,নাটক,nɐtok
দেখতে,d̪ekʰt̪e,দেখতে,d̪ekʰt̪e
পারেন?,paren̪ɔ?,পারেন?,pɐɾen?
আপনি,apn̪i,আফনে,ɐcʰone
কি,ki,কি,kɪ
কোনো,kon̪o,কুনো,kuno
কবিতা,kɔbit̪a,কবিতা,kobɪt̪ɐ
লিখতে,l̪ikʰt̪e,লিখতে,lɪkʰt̪e
পারেন?,paren̪ɔ?,পারেন?,pɐɾen?
আপনি,apn̪i,আফনে,ɐcʰone
কি,ki,কি,kɪ
এই,ei,এই,e͡ɪ̯
বইটি,biti,বইডা,bo͡ɪ̯dɐ
পড়তে,pɔɽɔt̪e,পড়তে,pɔɽt̪e
পারেন?,paren̪ɔ?,পারেন?,pɐɾen?
আপনি,apn̪i,আফনে,ɐcʰone
কি,ki,কি,kɪ
কোনো,kon̪o,কুনো,kuno
গানে,ɡan̪e,গানে,gɐne
নাচতে,n̪at͡ɕt̪e,নাচতে,nɐct̪e
পারেন?,paren̪ɔ?,পারেন?,pɐɾen?
তুই,t̪ui,তুইন,t̪u͡ɪ̯n
কি,ki,কিতা,kɪt̪ɐ
এই,ei,এই,e͡ɪ̯
বইটি,biti,বইডা,bo͡ɪ̯dɐ
পড়তে,pɔɽɔt̪e,পড়তে,pɔɽt̪e
পারিস?,paris̪ɔ?,হারস?,hɐɾʃ?
তুই,t̪ui,তুই,t̪u͡ɪ̯
আমার,amarɔ,আমার,ɐmɐɾ
সঙ্গে,s̪ɔŋɡe,সাথে,ʃɐt̪ʰe
একটি,ekti,একটা,ɛktɐ
গান,ɡan̪ɔ,গান,gɐn
গাইতে,ɡait̪e,গাইতে,gɐ͡ɪ̯t̪e
পারবি?,parbi?,পারবি?,pɐɾbɪ?
তুই,t̪ui,তুই,t̪u͡ɪ̯
আমার,amarɔ,আমার,ɐmɐɾ
পাশে,paɕe,লগে,lɔge
থাকতে,t̪ʰakt̪e,থাকতে,t̪ʰɐkt̪e
চাস,t͡ɕas̪ɔ,চাস,cɐʃ?
তুই,t̪ui,তুইন,t̪u͡ɪ̯n
কি,ki,কিতা,kɪt̪ɐ
এই,ei,এই,e͡ɪ̯
সিনেমা,s̪in̪ema,সিনেমা,sɪnemɐ
