regional_text,bangla_speech,region_name,combined,ipa_output
তুমি সত্যই বেমালা কঠিন সময় পার করছ,তুমি সত্যিই খুব কঠিন সময় পার করছ,Barishal ,Barishal  তুমি সত্যই বেমালা কঠিন সময় পার করছ,bɐɾɔhɐl  t̪umɪ ʃot̪t̪o͡ɪ̯ bemɐlɐ kotʰɪn ʃɔmɔe̯ pɐɾ koɾcʰo
বাপ হইয়া মায়ের দায়িত্ব পালন করা ম্যালা কঠিন,বাবা হয়ে মায়ের দায়িত্ব পালন করা করা খুব কঠিন,Barishal ,Barishal  বাপ হইয়া মায়ের দায়িত্ব পালন করা ম্যালা কঠিন,bɐɾɔʃɐl  bɐp ho͡ɪ̯ʲɐ mɐʲeɾ d̪ɐʲɪt̪t̪o pɐlon kɔɾɐ mɛlɐ kotʰɪn
এউক্কা গেদুরে খালি হ্যার মায়ের কোলেই মানায়,একটি শিশুকে একমাত্র তার মায়ের কোলেই মানায়,Barishal ,Barishal  এউক্কা গেদুরে খালি হ্যার মায়ের কোলেই মানায়,bɐɾɔhɐl  ɛ͡u̯kkɐ ged̪uɾe kʰɐlɪ hɛɾ mɐʲeɾ kole͡ɪ̯ mɐnɐe̯
মোর কোলে আইয়া গেদুডা হ্যার মায়রে খোজে মনে হয়,আমার কোলে এসে শিশুটি তার মাকে খোঁজে মনে হয়,Barishal ,Barishal  মোর কোলে আইয়া গেদুডা হ্যার মায়রে খোজে মনে হয়,bɐɾɔhɐl  moɾ kole ɐ͡ɪ̯ʲɐ ged̪udɐ hɛɾ mɐʲɾe kʰoɟe mone hɔe̯
মুই যে মা হেইতে মুই মোর গেদুর মুখের দিক চাইয়া ম্যালা কিছু বোঝতে পারি,আমি যে মা তাই আমি আমার বাচ্চার  মুখের দিকে তাকিয়ে অনেক কিছু বুঝতে পারি,Barishal ,Barishal  মুই যে মা হেইতে মুই মোর গেদুর মুখের দিক চাইয়া ম্যালা কিছু বোঝতে পারি,bɐɾɪhɐl  mu͡ɪ̯ ɟe mɐ he͡ɪ̯t̪e mu͡ɪ̯ moɾ ged̪uɾ mukʰeɾ d̪ɪk cɐ͡ɪ̯ʲɐ mɛlɐ kɪcʰu boɟʱot̪e pɐ
এই কঠিন বাস্তবের লগে তোমারে মানাইয়া লইয়া চলতে হইবে,এই কঠিন বাস্তবের সাথে তোমাকে মানিয়ে নিয়ে চলতে হবে,Barishal ,Barishal  এই কঠিন বাস্তবের লগে তোমারে মানাইয়া লইয়া চলতে হইবে,bɐɾɔhɐl  e͡ɪ̯ kotʰɪn bɐst̪obeɾ lɔge t̪omɐɾe mɐnɐ͡ɪ̯ʲɐ lɔ͡ɪ̯ʲɐ cɔlt̪e ho͡ɪ̯be
মাইয়াডা এউক্কা ভালো চাকরি করে,মেয়েটি একটি  ভালো চাকরি করে,Barishal ,Barishal  মাইয়াডা এউক্কা ভালো চাকরি করে,bɐɾɔʃɐl  mɐ͡ɪ̯ʲɐdɐ e͡u̯kkɐ bʱɐlo cɐkɾɪ koɾe
এই মাসে পোলায় হ্যার পরিবার লইয়া ঘোরতে যাওয়ার কথা,এই  মাসে ছেলে তার পরিবার  নিয়ে ঘুরতে যাওয়ার কথা,Barishal ,Barishal  এই মাসে পোলায় হ্যার পরিবার লইয়া ঘোরতে যাওয়ার কথা,bɐɾɔhɐl  e͡ɪ̯ mɐʃe polɐe̯ hɛɾ poɾɪbɐɾ lɔ͡ɪ̯ʲɐ gʱoɾt̪e ɟɐ͡o̯ʷɐɾ kɔt̪ʰɐ
মোর পরিবার আইজ বিয়ালে তোমার পরিবারের লগে কথা কইবে,আমার পরিবার আজকে বিকালে তোমার পরিবারের সাথে কথা বলবে,Barishal ,Barishal  মোর পরিবার আইজ বিয়ালে তোমার পরিবারের লগে কথা কইবে,bɐɾɔhɐl  moɾ poɾɪbɐɾ ɐ͡ɪ̯ɟ bɪʲɐle t̪omɐɾ poɾɪbɐɾeɾ lɔge kɔt̪ʰɐ ko͡ɪ̯be
মোগো দুইজনের বিয়া হওয়ার কথা চলতেয়াছে,আমাদের দুজনের বিয়ে হওয়ার কথা চলছে,Barishal ,Barishal  মোগো দুইজনের বিয়া হওয়ার কথা চলতেয়াছে,bɐɾohɐl  mogo d̪u͡ɪ̯ɟɔneɾ bɪʲɐ hoʷɐɾ kɔt̪ʰɐ cɔlt̪eʲɐcʰe
মাইয়াডা এই পোলাডারে বিয়া করতে রাজি হইতেয়াছেনা,মেয়েটি  এই ছেলেকে  বিয়ে করতে রাজি হচ্ছে না,Barishal ,Barishal  মাইয়াডা এই পোলাডারে বিয়া করতে রাজি হইতেয়াছেনা,bɐɾɔhɐl  mɐ͡ɪ̯ʲɐdɐ e͡ɪ̯ polɐdɐɾe bɪʲɐ koɾt̪e ɾɐɟɪ ho͡ɪ̯t̪eʲɐcʰenɐ
মোর জামাই মোগো লইয়া রাইতের বেলা ঘোরতে বাইর হইবে,আমার স্বামী  আমাদেরকে নিয়ে রাতের বেলা ঘুরতে বের হবে,Barishal ,Barishal  মোর জামাই মোগো লইয়া রাইতের বেলা ঘোরতে বাইর হইবে,bɐɾɔhɐl  moɾ ɟɐmɐ͡ɪ̯ mogo lɔ͡ɪ̯ʲɐ ɾɐ͡ɪ̯t̪eɾ belɐ gʱoɾt̪e bɐ͡ɪ̯ɾ ho͡ɪ̯be
মোর পছন্দ হয় হেরহম পোলা মোর বাপ মায়ের পছন্দ হয় না,আমার পছন্দ হয় এমন ছেলে  আমার বাবা মায়ের পছন্দ হয় না,Barishal ,Barishal  মোর পছন্দ হয় হেরহম পোলা মোর বাপ মায়ের পছন্দ হয় না,bɐɾɔhɐl  moɾ pɔcʰond̪o hɔe̯ heɾɔhɔm polɐ moɾ bɐp mɐʲeɾ pɔcʰond̪o hɔe̯ nɐ
তোমার নাহান মানুরা কহনো ঠিক হইবে না,তোমার মত মানুষেরা কখনো ঠিক হবে না,Barishal ,Barishal  তোমার নাহান মানুরা কহনো ঠিক হইবে না,bɐɾɔhɐl  t̪omɐɾ nɐhɐn mɐnuɾɐ kɔhono tʰɪk ho͡ɪ̯be nɐ
পোলাডা হ্যার পরিবারের পছন্দে বিয়া কইররা হালায়,ছেলেটি তার পরিবারের পছন্দে বিয়ে করে ফেলে,Barishal ,Barishal  পোলাডা হ্যার পরিবারের পছন্দে বিয়া কইররা হালায়,bɐɾɔhɐ  polɐdɐ hɛɾ poɾɪbɐɾeɾ pɔcʰond̪e bɪʲɐ ko͡ɪ̯ɾɾɐ hɐlɐe̯
মোর ভাই মাইয়াডার লগে গ্যাছেকাইল যোগাযোগ করে,আমার ভাই  মেয়েটির সাথে গতকাল যোগাযোগ করে,Barishal ,Barishal  মোর ভাই মাইয়াডার লগে গ্যাছেকাইল যোগাযোগ করে,bɐɾɔhɐl  moɾ bʱɐ͡ɪ̯ mɐ͡ɪ̯ʲɐdɐɾ lɔge gɛcʰekɐ͡ɪ̯l ɟogɐɟog koɾe
পোলায় কোন ধরনের মামলা চায় না,ছেলে কোন ধরনের মামলা চায় না,Barishal ,Barishal  পোলায় কোন ধরনের মামলা চায় না,bɐɾɔhɐl  polɐe̯ kon d̪ʱɔɾoneɾ mɐmlɐ cɐe̯ nɐ
হ্যায় বিয়াইত্যা হেইতে মামলা করতে চাইতেয়াছে না,সে বিবাহিত তাই মামলা করতে চাচ্ছে না,Barishal ,Barishal  হ্যায় বিয়াইত্যা হেইতে মামলা করতে চাইতেয়াছে না,bɐɾɔʃɐl  hɛe̯ bɪʲɐ͡ɪ̯t̪t̪ɐ he͡ɪ̯t̪e mɐmlɐ koɾt̪e cɐ͡ɪ̯t̪eʲɐcʰe nɐ
এই ব্যাপারডা জানাজানি হইলে মাতারির সংসার টেকপে না,এই বিষয়টা জানাজানি হলে মহিলাটির সংসার টিকবে না,Barishal ,Barishal  এই ব্যাপারডা জানাজানি হইলে মাতারির সংসার টেকপে না,bɐɾɔhɐl  e͡ɪ̯ bɛpɐɾdɐ ɟɐnɐɟɐnɪ ho͡ɪ̯le mɐt̪ɐɾɪɾ ʃɔŋʃɐɾ tekpe nɐ
মোর দোস্ত মাইয়াগো লগে হারা রাইত জাইজ্ঞা কথা কয়,আমার বন্ধু মেয়েদের  সাথে সারা রাত জেগে কথা বলে,Barishal ,Barishal  মোর দোস্ত মাইয়াগো লগে হারা রাইত জাইজ্ঞা কথা কয়,bɐɾʃɐl  moɾ d̪ost̪o mɐ͡ɪ̯ʲɐgo lɔge hɐɾɐ ɾɐ͡ɪ̯t̪o ɟɐ͡ɪ̯ggɐ kɔt̪ʰɐ kɔe̯
মোর কাবিনের টাহা তোমারে পেরতেক মাসে মাসে দেতে হইবে,আমার কাবিনের টাকা তোমাকে প্রতি মাসে মাসে দিতে হবে,Barishal ,Barishal  মোর কাবিনের টাহা তোমারে পেরতেক মাসে মাসে দেতে হইবে,bɐɾɔhɐl  moɾ kɐbɪneɾ tɐhɐ t̪omɐɾe peɾt̪ek mɐʃe mɐʃe d̪et̪e ho͡ɪ̯be
মোর বড় ভাই সাত মাস প্রেম কইররা একজনরে বিয়া করছে,আমার বড় ভাই সাত মাস প্রেম করে একজনকে বিয়ে করেছে,Barishal ,Barishal  মোর বড় ভাই সাত মাস প্রেম কইররা একজনরে বিয়া করছে,bɐɪʃɐl  moɾ bɔɽo bʱɐ͡ɪ̯ ʃɐt̪ mɐʃ pɾem ko͡ɪ̯ɾɾɐ ɛkɟonɾe bɪʲɐ koɾcʰe
মুই কেলাসের হগল পোলাগো লগেই মেশতাম,আমি ক্লাসের সব ছেলেদের  সাথেই মিশতাম,Barishal ,Barishal  মুই কেলাসের হগল পোলাগো লগেই মেশতাম,bɐɾɔhɐl  mu͡ɪ̯ kelɐʃeɾ hɔgol polɐgo lɔge͡ɪ̯ meʃt̪ɐm
তোমার বেমালা ভুল আল্লেহ,তোমার অনেক ভুল ছিল,Barishal ,Barishal  তোমার বেমালা ভুল আল্লেহ,bɐɾɔhɐl  t̪omɐɾ bemɐlɐ bʱul ɐlleh
এই তিন বছরের গেদুর দোষ কোম্মে?,এই তিন বছরের শিশুটির দোষ কোথায় ?,Barishal ,Barishal  এই তিন বছরের গেদুর দোষ কোম্মে?,bɐɾɔhɐl  e͡ɪ̯ t̪ɪn bɔcʰoɾeɾ ged̪uɾ d̪oʃ komme?
তোমারে কইছিলাম বিয়াডা কইররা হালাও,তোমাকে বলেছিলাম বিয়েটা করে ফেলো,Barishal ,Barishal  তোমারে কইছিলাম বিয়াডা কইররা হালাও,bɐɾɔhɐl  t̪omɐɾe ko͡ɪ̯cʰɪlɐm bɪʲɐdɐ ko͡ɪ̯ɾɾɐ hɐlɐ͡o̯
হুদা তোমার ভালোর লইজ্ঞা বিয়াডা কইররা হালাইতে কইলাম,শুধু তোমার ভালোর জন্য বিয়েটা করে ফেলতে বললাম,Barishal ,Barishal  হুদা তোমার ভালোর লইজ্ঞা বিয়াডা কইররা হালাইতে কইলাম, bɐɽɐl  hud̪ɐ t̪omɐɾ bʱɐloɾ lo͡ɪ̯ggɐ bɪʲɐdɐ ko͡ɪ̯ɾɾɐ hɐlɐ͡ɪ̯t̪e ko͡ɪ̯lɐm
তোমার ভালোর লইজ্ঞাই মুই তোমারে থুইয়া দূরে চইল্লা আইছি,তোমার ভালোর জন্যই আমি তোমাকে ছেড়ে দূরে চলে আসছি ,Barishal ,Barishal  তোমার ভালোর লইজ্ঞাই মুই তোমারে থুইয়া দূরে চইল্লা আইছি,bɐɾɔʃɐl  t̪omɐɾ bʱɐloɾ lo͡ɪ̯ggɐ͡ɪ̯ mu͡ɪ̯ t̪omɐɾe t̪ʰu͡ɪ̯ʲɐ d̪uɾe co͡ɪ̯llɐ ɐ͡ɪ̯cʰɪ
মুই আর তুমি একলগে নাই মুই হেইডা মানতে পারতেয়াছি না,আমি আর তুমি একসাথে নেই আমি এটা মানতে পারছি না,Barishal ,Barishal  মুই আর তুমি একলগে নাই মুই হেইডা মানতে পারতেয়াছি না,bɐɾhɐl  mu͡ɪ̯ ɐɾ t̪umɪ ɛklgk nɐ͡ɪ̯ mu͡ɪ̯ he͡ɪ̯dɐ mɐnt̪e pɐɾt̪eʲɐcʰɪ nɐ
মোর আর মোর স্বপনডা কবে যে পুরণ হইবে,আমার আর আমার স্বপ্নটা যে কবে পূরণ হবে,Barishal ,Barishal  মোর আর মোর স্বপনডা কবে যে পুরণ হইবে,bɐɾɔhɐl  moɾ ɐɾ moɾ ʃɔpondɐ kɔbe ɟe puɾon ho͡ɪ̯be
তোমার পরিবার মোর বাপের লগে কথা কইতে চায়,তোমার পরিবার আমার বাবার সাথে কথা বলতে চায়,Barishal ,Barishal  তোমার পরিবার মোর বাপের লগে কথা কইতে চায়,bɐɾɔhɐl  t̪omɐɾ poɾɪbɐɾ moɾ bɐpeɾ lɔge kɔt̪ʰɐ ko͡ɪ̯t̪e cɐe̯
তোমার বিয়া হইবে হুইন্না মোরা বেমালা খুশি,তোমার বিয়ে হবে শুনে আমরা খুব খুশি,Barishal ,Barishal  তোমার বিয়া হইবে হুইন্না মোরা বেমালা খুশি,bɐɾɔhɐl  t̪omɐɾ bɪʲɐ ho͡ɪ̯be hu͡ɪ̯nnɐ moɾɐ bemɐlɐ kʰuʃɪ
মোর বুইন হ্যার দোস্তেরর লগে ঘোরতে যাইতে চায়,আমার বোন তার বন্ধুর সাথে ঘুরতে যেতে চায়,Barishal ,Barishal  মোর বুইন হ্যার দোস্তেরর লগে ঘোরতে যাইতে চায়,bɐɾɔhɐl  moɾ bu͡ɪ̯n hɛɾ d̪ost̪eɾɔɾ lɔge gʱoɾt̪e ɟɐ͡ɪ̯t̪e cɐe̯
মোর দোস্তরা সত্যই ভালো মনের মানু,আমার বন্ধুরা সত্যিই ভালো হৃদয়ের মানুষ,Barishal ,Barishal  মোর দোস্তরা সত্যই ভালো মনের মানু,bɐɾɔhɐl  moɾ d̪ost̪ɔɾɐ ʃot̪t̪o͡ɪ̯ bʱɐlo moneɾ mɐnu
মোর দোস্তরা হগলডি বেমালা মেধাবী,আমার বন্ধুরা  সবাই খুব মেধাবী,Barishal ,Barishal  মোর দোস্তরা হগলডি বেমালা মেধাবী,bɐɾɔhɐl  moɾ d̪ost̪ɔɾɐ hɔgoldɪ bemɐlɐ med̪ʱɐbɪ
মোর দোস্তগো লগে ঘোরতে বেমালা ভালো লাগে,আমার বন্ধুদের সাথে ঘুরতে খুব ভালো লাগে,Barishal ,Barishal  মোর দোস্তগো লগে ঘোরতে বেমালা ভালো লাগে,bɐɪʃɐl  moɾ d̪ost̪ogo lɔge gʱoɾt̪e bemɐlɐ bʱɐlo lɐge
হ্যাগো পরিবারে কোন কাইজ্জা হয় না,তাদের পরিবারে কোন ঝগড়া হয় না,Barishal ,Barishal  হ্যাগো পরিবারে কোন কাইজ্জা হয় না,bɐɾɔhɐl  hɛgo poɾɪbɐɾe kon kɐ͡ɪ̯ɟɟɐ hɔe̯ nɐ
মোর ভাই বুইনের ম্যালা ভালো ছবি আঁকে,আমার ভাই বোনের খুব ভালো ছবি আঁকে,Barishal ,Barishal  মোর ভাই বুইনের ম্যালা ভালো ছবি আঁকে,bɐɾɔhɐl  moɾ bʱɐ͡ɪ̯ bu͡ɪ̯neɾ mɛlɐ bʱɐlo cʰobɪ ɐ̃ke
মোর গেরামের মানুগো মইধ্যে কোন রহম কাইজ্জা নাই,আমার গ্রামের মানুষদের মধ্যে কোন রকম ঝগড়া নেই,Barishal ,Barishal  মোর গেরামের মানুগো মইধ্যে কোন রহম কাইজ্জা নাই,bɐɾɔhɐl  moɾ geɾɐmeɾ mɐnugo mo͡ɪ̯d̪d̪ʱe kon ɾɔhɔm kɐ͡ɪ̯ɟɟɐ nɐ͡ɪ̯
আমনে বেমালা সুন্দর কইররা কথা কন,আপনি খুব সুন্দর করে  কথা বলেন,Barishal ,Barishal  আমনে বেমালা সুন্দর কইররা কথা কন,bɐɾɔhɐl  ɐmone bemɐlɐ ʃund̪ɔɾ ko͡ɪ̯ɾɾɐ kɔt̪ʰɐ kon
তোমার সুন্দর সুন্দর ছবি গুলা দেইখ্যা বেমালা আনন্দ পাইছি,তোমার  সুন্দর সুন্দর ছবিগুলো দেখে খুব আনন্দ পেয়েছি,Barishal ,Barishal  তোমার সুন্দর সুন্দর ছবি গুলা দেইখ্যা বেমালা আনন্দ পাইছি,bɐɾɔhɐl  t̪omɐɾ ʃund̪ɔɾ ʃund̪ɔɾ cʰobɪ gulɐ d̪e͡ɪ̯kʰkʰɐ bemɐlɐ ɐnond̪o pɐ͡ɪ̯cʰɪ
বিয়ার পর অনেক চিকনা মাইয়া মোডা হইয়া যায়,বিয়ের পর অনেক পাতলা মেয়ে মোটা হয়ে যায়,Barishal ,Barishal  বিয়ার পর অনেক চিকনা মাইয়া মোডা হইয়া যায়,bɐɾɔhɐl  bɪʲɐɾ pɔɾ ɔnek cɪknɐ mɐ͡ɪ̯ʲɐ modɐ ho͡ɪ̯ʲɐ ɟɐe̯
মাইয়ারা বিয়া করার লইজ্ঞা ভদ্র পোলা খোজে,মেয়েরা বিয়ে করার জন্য  ভদ্র ছেলে খুঁজে,Barishal ,Barishal  মাইয়ারা বিয়া করার লইজ্ঞা ভদ্র পোলা খোজে,bɐɾɔʃɐl  mɐ͡ɪ̯ʲɐɾɐ bɪʲɐ kɔɾɐɾ lo͡ɪ̯ggɐ bʱɔd̪ɾo polɐ kʰoɟe
মোর বেমালা ভয় লাগতেয়াছে কোনদিন মুই কিডন্যাপ হইয়া না যাই,আমার খুব ভয় লাগছে কোনো দিন আমি কিডন্যাপ হয়ে না যাই,Barishal ,Barishal  মোর বেমালা ভয় লাগতেয়াছে কোনদিন মুই কিডন্যাপ হইয়া না যাই,bɐɾɔhɐl  moɾ bemɐlɐ bʱɔe̯ lɐgt̪eʲɐcʰe kond̪ɪn mu͡ɪ̯ kɪdonnɐp ho͡ɪ̯ʲɐ nɐ ɟɐ͡ɪ̯
আইজ সিঙ্গেল দেইখ্যা ঘোরতে যাইতে পারি না,আজ সিঙ্গেল বলে ঘুরতে যেতে পারি না,Barishal ,Barishal  আইজ সিঙ্গেল দেইখ্যা ঘোরতে যাইতে পারি না,bɐɾɔhɐl  ɐ͡ɪ̯ɟ ʃɪŋgel d̪e͡ɪ̯kʰkʰɐ gʱoɾt̪e ɟɐ͡ɪ̯t̪e pɐɾɪ nɐ
বাস্তব জীবনে বিয়ার পরই কাইজ্জা শুরু হয়,বাস্তব জীবনে বিয়ের পরই ঝগড়া শুরু  হয়,Barishal ,Barishal  বাস্তব জীবনে বিয়ার পরই কাইজ্জা শুরু হয়,bɐɾɔhɐl  bɐst̪ob ɟɪbone bɪʲɐɾ pɔɾɪ kɐ͡ɪ̯ɟɟɐ ʃuɾu hɔe̯
আইজ খয়রাতি দেইখ্যা কেউ মোরে ভালোবাসে না,আজ গরিব বলে কেউ আমাকে ভালবাসে না,Barishal ,Barishal  আইজ খয়রাতি দেইখ্যা কেউ মোরে ভালোবাসে না,bɐɾɔhɐl  ɐ͡ɪ̯ɟ kʰɔʲɾɐt̪ɪ d̪e͡ɪ̯kʰkʰɐ ke͡u̯ moɾe bʱɐlobɐʃe nɐ
যতদিন এই পিরথিবিতে থাকমু তোমারে মনে রাহুম,"যতদিন এই পৃথিবীতে থাকব , তোমাকে মনে রাখব",Barishal ,Barishal  যতদিন এই পিরথিবিতে থাকমু তোমারে মনে রাহুম,bɐɾɔhɐl  ɟɔt̪od̪ɪn e͡ɪ̯ pɪɾot̪ʰɪbɪt̪e t̪ʰɐkmu t̪omɐɾe mone ɾɐhum
খালি মাইয়ারাই পারে সংসার গুছাইয়া থুইতে,একমাত্র মেয়েরাই পারে সংসার গুছিয়ে রাখতে,Barishal ,Barishal  খালি মাইয়ারাই পারে সংসার গুছাইয়া থুইতে,bɐɾɔhɐl  kʰɐlɪ mɐ͡ɪ̯ʲɐɾɐ͡ɪ̯ pɐɾe ʃɔŋʃɐɾ gucʰɐ͡ɪ̯ʲɐ t̪ʰu͡ɪ̯t̪e
পোলাগো সহজ সরল মনডা লইয়া মাইয়ারা ফুটবল খ্যালে,ছেলেদের সহজ সরল মনটা নিয়ে মেয়েরা ফুটবল খেলে,Barishal ,Barishal  পোলাগো সহজ সরল মনডা লইয়া মাইয়ারা ফুটবল খ্যালে,bɐɾɔhɐl  polɐgo ʃɔhoɟ ʃɔɾol mondɐ lɔ͡ɪ̯ʲɐ mɐ͡ɪ̯ʲɐɾɐ pʰutbɔl kʰɛle
পোলাডা গাড়ির তলে পইররা মইরা যায়,ছেলেটি গাড়ির নিচে পরে মারা যায়,Barishal ,Barishal  পোলাডা গাড়ির তলে পইররা মইরা যায়, bɐɽɪ  polɐdɐ gɐɽɪɾ t̪ɔle po͡ɪ̯ɾɾɐ mo͡ɪ̯ɾɐ ɟɐe̯
একবার তোমার হাত ধরলে আর কোনদিন ছাড়মু না,একবার তোমার হাঁট ধরলে আর কোনদিনও ছাড়বনা,Barishal ,Barishal  একবার তোমার হাত ধরলে আর কোনদিন ছাড়মু না,bɐɪʃɐl  ɛkbɐɾ t̪omɐɾ hɐt̪ d̪ʱoɾle ɐɾ kond̪ɪn cʰɐɽmu nɐ
তুমি ছাড়া মোর জীবনডা আন্ধার,তুমি ছাড়া আমার জীবনটা অন্ধকার,Barishal ,Barishal  তুমি ছাড়া মোর জীবনডা আন্ধার,bɐɾɔhɐl  t̪umɪ cʰɐɽɐ moɾ ɟɪbɔndɐ ɐnd̪ʱɐɾ
তোমার চুল পরার সমেস্যা লইয়া ডাক্তারের ধারে যাইতে হইবে,তোমার চুল পরার এই সমস্যা  নিয়ে ডাক্তারের কাছে যেতে হবে,Barishal ,Barishal  তোমার চুল পরার সমেস্যা লইয়া ডাক্তারের ধারে যাইতে হইবে,bɐɪʃɐl  t̪omɐɾ cul pɔɾɐɾ ʃɔmeʃʃɐ lɔ͡ɪ̯ʲɐ dɐkt̪ɐɾeɾ d̪ʱɐɾe ɟɐ͡ɪ̯t̪e ho͡ɪ̯be
ভাল মানু এই পিরথিবিতে বেশি দিন বাচে না,ভালো মানুষ এই পৃথিবীতে  বেশি দিন বাঁচে না,Barishal ,Barishal  ভাল মানু এই পিরথিবিতে বেশি দিন বাচে না,bɐɾɔhɐl  bʱɐlo mɐnu e͡ɪ̯ pɪɾot̪ʰɪbɪt̪e beʃɪ d̪ɪn bɐce nɐ
গেরামের বাড়ির এই মাইয়াডা বেমালা ভালো লাগছেলে,গ্রামের বাড়ির এই মেয়েটাকে খুব ভালো লেগেছিল,Barishal ,Barishal  গেরামের বাড়ির এই মাইয়াডা বেমালা ভালো লাগছেলে,bɐɾɔhɐl  geɾɐmeɾ bɐɽɪɾ e͡ɪ̯ mɐ͡ɪ̯ʲɐdɐ bemɐlɐ bʱɐlo lɐgcʰele
পোলাডা ছুটির দিনেও কলেজে যায়,ছেলেটি  ছুটির দিনেও কলেজে যায়,Barishal ,Barishal  পোলাডা ছুটির দিনেও কলেজে যায়,bɐɾɔhɐl  polɐdɐ cʰutɪɾ d̪ɪne͡o̯ kɔleɟe ɟɐe̯
মোর বাংলা ছিনেমা দ্যাখতে ভাল লাগে,আমার বাংলা সিনেমা দেখতে ভালো লাগে,Barishal ,Barishal  মোর বাংলা ছিনেমা দ্যাখতে ভাল লাগে,bɐɾɔhɐl  moɾ bɐŋlɐ cʰɪnemɐ d̪ɛkʰt̪e bʱɐlo lɐge
তোমারে মুই ধন্যবাদ জানাইতে চাই,তোমাকে আমি ধন্যবাদ জানাতে চাই,Barishal ,Barishal  তোমারে মুই ধন্যবাদ জানাইতে চাই,bɐɾɔhɐl  t̪omɐɾe mu͡ɪ̯ d̪ʱonnobɐd̪ ɟɐnɐ͡ɪ̯t̪e cɐ͡ɪ̯
তোমার ছোট ভাইর জন্মদিন কবে?,তোমার ছোট ভাইয়ের জন্মদিন কবে?,Barishal ,Barishal  তোমার ছোট ভাইর জন্মদিন কবে?,bɐɾɔhɐl  t̪omɐɾ cʰoto bʱɐ͡ɪ̯ɾ ɟɔnmod̪ɪn kɔbe?
তুমি কি মোরে এউক্কা ছবি তুইল্লা দেতে পারবা?,তুমি কি আমাকে একটি ছবি তুলে দিতে পারবে,Barishal ,Barishal  তুমি কি মোরে এউক্কা ছবি তুইল্লা দেতে পারবা?,bɐɾɔhɐl  t̪umɪ kɪ moɾe ɛ͡u̯kkɐ cʰobɪ t̪u͡ɪ̯llɐ d̪et̪e pɐɾbɐ?
তোমার লগে মোর মায় কথা কইতে চায়,তোমার সাথে আমার আম্মু কথা বলতে চায়,Barishal ,Barishal  তোমার লগে মোর মায় কথা কইতে চায়,bɐɽhɐl  t̪omɐɾ lɔge moɾ mɐe̯ kɔt̪ʰɐ ko͡ɪ̯t̪e cɐe̯
তোমার ধারে মুই এউক্কা পরামিশ চাই,তোমার কাছে আমি একটি পরামর্শ চাই,Barishal ,Barishal  তোমার ধারে মুই এউক্কা পরামিশ চাই,bɐɾɔhɐl  t̪omɐɾ d̪ʱɐɾe mu͡ɪ̯ e͡u̯kkɐ pɔɾɐmɪʃ cɐ͡ɪ̯
আমনে কি মোরে এউক্কা গান গাইয়া হুনাইবেন?,আপনি কি আমাকে একটি গান গেয়ে শুনাতে পারবেন ?,Barishal ,Barishal  আমনে কি মোরে এউক্কা গান গাইয়া হুনাইবেন?,bɐɾohɐl  ɐmone kɪ moɾe e͡u̯kkɐ gɐn gɐ͡ɪ̯ʲɐ hunɐ͡ɪ̯ben?
তুমি কি তোমার ভুল বোঝতে পারছো?,তুমি কি তোমার ভুল বুঝতে পেরেছ ?,Barishal ,Barishal  তুমি কি তোমার ভুল বোঝতে পারছো?,bɐɾɔhɐl  t̪umɪ kɪ t̪omɐɾ bʱul boɟʱot̪e pɐɾcʰo?
তুমি কি মোর লইজ্ঞা এউক্কা গান লেইক্ষা দেতে পারবা?,তুমি কি আমার জন্য একটি গান লিখে দিতে পারবে?,Barishal ,Barishal  তুমি কি মোর লইজ্ঞা এউক্কা গান লেইক্ষা দেতে পারবা?,bɐɾʃɐl  t̪umɪ kɪ moɾ lo͡ɪ̯ggɐ e͡u̯kkɐ gɐn le͡ɪ̯kkʰɐ d̪et̪e pɐɾbɐ?
মোর পেরতেকদিন খ্যালতে ভাল্লাগে,আমার প্রতিদিন খেলাধুলা করতে ভালো লাগে,Barishal ,Barishal  মোর পেরতেকদিন খ্যালতে ভাল্লাগে,bɐɾɔhɐl  moɾ peɾt̪ekd̪ɪn kʰɛlt̪e bʱɐllɐge
মোর দোস্তরা বেইন্নাহালে ফুটবল খ্যালতে মাঠে যায়,আমার বন্ধুরা সকাল বেলা  ফুটবল খেলতে মাঠে যায়,Barishal ,Barishal  মোর দোস্তরা বেইন্নাহালে ফুটবল খ্যালতে মাঠে যায়,bɐɾɔhɐl  moɾ d̪ost̪ɔɾɐ be͡ɪ̯nnɐhɐle pʰutbɔl kʰɛlt̪e mɐtʰe ɟɐe̯
তোমার বয়স কত?,তোমার বয়স কত?,Barishal ,Barishal  তোমার বয়স কত?,bɐɾɔhɐl  t̪omɐɾ bɔʲoʃ kɔt̪o?
মুই বেমালা বড় ভুল কইররা হালাইছি,আমি অনেক বড় ভুল করে ফেলেছি,Barishal ,Barishal  মুই বেমালা বড় ভুল কইররা হালাইছি,bɐɾɔhɐl  mu͡ɪ̯ bemɐlɐ bɔɽo bʱul ko͡ɪ̯ɾɾɐ hɐlɐ͡ɪ̯cʰɪ
চান্দের আলো দ্যাখতে মোর ম্যালা ভাল লাগে,চাঁদের আলো দেখতে আমার খুব ভালো লাগে,Barishal ,Barishal  চান্দের আলো দ্যাখতে মোর ম্যালা ভাল লাগে,bɐɾɪʃɐl  cɐnd̪eɾ ɐlo d̪ɛkʰt̪e moɾ mɛlɐ bʱɐlo lɐge
