regional_text,bangla_speech,region_name,combined,ipa_output
আমি প্রতিদিন ফুটবল খেলাত যাই,আমি প্রতিদিন ফুটবল খেলতে যাই,Sylhet,Sylhet আমি প্রতিদিন ফুটবল খেলাত যাই,ʃɔlho ɐmɪ pɾot̪ɪd̪ɪn pʰutbɔl kʰelɐt̪ ɟɐ͡ɪ̯
বার্সেলোনা ফুটবল ক্লাব  বাক্কা জনপ্রিয় ,বার্সেলোনা  ফুটবল ক্লাব খুব জনপ্রিয়,Sylhet,Sylhet বার্সেলোনা ফুটবল ক্লাব  বাক্কা জনপ্রিয় ,ʃɔlɪ bɐɾselonɐ pʰutbɔl klɐb  bɐkkɐ ɟɔnopɾɪʲo 
আমি ফুটবল ম্যাচ দেখতে খুব বালা ফাই,আমি ফুটবল ম্যাচ দেখতে খুব ভালোবাসি,Sylhet,Sylhet আমি ফুটবল ম্যাচ দেখতে খুব বালা ফাই,ʃɔlho ɐmɪ pʰutbɔl mɛc d̪ekʰt̪e kʰub bɐlɐ pʰɐ͡ɪ̯
বাংলাদেশ ওর জনপ্রিয় ফুটবলার ওকল বাক্কা উচা মান ওর খেলোয়াড় ,বাংলাদেশের জনপ্রিয় ফুটবলারগুলি অনেক উচ্চ মানের খেলোয়াড়,Sylhet,Sylhet বাংলাদেশ ওর জনপ্রিয় ফুটবলার ওকল বাক্কা উচা মান ওর খেলোয়াড় ,ʃɔlhe bɐŋlɐd̪eʃ oɾ ɟɔnopɾɪʲo pʰutbɔlɐɾ okol bɐkkɐ ucɐ mɐn oɾ kʰeloʷɐɽ 
ফুটবল খেলার সময় আমি বাক্কা আনন্দ ফাই,ফুটবল খেলার সময় আমি আনন্দ পাই,Sylhet,Sylhet ফুটবল খেলার সময় আমি বাক্কা আনন্দ ফাই, ʃɔlɔ pʰutbɔl kʰelɐɾ ʃɔmɔe̯ ɐmɪ bɐkkɐ ɐnond̪o pʰɐ͡ɪ̯
আমি ফুটবল ম্যাচ ওকল দেখতে বালা ফাই,আমি ফুটবল ম্যাচগুলি দেখতে ভালোবাসি,Sylhet,Sylhet আমি ফুটবল ম্যাচ ওকল দেখতে বালা ফাই,ʃɔlho ɐmɪ pʰutbɔl mɛc okol d̪ekʰt̪e bɐlɐ pʰɐ͡ɪ̯
আমি ফুটবল ম্যাচ-ও থাকতাম চাই,আমি ফুটবল ম্যাচে উপস্থিত হতে চাই,Sylhet,Sylhet আমি ফুটবল ম্যাচ-ও থাকতাম চাই, ʃɔlho ɐmɪ pʰutbɔl mɛc-o t̪ʰɐkt̪ɐm cɐ͡ɪ̯
ব্রাজিল ওর ফুটবল দল ওগু বিশ্বসেরা ,ব্রাজিল ফুটবল দল বিশ্বসেরা,Sylhet,Sylhet ব্রাজিল ওর ফুটবল দল ওগু বিশ্বসেরা ,ʃɔlɪ bɾɐɟɪl oɾ pʰutbɔl d̪ɔl ogu bɪʃʃoʃeɾɐ 
আমি ব্রাজিল ফুটবল দলরে সমর্থন করি,আমি ব্রাজিল ফুটবল দলকে সমর্থন করি,Sylhet,Sylhet আমি ব্রাজিল ফুটবল দলরে সমর্থন করি,ʃɔlhe ɐmɪ bɾɐɟɪl pʰutbɔl d̪ɔlɾe ʃɔmoɾt̪ʰɔn koɾɪ
ব্রাজিল ওর ফুটবল দল একটা শক্তিশালী দল,ব্রাজিল ফুটবল দল একটি শক্তিশালী দল,Sylhet,Sylhet ব্রাজিল ওর ফুটবল দল একটা শক্তিশালী দল,ʃɔlɪ bɾɐɟɪl oɾ pʰutbɔl d̪ɔl ɛktɐ ʃɔkt̪ɪʃɐlɪ d̪ɔl
ব্রাজিল ওর ফুটবল দল বিশ্বকাপ চ্যাম্পিয়ন ,ব্রাজিল ফুটবল দল বিশ্বকাপ চ্যাম্পিয়ন,Sylhet,Sylhet ব্রাজিল ওর ফুটবল দল বিশ্বকাপ চ্যাম্পিয়ন ,ʃɔlɪ bɾɐɟɪl oɾ pʰutbɔl d̪ɔl bɪʃʃokɐp cɛmpɪʲon 
আমি আর্জেন্টিনার ফুটবল দলরে সমর্থন করি,আমি আর্জেন্টিনা ফুটবল দলকে সমর্থন করি,Sylhet,Sylhet আমি আর্জেন্টিনার ফুটবল দলরে সমর্থন করি,ʃɔlho ɐmɪ ɐɾɟentɪnɐɾ pʰutbɔl d̪ɔlɾe ʃɔmoɾt̪ʰɔn koɾɪ
আমি বাংলাদেশ ওর ক্রিকেট দলরে সমর্থন করি,আমি বাংলাদেশ ক্রিকেট দলকে সমর্থন করি,Sylhet,Sylhet আমি বাংলাদেশ ওর ক্রিকেট দলরে সমর্থন করি,ʃɔlhe ɐmɪ bɐŋlɐd̪eʃ oɾ kɾɪket d̪ɔlɾe ʃɔmoɾt̪ʰɔn koɾɪ
বাংলাদেশ ওর ক্রিকেট দল শক্তিশালী দল ওকলতোর মাঝে একটা,বাংলাদেশ ক্রিকেট দল শক্তিশালী দলের মধ্যে একটি,Sylhet,Sylhet বাংলাদেশ ওর ক্রিকেট দল শক্তিশালী দল ওকলতোর মাঝে একটা,ʃɔlho bɐŋlɐd̪eʃ oɾ kɾɪket d̪ɔl ʃɔkt̪ɪʃɐlɪ d̪ɔl oklɔt̪oɾ mɐɟʱe ɛktɐ
মেঘনা ওইলো বাংলাদেশ ওর একটা প্রধান নদী ,মেঘনা নদী বাংলাদেশের একটি প্রধান নদী,Sylhet,Sylhet মেঘনা ওইলো বাংলাদেশ ওর একটা প্রধান নদী ,ʃɔlhe megʱonɐ o͡ɪ̯lo bɐŋlɐd̪eʃ oɾ ɛktɐ pɾod̪ʱɐn nod̪ɪ 
নীল নদী ওইলো আফ্রিকার প্রধান নদীর মাঝে একটা,নীল নদী আফ্রিকার প্রধান নদীর একটি,Sylhet,Sylhet নীল নদী ওইলো আফ্রিকার প্রধান নদীর মাঝে একটা,ʃɔlhe nɪl nod̪ɪ o͡ɪ̯lo ɐpʰɾɪkɐɾ pɾod̪ʱɐn nod̪ɪɾ mɐɟʱe ɛktɐ
নীল আকাশ ওর নিচে তুমিতাইন ওর হাত ধরিয়া হাটিয়া যাইতাম চাই,নীল আকাশের নিচে তোমার হাত ধরে হেঁটে যেতে  চাই,Sylhet,Sylhet নীল আকাশ ওর নিচে তুমিতাইন ওর হাত ধরিয়া হাটিয়া যাইতাম চাই,ʃɔlhe nɪl ɐkɐʃ oɾ nɪce t̪umɪt̪ɐ͡ɪ̯n oɾ hɐt̪ d̪ʱoɾɪʲɐ hɐtɪʲɐ ɟɐ͡ɪ̯t̪ɐm cɐ͡ɪ̯
তুমিতাইন ওর লগে নীল আকাশ ওর নিচে বইয়া গফ করতাম চাই,তোমার সাথে নীল আকাশের নিচে বসে গল্প করতে চাই,Sylhet,Sylhet তুমিতাইন ওর লগে নীল আকাশ ওর নিচে বইয়া গফ করতাম চাই,ʃɔlhe t̪umɪt̪ɐ͡ɪ̯n oɾ lɔge nɪl ɐkɐʃ oɾ nɪce bo͡ɪ̯ʲɐ gɔpʰ koɾt̪ɐm cɐ͡ɪ̯
আমাজন নদী দুনিয়ার সব তাকি বড় নদী হিসাবে পরিচিত ,আমাজন নদী দুনিয়ার সবচেয়ে বড় নদী হিসাবে পরিচিত,Sylhet,Sylhet আমাজন নদী দুনিয়ার সব তাকি বড় নদী হিসাবে পরিচিত ,sɔlhe ɐmɐɟon nod̪ɪ d̪unɪʲɐɾ ʃɔb t̪ɐkɪ bɔɽo nod̪ɪ hɪʃɐbe poɾɪcɪt̪o 
আকাশ ওর নীল রঙটা অসাধারণ ,আকাশের নীল রঙটি অসাধারণ,Sylhet,Sylhet আকাশ ওর নীল রঙটা অসাধারণ ,ʃɔlhe ɐkɐʃ oɾ nɪl ɾɔŋtɐ ɔʃɐd̪ʱɐɾon 
আকাশ ওর তারা ওগুন্তে আমরারে আশা দেয়,আকাশে তারাগুলি আমাদেরকে আশা দেয়,Sylhet,Sylhet আকাশ ওর তারা ওগুন্তে আমরারে আশা দেয়,ʃɔlhe ɐkɐʃ oɾ t̪ɐɾɐ ogunt̪e ɐmɾɐɾe ɐʃɐ d̪ee̯
আকাশ ওর মেঘ ওর লাগি বৃষ্টি পড়ে,আকাশে মেঘের কারণে বৃষ্টি পড়ে,Sylhet,Sylhet আকাশ ওর মেঘ ওর লাগি বৃষ্টি পড়ে,ʃɔlhe ɐkɐʃ oɾ megʱ oɾ lɐgɪ bɾɪʃtɪ pɔɽe
মাছ ওগুন পানির মাঝে সুন্দর,মাছগুলি পানির মধ্যে সুন্দর,Sylhet,Sylhet মাছ ওগুন পানির মাঝে সুন্দর,ʃɔlhe mɐcʰ ogun pɐnɪɾ mɐɟʱe ʃund̪ɔɾ
তুমি ওনো থাকলে আমি খুশি,তুমি এখানে থাকলে আমি খুশি,Sylhet,Sylhet তুমি ওনো থাকলে আমি খুশি,ʃɔlhe t̪umɪ ono t̪ʰɐkle ɐmɪ kʰuʃɪ
আমি সকাইলকু ঘুমাইয়া উঠি,আমি সকালে ঘুমিয়ে উঠি,Sylhet,Sylhet আমি সকাইলকু ঘুমাইয়া উঠি,ʃɔlhet ɐmɪ ʃɔkɐ͡ɪ̯lku gʱumɐ͡ɪ̯ʲɐ utʰɪ
আমার লাল রঙ ওর গাড়ি ওগু গতকাইল চুরি ওই গেছে,আমার লাল রঙের গাড়িটি গতকাল চুরি হয়ে গেছে,Sylhet,Sylhet আমার লাল রঙ ওর গাড়ি ওগু গতকাইল চুরি ওই গেছে,ʃɔlhet ɐmɐɾ lɐl ɾɔŋ oɾ gɐɽɪ ogu gɔt̪okɐ͡ɪ̯l cuɾɪ o͡ɪ̯ gecʰe
আমার বাসাত গতকাইল চুরি ওইছে,আমার বাসায়  গতকাল রাতে চুরি হয়েছে,Sylhet,Sylhet আমার বাসাত গতকাইল চুরি ওইছে,ʃɔlhe ɐmɐɾ bɐʃɐt̪ gɔt̪okɐ͡ɪ̯l cuɾɪ o͡ɪ̯cʰe
আমার গাড়ি ওগুর রঙ ওইলো লাল,আমার গাড়ির রঙ হলো লাল,Sylhet,Sylhet আমার গাড়ি ওগুর রঙ ওইলো লাল,ʃɔlhet ɐmɐɾ gɐɽɪ oguɾ ɾɔŋ o͡ɪ̯lo lɐl
সহজ ভাষায় মাতা উচিত,সহজ ভাষায় কথা বলা উচিত,Sylhet,Sylhet সহজ ভাষায় মাতা উচিত,ʃɔlhe ʃɔhoɟ bʱɐʃɐe̯ mɐt̪ɐ ucɪt̪
আমি আফনার লগে আছি,আমি আপনার সঙ্গে আছি,Sylhet,Sylhet আমি আফনার লগে আছি,ʃɔlhe ɐmɪ ɐpʰnɐɾ lɔge ɐcʰɪ
আমার আব্বা বিদেশ থাকোইন,আমার আব্বু বিদেশে থাকে,Sylhet,Sylhet আমার আব্বা বিদেশ থাকোইন,ʃɔlhe ɐmɐɾ ɐbbɐ bɪd̪eʃ t̪ʰɐko͡ɪ̯n
আমার ছোট ভাউ দুই মাস বাদে বিদেশ পড়ার লাগি যাইরো গি,আমার ছোটো ভাই দুই মাস পর বিদেশে পড়ালেখা করতে যাবে,Sylhet,Sylhet আমার ছোট ভাউ দুই মাস বাদে বিদেশ পড়ার লাগি যাইরো গি,ʃɔlhe ɐmɐɾ cʰoto bʱɐ͡u̯ d̪u͡ɪ̯ mɐʃ bɐd̪e bɪd̪eʃ pɔɽɐɾ lɐgɪ ɟɐ͡ɪ̯ɾo gɪ
আমার বড় বইনে আমারে খুব বালা ফায়,আমার বড় বোন আমাকে অনেক ভালবাসে,Sylhet,Sylhet আমার বড় বইনে আমারে খুব বালা ফায়, ʃɔlhe ɐmɐɾ bɔɽo bo͡ɪ̯ne ɐmɐɾe kʰub bɐlɐ pʰɐe̯
আমার বড় বইনরে আমি খুব বালা ফাই,আমার বড় বোনকে আমি অনেক ভালবাসি,Sylhet,Sylhet আমার বড় বইনরে আমি খুব বালা ফাই,ʃɔlhe ɐmɐɾ bɔɽo bo͡ɪ̯nɾe ɐmɪ kʰub bɐlɐ pʰɐ͡ɪ̯
আফনার বড় বইন ওর কিতা বিয়া ওই গেছে নি?,আপনার বড় বোনের কি বিয়ে হয়ে গেছে ?,Sylhet,Sylhet আফনার বড় বইন ওর কিতা বিয়া ওই গেছে নি?,ʃɔlhe ɐpʰnɐɾ bɔɽo bo͡ɪ̯n oɾ kɪt̪ɐ bɪʲɐ o͡ɪ̯ gecʰe nɪ?
তোর বড় ভাই ওর নাম কিতা?,তোর বড় ভাইয়ের নাম কি ?,Sylhet,Sylhet তোর বড় ভাই ওর নাম কিতা?,ʃɔlhe t̪oɾ bɔɽo bʱɐ͡ɪ̯ oɾ nɐm kɪt̪ɐ?
তোর বড় ভাই ওর লগে  আমার বিয়া ওয়ার মাত চলের,তোর বড় ভাইয়ের সাথে আমার বিয়ে হওয়ার  কথা চলতাসে,Sylhet,Sylhet তোর বড় ভাই ওর লগে  আমার বিয়া ওয়ার মাত চলের,ʃɔlhe t̪oɾ bɔɽo bʱɐ͡ɪ̯ oɾ lɔge  ɐmɐɾ bɪʲɐ oʷɐɾ mɐt̪ cɔleɾ
বিদেশ ঘুরাত যাওয়া আমার স্বপ্ন,বিদেশে ঘুরতে যাওয়া আমার স্বপ্ন,Sylhet,Sylhet বিদেশ ঘুরাত যাওয়া আমার স্বপ্ন,ʃɔlhe bɪd̪eʃ gʱuɾɐt̪ ɟɐ͡o̯ʷɐ ɐmɐɾ ʃɔpno
আমি কোন সময় ওউ তোমারে ভুলতাম নায়,আমি কখনই তোমাকে ভুলবো না,Sylhet,Sylhet আমি কোন সময় ওউ তোমারে ভুলতাম নায়,ʃɔlhe ɐmɪ kon ʃɔmɔe̯ o͡u̯ t̪omɐɾe bʱult̪ɐm nɐe̯
তুমিতাইন ওইলায় আমার জীবন ওর আলো,তুমি আমার জীবনের আলো,Sylhet,Sylhet তুমিতাইন ওইলায় আমার জীবন ওর আলো,ʃɔlhe t̪umɪt̪ɐ͡ɪ̯n o͡ɪ̯lɐe̯ ɐmɐɾ ɟɪbɔn oɾ ɐlo
সকাইলকু পড়ালেখা করা বালা উপায়,সকালে পড়াশোনা করা ভালো উপায়,Sylhet,Sylhet সকাইলকু পড়ালেখা করা বালা উপায়,ʃɔlhe ʃɔkɐ͡ɪ̯lku pɔɽɐlexɐ kɔɾɐ bɐlɐ upɐe̯
পরীক্ষার লাগি সকাইলকু পড়লে বালা ওয়,পরীক্ষার জন্য সকালে পড়াশোনা করা ভালো হয়,Sylhet,Sylhet পরীক্ষার লাগি সকাইলকু পড়লে বালা ওয়,ʃɔlhe poɾɪkkʰɐɾ lɐgɪ ʃɔkɐ͡ɪ̯lku pɔɽle bɐlɐ oe̯
সকাইলকু পড়িয়া প্রতিদিন শুরু করলে বালা,সকালে পড়াশোনা করে প্রতিদিন শুরু করা ভালো হয়,Sylhet,Sylhet সকাইলকু পড়িয়া প্রতিদিন শুরু করলে বালা,ʃɔlhe ʃɔkɐ͡ɪ̯lku poɽɪʲɐ pɾot̪ɪd̪ɪn ʃuɾu koɾle bɐlɐ
সকাইলকু পড়লে আমি আরামে মনোযোগ দিতাম ফারি,সকালে পড়াশোনা করে আমি আরামে মনোযোগ দিতে পারি,Sylhet,Sylhet সকাইলকু পড়লে আমি আরামে মনোযোগ দিতাম ফারি,ʃɔlhe ʃɔkɐ͡ɪ̯lku pɔɽle ɐmɪ ɐɾɐme monoɟog d̪ɪt̪ɐm pʰɐɾɪ
সকাইলকুর শুরু তাকি পড়ালেখা করা বালা,সকালের শুরুতেই পড়াশোনা শুরু করা ভালো,Sylhet,Sylhet সকাইলকুর শুরু তাকি পড়ালেখা করা বালা,ʃɔlɔt ʃɔkɐ͡ɪ̯lkuɾ ʃuɾu t̪ɐkɪ pɔɽɐlexɐ kɔɾɐ bɐlɐ
বাক্কা দিন আগে এক গ্রামও এক টুপিআলা আছলা,অনেকদিন আগে এক গ্রামে এক টুপি বিক্রেতা ছিলেন,Sylhet,Sylhet বাক্কা দিন আগে এক গ্রামও এক টুপিআলা আছলা,ʃɔlhe bɐkkɐ d̪ɪn ɐge ɛk gɾɐmo ɛk tupɪ͡ɐ̯lɐ ɐcʰolɐ
তাইন একদিন লগ ওর গ্রাম-ও টুপি বেচছিলা,তিনি একদিন পাশের গ্রামে গিয়ে টুপি বিক্রি করছিলেন,Sylhet,Sylhet তাইন একদিন লগ ওর গ্রাম-ও টুপি বেচছিলা,ʃɔlhe t̪ɐ͡ɪ̯n ɛkd̪ɪn lɔg oɾ gɾɐm-o tupɪ beccʰɪlɐ
তাইন রাস্তা দিয়া তান গ্রাম ওর দিকে ফিরছিলা,তিনি রাস্তা দিয়ে তার গ্রামের দিকে ফিরছিলেন,Sylhet,Sylhet তাইন রাস্তা দিয়া তান গ্রাম ওর দিকে ফিরছিলা,ʃɔlhe t̪ɐ͡ɪ̯n ɾɐst̪ɐ d̪ɪʲɐ t̪ɐn gɾɐm oɾ d̪ɪke pʰɪɾcʰɪlɐ
হউ সময় কান্দা দিয়া একগু শিয়াল যাইতো আছিল,সেই সময় পাশ দিয়ে এক শিয়াল যাচ্ছিল,Sylhet,Sylhet হউ সময় কান্দা দিয়া একগু শিয়াল যাইতো আছিল,ʃɔlhet hɔ͡u̯ ʃɔmɔe̯ kɐnd̪ɐ d̪ɪʲɐ ɛkgu ʃɪʲɐl ɟɐ͡ɪ̯t̪o ɐcʰɪlo
আমারে ওনো লইয়া চলো,আমাকে সেখানে নিয়ে চলো,Sylhet,Sylhet আমারে ওনো লইয়া চলো,ʃɔlhe ɐmɐɾe ono lɔ͡ɪ̯ʲɐ cɔlo
এর বাদে তাকি তারা দুইজন ওউ সবজি বাগান-ও গিয়া পেট ভরিয়া খাইতো,এরপর থেকে তারা দুজনই সবজি বাগানে গিয়ে পেট ভরে খাবার খেতো,Sylhet,Sylhet এর বাদে তাকি তারা দুইজন ওউ সবজি বাগান-ও গিয়া পেট ভরিয়া খাইতো,ʃɔlhe eɾ bɐd̪e t̪ɐkɪ t̪ɐɾɐ d̪u͡ɪ̯zɔn o͡u̯ ʃɔbzɪ bɐgɐn-o gɪʲɐ pet voɾɪʲɐ xɐ͡ɪ̯t̪o
ওখন তুমিতাইন গান গাইতে ফারতায় নায়,এখন তুমি গান গাইতে পারবে না,Sylhet,Sylhet ওখন তুমিতাইন গান গাইতে ফারতায় নায়,ʃɔlhe oxon t̪umɪt̪ɐ͡ɪ̯n gɐn gɐ͡ɪ̯t̪e fɐɾt̪ɐe̯ nɐe̯
আমি গান গাইতাম চাইয়ার,আমি গান গাইতে চাই,Sylhet,Sylhet আমি গান গাইতাম চাইয়ার,ʃɔlhe ɐmɪ gɐn gɐ͡ɪ̯t̪ɐm cɐ͡ɪ̯ʲɐɾ
ওখন যদি তুমিতাইন গান গাও তে চাষিয়ে হুনতে ফারবো,এখন যদি তুমি গান গাও তবে চাষী শুনতে পাবে,Sylhet,Sylhet ওখন যদি তুমিতাইন গান গাও তে চাষিয়ে হুনতে ফারবো,ʃɔlhe okʰon ɟod̪ɪ t̪umɪt̪ɐ͡ɪ̯n gɐn gɐ͡o̯ t̪e cɐʃɪʲe hunt̪e pʰɐɾbo
একদিন নদীর কান্দাত একগু গাছ-ও কাঠ কাটার সময় তার কুড়াল ওগু নদীর পানিত পড়ি গেছিল,একদিন নদীর ধারে একটি গাছে কাঠ কাটার সময় তার কুড়ালটি নদীর জলের মধ্যে পড়ে যায়,Sylhet,Sylhet একদিন নদীর কান্দাত একগু গাছ-ও কাঠ কাটার সময় তার কুড়াল ওগু নদীর পানিত পড়ি গেছিল,ʃɔlhe ɛkd̪ɪn nod̪ɪɾ kɐnd̪ɐt̪o ɛkgu gɐcʰ-o kɐtʰ kɐtɐɾ ʃɔmɔe̯ t̪ɐɾ kuɽɐl ogu nod̪ɪɾ pɐnɪt̪o po
আমার নীল আকাশ দেখতে বাক্কা বালাউ লাগে,আমার নীল আকাশ দেখতে অনেক ভালো লাগে,Sylhet,Sylhet আমার নীল আকাশ দেখতে বাক্কা বালাউ লাগে,ʃɔlho ɐmɐɾ nɪl ɐkɐʃ d̪ekʰt̪e bɐkkɐ bɐlɐ͡u̯ lɐge
তুমিতাইন ওর কিতা নীল আকাশ দেখতে বালা লাগে না নি?,তোমার কি নীল আকাশ দেখতে ভালো লাগে ?,Sylhet,Sylhet তুমিতাইন ওর কিতা নীল আকাশ দেখতে বালা লাগে না নি?,ʃɔlhe t̪umɪt̪ɐ͡ɪ̯n oɾ kɪt̪ɐ nɪl ɐkɐʃ d̪ekʰt̪e bɐlɐ lɐge nɐ nɪ?
আমার পরীক্ষা দিতে একবারেউ বালা লাগে না,আমার পরীক্ষা দিতে একদমই ভালো  লাগে না,Sylhet,Sylhet আমার পরীক্ষা দিতে একবারেউ বালা লাগে না,ʃɔlhe ɐmɐɾ poɾɪkkʰɐ d̪ɪt̪e ɛkbɐɾe͡u̯ bɐlɐ lɐge nɐ
আফনার কিতা পরীক্ষা দিতে বালা লাগে নি?,আপনার কি পরীক্ষা দিতে ভালো  লাগে ?,Sylhet,Sylhet আফনার কিতা পরীক্ষা দিতে বালা লাগে নি?,ʃɔlho ɐpʰnɐɾ kɪt̪ɐ poɾɪkkʰɐ d̪ɪt̪e bɐlɐ lɐge nɪ?
আফনে কিলা আছোইন?,আপনি কেমন আছেন?,Sylhet,Sylhet আফনে কিলা আছোইন?,ʃɔlhe ɐcʰone kɪlɐ ɐcʰo͡ɪ̯n?
আমি বালা আছি,আমি ভালো আছি,Sylhet,Sylhet আমি বালা আছি,ʃɔlɔt ɐmɪ bɐlɐ ɐcʰɪ
কিতা কররা আফনে ওখন?,কী করছেন আপনি এখন?,Sylhet,Sylhet কিতা কররা আফনে ওখন?,ʃɔlhe kɪt̪ɐ koɾɾɐ ɐcʰone okʰon?
আমি একগু বই পড়ছি,আমি একটি বই পড়ছি,Sylhet,Sylhet আমি একগু বই পড়ছি,ʃɔlhet ɐmɪ ɛkgu bo͡ɪ̯ poɽcʰɪ
আফনে কিতা অন্যান্য বই পড়ছোইন নি?,আপনি কী অন্যান্য বই পড়েছেন?,Sylhet,Sylhet আফনে কিতা অন্যান্য বই পড়ছোইন নি?,ʃɔlhe ɐcʰone kɪt̪ɐ ɔnnɐnno bo͡ɪ̯ poɽcʰo͡ɪ̯n nɪ?
তুমিতাইন কিতা সরকারি চাকরি করছো নি?,তুমি কি সরকারি চাকরি করছো?,Sylhet,Sylhet তুমিতাইন কিতা সরকারি চাকরি করছো নি?,ʃɔlhe t̪umɪt̪ɐ͡ɪ̯n kɪt̪ɐ ʃɔɾkɐɾɪ cɐkɾɪ koɾcʰo nɪ?
আমি একজন সরকারি কর্মকর্তা,আমি একজন সরকারি কর্মকর্তা,Sylhet,Sylhet আমি একজন সরকারি কর্মকর্তা,ʃɔlhe ɐmɪ ɛkɟon ʃɔɾkɐɾɪ kɔɾmokɔɾt̪ɐ
তুমিতাইন কিতা চাকরি করছো নি?,তুমি কি চাকরি করছো?,Sylhet,Sylhet তুমিতাইন কিতা চাকরি করছো নি?,ʃɔlhe t̪umɪt̪ɐ͡ɪ̯n kɪt̪ɐ cɐkɾɪ koɾcʰo nɪ?
আমি একজন প্রফেশনাল ব্লগার ওইয়া কাম করিয়ার,আমি একজন প্রফেশনাল ব্লগার হয়ে কাজ করছি,Sylhet,Sylhet আমি একজন প্রফেশনাল ব্লগার ওইয়া কাম করিয়ার,ʃɔlhe ɐmɪ ɛkɟon pɾopʰeʃonɐl blɔgɐɾ o͡ɪ̯ʲɐ kɐm koɾɪʲɐɾ
তুমিতাইন কুয়াই চাকরি কররায়?,তুমি কোথায় চাকরি করছো?,Sylhet,Sylhet তুমিতাইন কুয়াই চাকরি কররায়?,ʃɔlhe t̪umɪt̪ɐ͡ɪ̯n kuʲɐ͡ɪ̯ cɐkɾɪ koɾɾɐe̯?
দূর ওই কোন কান-ও যিনো কেউ নায়,দূরে কোথাও যেখানে কেউ নেই ,Sylhet,Sylhet দূর ওই কোন কান-ও যিনো কেউ নায়,ʃɔlhe d̪uɾ o͡ɪ̯ kon kɐn-o ɟɪno ke͡u̯ nɐe̯
আমি ওউ হকল সময় কষ্ট পাই কিওর লাগি?,আমি কেন সবসময় কষ্ট পাই?,Sylhet,Sylhet আমি ওউ হকল সময় কষ্ট পাই কিওর লাগি?,ʃɔlhe ɐmɪ o͡u̯ hokol ʃɔmɔe̯ koʃto pɐ͡ɪ̯ kɪ͡o̯ɾ lɐgɪ?
আমার ভালোবাসাত কিতার কমতি আছিল?,আমার ভালোবাসায় কম কি ছিলো ?,Sylhet,Sylhet আমার ভালোবাসাত কিতার কমতি আছিল?, ʃɔlhe ɐmɐɾ bʱɐlobɐʃɐt̪ kɪt̪ɐɾ komot̪ɪ ɐcʰɪlo?
তারা তিনগু ভাই আছিল কিন্তু হেরার মাঝে মিল আছিল না,তারা তিন ভাই ছিল কিন্তু তাদের মদ্ধে মিল ছিলো না,Sylhet,Sylhet তারা তিনগু ভাই আছিল কিন্তু হেরার মাঝে মিল আছিল না,ʃɔlhet t̪ɐɾɐ t̪ɪngu bʱɐ͡ɪ̯ ɐcʰɪlo kɪnt̪u heɾɐɾ mɐɟʱe mɪl ɐcʰɪlo nɐ
আফনে আমার লগে ওলা মাত্তা ফারোইন না,আপনি আমার সাথে এভাবে কথা বলতে পারেন না,Sylhet,Sylhet আফনে আমার লগে ওলা মাত্তা ফারোইন না,ʃɔlhe ɐcʰone ɐmɐɾ lɔge olɐ mɐt̪t̪ɐ pʰɐɾo͡ɪ̯n nɐ
আফনে বউত বালা মানুষ,আপনি  অনেক ভালো মানুষ ,Sylhet,Sylhet আফনে বউত বালা মানুষ,ʃɔlhet ɐfone bɔ͡u̯t̪o bɐlɐ mɐnuʃ
আমরা ঢাকাত থাকি,আমরা ঢাকায় থাকি ,Sylhet,Sylhet আমরা ঢাকাত থাকি,sɪlhe ɐmɾɐ dʱɐkɐt̪ t̪ʰɐkɪ
আমি ঢাকার মিরপুর-ও থাকি,আমি ঢাকার মিরপুরে  থাকি ,Sylhet,Sylhet আমি ঢাকার মিরপুর-ও থাকি,ʃɔlhe ɐmɪ dʱɐkɐɾ mɪɾpuɾ-o t̪ʰɐkɪ
আমি তাইর চউখ ওর মায়াত পড়ছি,আমি তার চোথের মায়ায় পড়েছি ,Sylhet,Sylhet আমি তাইর চউখ ওর মায়াত পড়ছি,ʃɔlhe ɐmɪ t̪ɐ͡ɪ̯ɾ cɔ͡u̯kʰ oɾ mɐʲɐt̪ poɽcʰɪ
হের হাসি যে সুন্দর ,তার হাসি অনেক সুন্দর,Sylhet,Sylhet হের হাসি যে সুন্দর , ʃɔlɔt heɾ hɐʃɪ ɟe ʃund̪ɔɾ 
হে তার পরিবাররে যে বালা ফায়,সে তার পরিবারকে ভালবাসে ,Sylhet,Sylhet হে তার পরিবাররে যে বালা ফায়,ʃɔlhe he t̪ɐɾ poɾɪbɐɾɾe ɟe bɐlɐ pʰɐe̯
তার লাগি আমি হকলতা করতাম ফারি,তার জন্য আমি সব কিছু করতে পারি ,Sylhet,Sylhet তার লাগি আমি হকলতা করতাম ফারি,ʃɔlhe t̪ɐɾ lɐgɪ ɐmɪ hɔklɔt̪ɐ koɾt̪ɐm pʰɐɾɪ
আমি তারে বালা ফাই,আমি তাকে ভালবাসি ,Sylhet,Sylhet আমি তারে বালা ফাই,ʃɔlhet ɐmɪ t̪ɐɾe bɐlɐ pʰɐ͡ɪ̯
তার চুলগুন যে লাম্বা,তার চুলগুলি অনেক লম্বা,Sylhet,Sylhet তার চুলগুন যে লাম্বা,ʃɔlhe t̪ɐɾ culgun ɟe lɐmbɐ
