regional_text,bangla_speech,region_name,combined,ipa_output
আজিয়া আব্বু সকালত বাজারত্তুন টমাটু কিনি আইন্নে দে,আব্বু আজকে সকালে বাজার থেকে টমেটো কিনে এনেছে,Chittagong,Chittagong আজিয়া আব্বু সকালত বাজারত্তুন টমাটু কিনি আইন্নে দে,cɪtɐgon ɐzɪʲɐ ɐbbu ʃɔkɐlɔt̪o bɐzɐɾɔt̪t̪un tɔmɐtu kɪnɪ ɐ͡ɪ̯nne d̪e
দিন দিন টমাটুর দাম বারের দে,দিন দিন টমেটোর দাম বেড়ে চলছে,Chittagong,Chittagong দিন দিন টমাটুর দাম বারের দে,cɪtɐgon d̪ɪn d̪ɪn tɔmɐtuɾ d̪ɐm bɐɾeɾ d̪e
আর সরিষার তেলর মাছ ভাজা হাইতে বহুত গম লাগে দে,আমার সরিষার তেল দিয়ে মাছ ভাজা খেতে খুব ভালো লাগে,Chittagong,Chittagong আর সরিষার তেলর মাছ ভাজা হাইতে বহুত গম লাগে দে,cɪtɐgon ɐɾ ʃoɾɪʃɐɾ t̪eloɾ mɐcʰ vɐzɐ hɐ͡ɪ̯t̪e bohut̪ gɔm lɐge d̪e
আর দাদার চুলত সরিষার তেল মাতাত দে ,আমার দাদা চুলে সরিষার তেল দেয়,Chittagong,Chittagong আর দাদার চুলত সরিষার তেল মাতাত দে ,cɪtɐgon ɐɾ d̪ɐd̪ɐɾ culɔt̪o ʃoɾɪʃɐɾ t̪el mɐt̪ɐt̪ d̪e 
আর নানা হইয়ে সরিষার তেল চুল ফরন হমায় দে,আমার নানা বলেছে সরিষার তেল চুল পড়া কমায়,Chittagong,Chittagong আর নানা হইয়ে সরিষার তেল চুল ফরন হমায় দে,cɪtɐgon ɐɾ nɐnɐ ho͡ɪ̯ʲe ʃoɾɪʃɐɾ t̪el cul pʰɔɾon hɔmɐe̯ d̪e
এক কৃষক বাজারত টমাটু বিক্রি গরের,এক কৃষক বাজারে টমেটো বিক্রি করে,Chittagong,Chittagong এক কৃষক বাজারত টমাটু বিক্রি গরের,cɪtɐgon ɛk kɾɪʃɔk bɐzɐɾɔt̪o tɔmɐtu bɪkɾɪ gɔɾeɾ
আর আব্বু গাত সরিষার তেল দে,আমার আব্বু গায়ে সরিষার তেল মালিশ  করে,Chittagong,Chittagong আর আব্বু গাত সরিষার তেল দে,cɪtɐgon ɐɾ ɐbbu gɐt̪ ʃoɾɪʃɐɾ t̪el d̪e
দিন দিন আই খুব অসুক্কা অই জাইর,দিন দিন আমি খুব অসুস্থ হয়ে যাচ্ছি ,Chittagong,Chittagong দিন দিন আই খুব অসুক্কা অই জাইর,cɪtɐgon d̪ɪn d̪ɪn ɐ͡ɪ̯ xub ɔʃukkɐ ɔ͡ɪ̯ zɐ͡ɪ̯ɾ
যেন্ডে এন্ডে সেপ দেলন এব্বারে মানা,যেখানে সেখানে থুথু ফেলা একদম নিষেধ,Chittagong,Chittagong যেন্ডে এন্ডে সেপ দেলন এব্বারে মানা,cɪtɐgon ɟende ɛnde ʃep d̪ɛlon ebbɐɾe mɐnɐ
আর আম্মু হইয়ে ফ্রতিদিন তেতুল হাইলে আর শরীরর রক্ত ফানি অই জাইবদে,আমার আম্মু বলেছে প্রতিদিন তেতুল খেলে আমার শরীরের রক্ত পানি হয়ে যাবে,Chittagong,Chittagong আর আম্মু হইয়ে ফ্রতিদিন তেতুল হাইলে আর শরীরর রক্ত ফানি অই জাইবদে,cɪtɐgon ɐɾ ɐmmu ho͡ɪ̯ʲe fɾot̪ɪd̪ɪn t̪et̪ul hɐ͡ɪ̯le ɐɾ ʃoɾɪɾɔɾ ɾɔkt̪o fɐnɪ ɔ͡ɪ̯ zɐ͡ɪ̯bd
আর ছোড ভাই ইবার ফ্রিও ফল অইল জামরুল,আমার ছোট ভাইয়ের প্রিয় ফল হলো জামরুল,Chittagong,Chittagong আর ছোড ভাই ইবার ফ্রিও ফল অইল জামরুল,cɪtɐgon ɐɾ cʰod vɐ͡ɪ̯ ɪbɐɾ fɾɪ͡o̯ fɔl ɔ͡ɪ̯l zɐmɾul
শিশু ইবার কিছু দিন দরিয়েরে সরদি হাসি,শিশুটির কিছু দিন ধরে সর্দি কাশি,Chittagong,Chittagong শিশু ইবার কিছু দিন দরিয়েরে সরদি হাসি,cʰɪʃu ɪbɐɾ kɪcʰu d̪ɪn d̪oɾɪʲeɾe ʃɔɾd̪ɪ hɐʃɪ
আরার গ্রামর বাজারত বহুত ডর এক্কা দেশী কুরোর দোহান আসে দে,আমাদের গ্রামের বাজারে অনেক বড় একটি  দেশী মুরগীর দোকান আছে,Chittagong,Chittagong আরার গ্রামর বাজারত বহুত ডর এক্কা দেশী কুরোর দোহান আসে দে,cɪtɐgon ɐɾɐɾ gɾɐmɔɾ bɐzɐɾɔt̪o bohut̪ dɔɾ ɛkkɐ d̪eʃɪ kuɾoɾ d̪ohɐn ɐʃe d̪e
সকালত ঘুমত্তুন উঠিয়েরে নাইরকেলর ফানি হাইতে আর খুব গম লাগে দে,সকালে ঘুম থেকে উঠে নারিকেল পানি খেতে আমার খুব ভালো লাগে,Chittagong,Chittagong সকালত ঘুমত্তুন উঠিয়েরে নাইরকেলর ফানি হাইতে আর খুব গম লাগে দে,cɪtɐgon ʃɔkɐlɔt̪o gʱumɔt̪t̪un utʰɪʲeɾe nɐ͡ɪ̯ɾkelɔɾ fɐnɪ hɐ͡ɪ̯t̪e ɐɾ xub gɔm lɐge d̪e
আই আইয়া শিম ভাজি দিয়েরে দুফুরত ভাত হাইয়ি,আমি আজকে শিম ভাজি  দিয়ে দুপুরে ভাত খেয়েছি,Chittagong,Chittagong আই আইয়া শিম ভাজি দিয়েরে দুফুরত ভাত হাইয়ি,cɪtɐgon ɐ͡ɪ̯ ɐ͡ɪ̯ʲɐ ʃɪm vɐzɪ d̪ɪʲeɾe d̪ufuɾɔt̪o vɐt̪ hɐ͡ɪ̯ʲɪ
মা আর লাই শিম ভাজিফাক গইজ্জে দে,মা আমার জন্য শিম ভাজি রান্না করছে,Chittagong,Chittagong মা আর লাই শিম ভাজিফাক গইজ্জে দে,cɪtɐgon mɐ ɐɾ lɐ͡ɪ̯ ʃɪm vɐzɪfɐk gɔ͡ɪ̯zze d̪e
আম্মু ফাকঘরত বসি মাটির ফাতিলত কুরর মাংস ফাক গরের,আম্মু রান্নাঘরে বসে মাটির পাতিলে মুরগির মাংস রান্না করছে,Chittagong,Chittagong আম্মু ফাকঘরত বসি মাটির ফাতিলত কুরর মাংস ফাক গরের,cɪtɐgon ɐmmu fɐkgʱɔɾt̪o boʃɪ mɐtɪɾ fɐt̪ɪlɔt̪o kuɾoɾ mɐŋʃo fɐk gɔɾeɾ
বহুত মানুষ শখেরলাই ছাদর উওরত হইতর ফালেদে,অনেক মানুষই শখের বশে ছাদের উপর কবুতর পালন করে,Chittagong,Chittagong বহুত মানুষ শখেরলাই ছাদর উওরত হইতর ফালেদে,cɪtɐgon bohut̪ mɐnuʃ ʃɔkʰeɾlɐ͡ɪ̯ cʰɐd̪oɾ u͡o̯ɾɔt̪ ho͡ɪ̯t̪ɔɾ fɐled̪e
দুইদিন ধরি আর বহুত সরদি জর,দুইদিন ধরে আমার অনেক সর্দি-জ্বর,Chittagong,Chittagong দুইদিন ধরি আর বহুত সরদি জর,cɪtɐgon d̪u͡ɪ̯d̪ɪn d̪ʱoɾɪ ɐɾ bohut̪ ʃɔɾd̪ɪ zɔɾ
সকালত ঘুমত্তুন উঠিই ঘরর স্টোররুম ইবা ফরিষ্কার গরন ফরিব,সকালে ঘুম থেকে উঠেই ঘরের স্টোররুমটি পরিষ্কার করতে হবে,Chittagong,Chittagong সকালত ঘুমত্তুন উঠিই ঘরর স্টোররুম ইবা ফরিষ্কার গরন ফরিব,cɪtɐgon ʃɔkɐlɔt̪o gʱumɔt̪t̪un utʰɪ͡ɪ̯ gʱɔɾoɾ stoɾɾum ɪbɐ foɾɪʃkɐɾ gɔɾon foɾɪb
লবণ দিয়েরে ফেয়ারা হাইতে আর ভইন ছোড ইবার বহুত ফসন্দ গরে,লবণ দিয়ে পেয়ারা খেতে আমার ছোট বোন খুব পছন্দ করে,Chittagong,Chittagong লবণ দিয়েরে ফেয়ারা হাইতে আর ভইন ছোড ইবার বহুত ফসন্দ গরে,cɪtɐgon lɔbon d̪ɪʲeɾe feʲɐɾɐ hɐ͡ɪ̯t̪e ɐɾ vo͡ɪ̯n cʰod ɪbɐɾ bohut̪ fɔʃond̪o goɾe
মা ফাকঘরত বইয়েরে আর বাবার লাই শিমর তরহারি ফাক গরের দে,মা রান্নাঘরে বসে আমার বাবার জন্য শিমের তরকারি রান্না করছে,Chittagong,Chittagong মা ফাকঘরত বইয়েরে আর বাবার লাই শিমর তরহারি ফাক গরের দে,cɪtɐgon mɐ fɐkgʱoɾt̪o bo͡ɪ̯ʲeɾe ɐɾ bɐbɐɾ lɐ͡ɪ̯ ʃɪmɔɾ t̪ɔɾohɐɾɪ fɐk gɔɾeɾ d̪e
আই আর আব্বু গতহালিয়া সিলেটত্তুন ঢাহা আইসসি,আমি আর আব্বু গতকাল সিলেট থেকে ঢাকায় এসেছি,Chittagong,Chittagong আই আর আব্বু গতহালিয়া সিলেটত্তুন ঢাহা আইসসি,cɪtɐgon ɐ͡ɪ̯ ɐɾ ɐbbu gɔt̪ohɐlɪʲɐ sɪletɔt̪t̪un dʱɐhɐ ɐ͡ɪ̯ssɪ
আম্মু লাকড়ির চুলত ফাক গরেদে,আম্মু লাকড়ির চুলায় রান্না করছে,Chittagong,Chittagong আম্মু লাকড়ির চুলত ফাক গরেদে,cɪtɐgon ɐmmu lɐkɽɪɾ culɔt̪o fɐk gɔɾed̪e
আর ডর বইন ইবা  হাচা আমর শরবত হাইতে বহুত ভালোবাসে দে,আমার বড় বোনটি কাঁচা আমের শরবত খেতে খুব ভালবাসে,Chittagong,Chittagong আর ডর বইন ইবা  হাচা আমর শরবত হাইতে বহুত ভালোবাসে দে,cɪtɐgon ɐɾ dɔɾ bo͡ɪ̯n ɪbɐ  hɐcɐ ɐmoɾ ʃɔɾbot̪ hɐ͡ɪ̯t̪e bohut̪ vɐlobɐʃe d̪e
এই বকা ফয়া ইবা দুইদিন ধরি ফন্না ন ফরের,এই বকা ছেলেটি দুইদিন ধরে পড়ালেখা করছে না,Chittagong,Chittagong এই বকা ফয়া ইবা দুইদিন ধরি ফন্না ন ফরের,cɪtɐgon e͡ɪ̯ bɔkɐ fɔʲɐ ɪbɐ d̪u͡ɪ̯d̪ɪn d̪ʱoɾɪ fɔnnɐ nɔ fɔɾeɾ
আর স্কুলত হোনো খেলা হাইবার মঠ নাই দে,আমার স্কুলে কোনো খেলার মাঠ নেই ,Chittagong,Chittagong আর স্কুলত হোনো খেলা হাইবার মঠ নাই দে,cɪtɐgon ɐɾ skulɔt̪o hono xelɐ hɐ͡ɪ̯bɐɾ mɔtʰ nɐ͡ɪ̯ d̪e
আরা সবাই এক ফোয়ারিত খেলাহাইতাম ,আমারা সবাই একসাথে খেলা দেখছিলাম ,Chittagong,Chittagong আরা সবাই এক ফোয়ারিত খেলাহাইতাম ,cɪtɐgon ɐɾɐ ʃɔbɐ͡ɪ̯ ɛk foʷɐɾɪt̪ɔ xelɐhɐ͡ɪ̯t̪ɐm 
 বিশ্বকাপ ক্রিকেট হেলা আজিয়াত্তুন শুরু,বিশ্বকাপ ক্রিকেট খেলা আজকে থেকে শুরু ,Chittagong,Chittagong  বিশ্বকাপ ক্রিকেট হেলা আজিয়াত্তুন শুরু,cɪtɐgon  bɪʃʃokɐp kɾɪket helɐ ɐzɪʲɐt̪t̪un ʃuɾu
আজিয়া  ইংল্যান্ডর বিশ্বকাপ ক্রিকেট হেলাত জিতি গিয়ি,আজকে ইংল্যান্ড বিশ্বকাপ ক্রিকেট খেলায়  জিতে গেছে ,Chittagong,Chittagong আজিয়া  ইংল্যান্ডর বিশ্বকাপ ক্রিকেট হেলাত জিতি গিয়ি,cɪtɐgon ɐzɪʲɐ  ɪŋlɛndɔɾ bɪʃʃokɐp kɾɪket helɐt̪ zɪt̪ɪ gɪʲɪ
চল আরা বেয়াক্কুন গান গাই,চল আমরা সবাই গান গাই ,Chittagong,Chittagong চল আরা বেয়াক্কুন গান গাই,cɪtɐgon cɔl ɐɾɐ beʲɐkkun gɐn gɐ͡ɪ̯
তুই কি আরে এক্কা্কান গ্লাস ফানি আনি দিত্তারিবা না?,তুমি কি আমাকে এক গ্লাস পানি এনে দিতে পারবে ?,Chittagong,Chittagong তুই কি আরে এক্কা্কান গ্লাস ফানি আনি দিত্তারিবা না?,cɪtɐgon t̪u͡ɪ̯ kɪ ɐɾe ɛkkɐn glɐs fɐnɪ ɐnɪ d̪ɪt̪t̪ɐɾɪbɐ nɐ?
আই ন ফাইজ্জুম ফানি দিতাম,আমি পারবো না পানি দিতে ,Chittagong,Chittagong আই ন ফাইজ্জুম ফানি দিতাম,cɪtɐgon ɐ͡ɪ̯ nɔ fɐ͡ɪ̯zzum fɐnɪ d̪ɪt̪ɐm
তোয়ার ভাই ফন্নাফরনত বহুত মেধাবি ,তোমার ভাই পড়ালেখাতে অনেক মেধাবি ,Chittagong,Chittagong তোয়ার ভাই ফন্নাফরনত বহুত মেধাবি ,cɪtɐgon t̪oʷɐɾ vɐ͡ɪ̯ fɔnnɐfɔɾonɔt̪o bohut̪ med̪ʱɐbɪ 
আচ্ছা হো সাই বাংলাদেশর জেলা হইয়ান?,আচ্ছা বলো দেখি বাংলাদেশে কয়টি জেলা? ,Chittagong,Chittagong আচ্ছা হো সাই বাংলাদেশর জেলা হইয়ান?,cɪtɐgon ɐccʰɐ ho sɐ͡ɪ̯ bɐŋlɐd̪eʃɔɾ zelɐ ho͡ɪ̯ʲɐn?
সামনর মিক্কা যাইয়েরে মাইয়াফোয়া ইবা বহুত হাসিব দে,সামনের দিকে যেয়ে মেয়েটি অনেক হাসবে,Chittagong,Chittagong সামনর মিক্কা যাইয়েরে মাইয়াফোয়া ইবা বহুত হাসিব দে,cɪtɐgon ʃɐmnɔɾ mɪkkɐ zɐ͡ɪ̯ʲeɾe mɐ͡ɪ̯ʲɐfoʷɐ ɪbɐ bohut̪ hɐʃɪb d̪e
কেন আচো?,কেমন আছো ?,Chittagong,Chittagong কেন আচো?,cɪtɐgon keno ɐco?
আযিয়া আর মন বালা নাই?,আজকে আমার মন ভালো নেই,Chittagong,Chittagong আযিয়া আর মন বালা নাই?,cɪtɐgon ɐɟɪʲɐ ɐɾ mon bɐlɐ nɐ͡ɪ̯?
তুঁই কি গরো?,তুমি কি করো ?,Chittagong,Chittagong তুঁই কি গরো?,cɪtɐgon t̪ũɪ kɪ gɔɾo?
এই গরমত আত্তুন কিচু বালা ন লাগের,এই গরমে আমার কিছু ভালো লাগে না,Chittagong,Chittagong এই গরমত আত্তুন কিচু বালা ন লাগের,cɪtɐgon e͡ɪ̯ gɔɾmot̪ ɐt̪t̪un kɪcu bɐlɐ nɔ lɐgeɾ
ফোয়াইবা সাদা রংওর উজ্ঞা শার্ট ফরি আইস্যিল,ছেলেটি সাদা রঙয়ের একটি শার্ট পরে এসেছিল,Chittagong,Chittagong ফোয়াইবা সাদা রংওর উজ্ঞা শার্ট ফরি আইস্যিল,cɪtɐgon foʷɐ͡ɪ̯bɐ ʃɐd̪ɐ ɾɔŋoɾ uggɐ ʃɐɾt foɾɪ ɐ͡ɪ̯sɪl
মাইফোয়াইবা লাল রংওর শারি ফরি আঁর লই দেহা গইর্ তো আইস্যে,মেয়েটি লাল রঙয়ের শাড়ি পরে আমার সাথে দেখা করতে এসেছিল,Chittagong,Chittagong মাইফোয়াইবা লাল রংওর শারি ফরি আঁর লই দেহা গইর্ তো আইস্যে,cʰɪtɐgon mɐ͡ɪ̯foʷɐ͡ɪ̯bɐ lɐl ɾɔŋoɾ ʃɐɾɪ foɾɪ ɐ̃ɾ lɔ͡ɪ̯ d̪ehɐ gɪɾ t̪o ɐ͡ɪ̯ʃʃe
ফোয়াইবা সিলেটত্তুন ঢাহা আইস্যে,ছেলেটি সিলেট থেকে ঢাকায় এসেছে,Chittagong,Chittagong ফোয়াইবা সিলেটত্তুন ঢাহা আইস্যে,cʰɪletɔt̪t̪un dʱɐhɐ ɐ͡ɪ̯ʃʃe
মাইফোয়া ইবা সিলেটত্তুন আইস্যেদে ফোয়া ইবারে বঊত বালবাসে,মেয়েটি সিলেট থেকে আসা এই ছেলেটিকে অনেক ভালবাসে,Chittagong,Chittagong মাইফোয়া ইবা সিলেটত্তুন আইস্যেদে ফোয়া ইবারে বঊত বালবাসে,cɐ͡ɪ̯foʷɐ ɪbɐ sɪletɔt̪t̪un ɐ͡ɪ̯ʃʃed̪e foʷɐ ɪbɐɾe bɔ͡u̯t̪o bɐlbɐʃe
ফোয়াইবা মাইফোয়া ইবারে আইযো বালবাসার চোকে ন দেহে,ছেলেটি মেয়েটাকে এখনো ভালবাসার চোখে দেখেনি,Chittagong,Chittagong ফোয়াইবা মাইফোয়া ইবারে আইযো বালবাসার চোকে ন দেহে,cɪtɐgon foʷɐ͡ɪ̯bɐ mɐ͡ɪ̯foʷɐ ɪbɐɾe ɐ͡ɪ̯zo bɐlbɐʃɐɾ coke nɔ d̪ehe
মাইফোয়া ইবা তার বেজ্ঞিন সফ্নর মইদ্দে ফোয়াইবারে কল্ফনা গরে,মেয়েটি তাঁর সব স্বপ্নের মধ্যে ছেলেটাকে কল্পনা করে,Chittagong,Chittagong মাইফোয়া ইবা তার বেজ্ঞিন সফ্নর মইদ্দে ফোয়াইবারে কল্ফনা গরে,cɪtɐgon mɐ͡ɪ̯foʷɐ ɪbɐ t̪ɐɾ beggɪn ʃɔfnɔɾ mo͡ɪ̯d̪d̪e foʷɐ͡ɪ̯bɐɾe kɔlfɔnɐ goɾe
আঁর বউতদিন আগে এব্বার বিয়া অইল,আমার অনেক দিন আগে একবার বিয়ে হয়েছিল,Chittagong,Chittagong আঁর বউতদিন আগে এব্বার বিয়া অইল,cɪtɐgon ɐ̃ɾ bɔ͡u̯t̪od̪ɪn ɐge ebbɐɾ bɪʲɐ ɔ͡ɪ̯l
আঁর মা আঁরে হইল বিয়া অইলে জিবন ফাল্টি যা গই,আমার মা আমাকে বলেছিল বিয়ে হলে জীবন পরিবর্তন হয়ে যায়,Chittagong,Chittagong আঁর মা আঁরে হইল বিয়া অইলে জিবন ফাল্টি যা গই,cɪtɐgon ɐ̃ɾ mɐ ɐ̃ɾe ho͡ɪ̯l bɪʲɐ ɛ͡ɪ̯le zɪbɔn fɐltɪ zɐ go͡ɪ̯
আম্মু অইদিন টিক হতাই হইল,আম্মু ঐদিন ঠিক কথাই বলেছিলও,Chittagong,Chittagong আম্মু অইদিন টিক হতাই হইল,cɪtɐgon ɐmmu ɔ͡ɪ̯d̪ɪn tɪk hɔt̪ɐ͡ɪ̯ ho͡ɪ̯l
আম্মু এগাযা আঁর মনোর হতা বুজে,আম্মু সব সময় আমার মনের কথা বুঝে,Chittagong,Chittagong আম্মু এগাযা আঁর মনোর হতা বুজে,cɪtɐgon ɐmmu ɛgɐzɐ ɐ̃ɾ monoɾ hɔt̪ɐ buze
আঁর বাসার হাজর মাইফোয়া ইবা ইয়া গম গরি হাজ গরিত ন ফারে,আমার বাসার কাজের মেয়েটি এখন ভাল মত কাজ করে নাহ,Chittagong,Chittagong আঁর বাসার হাজর মাইফোয়া ইবা ইয়া গম গরি হাজ গরিত ন ফারে,cɪtɐgon ɐ̃ɾ bɐʃɐɾ hɐzoɾ mɐ͡ɪ̯foʷɐ ɪbɐ ɪʲɐ gɔm goɾɪ hɐz goɾɪt̪o nɔ fɐɾe
আঁর বাসার হাজর মাইফোয়া ইবা দুইদিন অর দাই গিয়্যুয়,আমার বাসার কাজের মেয়েটি দুইদিন ধরে পলাতক,Chittagong,Chittagong আঁর বাসার হাজর মাইফোয়া ইবা দুইদিন অর দাই গিয়্যুয়,cɪtɐgon ɐ̃ɾ bɐʃɐɾ hɐzoɾ mɐ͡ɪ̯foʷɐ ɪbɐ d̪u͡ɪ̯d̪ɪn ɔɾ d̪ɐ͡ɪ̯ gɪkkue̯
আঁর বাসার দারোয়ান এহন ইতার গেরামত বেরাইত গেয়্যে,আমার বাসার দারওয়ান এখন তাঁর গ্রামে ঘুরতে গিয়েছে,Chittagong,Chittagong আঁর বাসার দারোয়ান এহন ইতার গেরামত বেরাইত গেয়্যে,cɪtɐgon ɐ̃ɾ bɐʃɐɾ d̪ɐɾoʷɐn ehon ɪt̪ɐɾ geɾɐmɔt̪ beɾɐ͡ɪ̯t̪o gekt̪e
তোঁয়ারে আঁই কল ন দিয়ুম,তোমাকে আমি কল দিবো না,Chittagong,Chittagong তোঁয়ারে আঁই কল ন দিয়ুম,cɪtɐgon t̪õʷɐɾe ɐ̃ɪ kɔl nɔ d̪ɪʲum
এই জিনিসসান কুব বিরক্তিকর আচিল,এই জিনিষটা খুবই বিরক্তিকর ছিল,Chittagong,Chittagong এই জিনিসসান কুব বিরক্তিকর আচিল,cɪtɐgon e͡ɪ̯ ɟɪnɪʃsɐn kubo bɪɾokt̪ɪkɔɾ ɐcɪl
ইতে সিলেটত্তুন আঁর ফোয়ারে দেহা গইরতো আইস্যে,সে সিলেট থেকে আমার সাথে দেখা করতে এসেছিল,Chittagong,Chittagong ইতে সিলেটত্তুন আঁর ফোয়ারে দেহা গইরতো আইস্যে,cʰe
ইতে এহন রাজশাহী গেইয়্যুই,সে এখন রাজশাহী চলে গেছে,Chittagong,Chittagong ইতে এহন রাজশাহী গেইয়্যুই,cɪtɐgon ɪt̪e ehon ɾɐzʃɐhɪ ge͡ɪ̯ʲu͡ɪ̯
ইতে এহন তার বন্দুওক্কলর ফোয়ারে সিগেট হায়,সে এখন তাঁর বন্ধুদের সাথে সিগারেট খায়,Chittagong,Chittagong ইতে এহন তার বন্দুওক্কলর ফোয়ারে সিগেট হায়,cɪtɐgon ɪt̪e ehon t̪ɐɾ bond̪u͡o̯kkoloɾ foʷɐɾe ʃɪget hɐe̯
এতে এব্বেরেও ন আসে,সে একদমই হাসে না,Chittagong,Chittagong এতে এব্বেরেও ন আসে,cɪtɐgon et̪e ebbeɾe͡o̯ nɔ ɐʃe
এতে আঁরে অফমান গইরগে,সে আমাকে অপমান করে,Chittagong,Chittagong এতে আঁরে অফমান গইরগে,cɪtɐgon et̪e ɐ̃ɾe ɔfɔmɐn go͡ɪ̯ɾge
ইতাত্তুন বই ফইরতো এফফোডাও গম ন লাগে,তাঁর বই পরতে একদমই ভাল লাগে না,Chittagong,Chittagong ইতাত্তুন বই ফইরতো এফফোডাও গম ন লাগে,cɪtɐgon ɪt̪ɐt̪t̪un bo͡ɪ̯ fɪɾot̪o effodɐ͡o̯ gɔm nɔ lɐge
অনর কি বই ফরার অব্বাস আচে নে,আপনার কি বই পড়ার অভ্যাস আছে ?,Chittagong,Chittagong অনর কি বই ফরার অব্বাস আচে নে,cɪtɐgon ɔnɔɾ kɪ bo͡ɪ̯ fɔɾɐɾ ɔbbɐʃ ɐce ne
তুঁই কি আঁরে চিনো নে,তুমি কি আমাকে চিনো ?,Chittagong,Chittagong তুঁই কি আঁরে চিনো নে,cɪtɐgon t̪ũɪ kɪ ɐ̃ɾe cɪno ne
আঁই তোয়াঁরে চিনিত ন ফাইরলাম,আমি তোমাকে চিনতে  পারলাম  না,Chittagong,Chittagong আঁই তোয়াঁরে চিনিত ন ফাইরলাম,cɪtɐgon ɐ̃ɪ t̪oʷɐ̃ɾe cɪnɪt̪o nɔ fɐ͡ɪ̯ɾlɐm
আঁই তোয়াঁরে আগে হনো অত্তে ন দেহি,আমি তোমাকে আগে কখনো দেখি নাই,Chittagong,Chittagong আঁই তোয়াঁরে আগে হনো অত্তে ন দেহি,cɪtɐgon ɐ̃ɪ t̪oʷɐ̃ɾe ɐge hono ɔt̪t̪e nɔ d̪ehɪ
আঁত্তুন ফরালেহা গইরতো এফফোডাও গম ন লাগে,আমাকে পড়ালেখা করতে একদমই ভাল লাগে না,Chittagong,Chittagong আঁত্তুন ফরালেহা গইরতো এফফোডাও গম ন লাগে,cɪtɐgon ɐ̃t̪t̪un fɔɾɐlehɐ gɪɾot̪o efofodɐ͡o̯ gɔm nɔ lɐge
অনর ফরালেহা গরা উচিত,আপনার পড়ালেখা করা উচিত,Chittagong,Chittagong অনর ফরালেহা গরা উচিত,cɪtɐgon ɔnɔɾ fɔɾɐlehɐ gɔɾɐ ucɪt̪
অনোত্তুন ফরালেহা গরা ফরিবো,আপনাকে পড়ালেখা  করতে হবে,Chittagong,Chittagong অনোত্তুন ফরালেহা গরা ফরিবো,cɪtɐgon ɔnot̪t̪un fɔɾɐlehɐ gɔɾɐ foɾɪbo
অনর কি ফরালেহা গইরতো এব্বেরেও গম ন লাগে,আপনার কি কি পড়ালেখা করতে একদমই ভাল লাগে নাহ?,Chittagong,Chittagong অনর কি ফরালেহা গইরতো এব্বেরেও গম ন লাগে,cɪtɐgon ɔnɔɾ kɪ fɔɾɐlehɐ gɪɾot̪o ebbeɾe͡o̯ gɔm nɔ lɐge
তোত্তুন ফরালেহা গরা ফরিবো,তোর পড়ালেখা কোরতে হবে,Chittagong,Chittagong তোত্তুন ফরালেহা গরা ফরিবো,cɪtɐgon t̪ot̪t̪un fɔɾɐlehɐ gɔɾɐ foɾɪbo
তুই কি আর ফরালেহা ন গরিবি,তুই কি আর পড়ালেখা করবি নাহ ?,Chittagong,Chittagong তুই কি আর ফরালেহা ন গরিবি,cɪtɐgon t̪u͡ɪ̯ kɪ ɐɾ fɔɾɐlehɐ nɔ goɾɪbɪ
তুই কি ফরালেহা চারি দিতো চস নিকি,তুই কি পড়ালেখা ছেড়ে দিতে চাস ?,Chittagong,Chittagong তুই কি ফরালেহা চারি দিতো চস নিকি,cɔʃ nɪkɪ
তোর কি ফরালেহা গইরতো এব্বেরেও গম ন লাগে,তোর  কি পড়ালেখা করতে একদমই ভাল লাগে নাহ ?,Chittagong,Chittagong তোর কি ফরালেহা গইরতো এব্বেরেও গম ন লাগে,cɪtɐgon t̪oɾ kɪ fɔɾɐlehɐ gɪɾot̪o ebbeɾe͡o̯ gɔm nɔ lɐge
তুঁই কি এহন হাইতো বইবা নে,তুমি কি এখন খেতে বসবা  ?,Chittagong,Chittagong তুঁই কি এহন হাইতো বইবা নে,cɪtɐgon t̪ũɪ kɪ ehon hɐ͡ɪ̯t̪o bo͡ɪ̯bɐ ne
আযিয়া আঁর হাইতো মনো ন হর,আজকে আমার খেতে ভালো লাগছে না,Chittagong,Chittagong আযিয়া আঁর হাইতো মনো ন হর,cɪtɐgon ɐzɪʲɐ ɐ̃ɾ hɐ͡ɪ̯t̪o mono nɔ hɔɾ
আঁর বিদ্যালয়ে বউত বন্দু আচে,আমার  বিদ্যালয়ে  অনেক বন্ধু আছে,Chittagong,Chittagong আঁর বিদ্যালয়ে বউত বন্দু আচে,cɪtɐgon ɐ̃ɾ bɪd̪d̪ɐlɔʲe bɔ͡u̯t̪o bond̪u ɐce
আঁর চোড বইন বিদ্যালয়অত যাইত ন চাই,আমার ছোট বোন বিদ্যালয়ে  যেতে চায় না,Chittagong,Chittagong আঁর চোড বইন বিদ্যালয়অত যাইত ন চাই,cɐ͡ɪ̯
আত্তুন বিদ্যালয়অত যাইত বউত বালা লাগে,আমার বিদ্যালয়ে  যেতে অনেক ভাল লাগে,Chittagong,Chittagong আত্তুন বিদ্যালয়অত যাইত বউত বালা লাগে,cɪtɐgon ɐt̪t̪un bɪd̪d̪ɐlɔʲɔt̪o zɐ͡ɪ̯t̪o bɔ͡u̯t̪o bɐlɐ lɐge
